id,gender,race,rank,age,career_length,complaint_percentile,civilian_allegation_percentile,honorable_mention_percentile,internal_allegation_percentile,allegation_count,sustained_count,civilian_compliment_count,discipline_count,honorable_mention_count,major_award_count,trr_count,unsustained_count,number_of_awards,salary
19407,M,Hispanic,Police Officer,52,27,99.0065,98.7841,77.3814,93.0935,70,4,2,3,31,0,3,33,42,93354
6728,M,Black,Lieutenant of Police,58,34,73.2796,29.7987,34.4471,61.1521,22,0,2,0,2,0,0,17,12,125190
885,M,Hispanic,Police Officer as Detective,53,28,91.8727,87.5224,68.0920,0.0000,36,1,2,1,15,0,0,19,26,100980
29484,M,Hispanic,Police Officer,47,18,88.5637,87.4726,92.1758,86.2169,19,1,4,1,59,0,19,4,86,90024
32310,M,White,Police Officer,41,17,96.3318,96.7112,95.7564,0.0000,26,1,3,1,78,0,46,9,91,87006
11510,F,Black,Police Officer,50,29,75.2398,47.6380,53.0744,0.0000,21,1,3,1,6,0,1,11,15,96060
13199,M,White,Police Officer,47,21,86.9474,87.5224,77.5819,61.1521,20,2,6,2,23,0,10,5,38,90024
7748,M,White,Sergeant of Police,58,34,68.0754,69.1001,56.5708,61.1521,19,1,2,1,9,0,1,9,20,111474
6713,M,White,Police Officer as Detective,49,20,96.5534,96.9504,76.5469,0.0000,33,0,3,0,20,0,13,17,34,97440
22337,M,Black,Police Officer,58,21,95.0534,94.8703,94.4250,87.5243,26,1,1,0,60,0,1,8,87,78012
16810,M,White,Police Officer,38,14,97.1189,96.6115,96.7720,91.5039,23,1,2,1,70,0,38,6,88,87006
12085,M,Hispanic,Police Officer,45,21,91.6855,90.4873,95.9116,88.3297,25,2,5,2,103,2,28,8,149,90024
4690,M,White,Sergeant of Police,52,28,74.2692,57.7487,37.8174,61.1521,19,0,5,0,2,0,0,8,19,111474
10332,M,Hispanic,Sergeant of Police,50,20,90.4092,91.3693,95.8340,0.0000,24,2,4,1,96,0,35,5,121,104628
16550,M,Hispanic,Police Officer,55,15,98.7352,98.6695,99.4566,76.7989,31,1,2,1,137,2,47,10,159,87006
30958,M,White,Sergeant of Police,66,34,72.2211,65.0152,51.9329,75.2277,21,4,3,4,10,1,2,10,19,101958
28993,M,White,Police Officer,45,17,97.5393,96.9603,97.6679,92.7945,30,0,5,0,103,0,21,6,129,87006
28329,M,White,Police Officer,36,13,99.0830,98.6596,99.3111,96.4969,30,1,3,0,108,4,47,3,136,87006
26561,M,White,Sergeant of Police,51,29,82.3622,47.6380,61.3966,61.1521,25,3,2,3,10,1,1,15,23,111474
31191,M,White,Police Officer,40,17,98.2576,97.8473,98.4766,92.7945,36,4,4,4,120,0,43,14,145,87006
22068,M,Black,Police Officer,44,20,98.1544,97.9868,81.5991,84.8415,41,2,4,3,29,0,12,7,45,90024
10342,M,Hispanic,Police Officer,53,29,84.4561,88.5838,73.1475,61.1521,28,0,6,0,23,1,1,16,39,96060
19457,M,Black,Police Officer,43,17,93.3591,93.4971,83.4137,73.9835,22,1,10,1,29,0,7,4,58,87006
12628,M,Black,Lieutenant of Police,57,34,77.7655,24.1180,52.5763,0.0000,25,0,8,0,7,2,1,15,29,125190
26926,M,Black,Sergeant of Police,51,28,75.2818,29.7987,66.5362,61.1521,21,2,11,2,14,0,1,14,43,107988
32025,M,White,Sergeant of Police,52,28,97.1533,92.8393,84.8401,93.0935,53,8,2,7,55,0,8,25,70,107988
3776,M,White,Police Officer,69,47,81.9457,0.0000,0.0000,0.0000,23,2,1,2,1,0,0,19,2,69264
25401,M,Hispanic,Police Officer,68,35,82.9201,71.7728,65.5533,72.0035,29,1,10,1,13,0,2,16,30,86130
17087,M,White,Police Officer,61,26,95.1855,95.0419,97.3930,79.9133,43,4,3,4,163,1,7,14,190,93354
11962,F,Black,Police Officer,64,22,85.6521,72.3141,54.4814,79.9133,21,3,4,3,5,0,2,8,12,90024
4758,M,White,Police Officer,50,27,98.1927,97.2095,94.9219,61.1521,60,0,5,0,123,1,32,29,149,93354
28151,M,White,Sergeant of Police,57,34,68.0754,41.5139,47.0065,0.0000,19,2,2,2,5,0,0,12,15,111474
12342,M,White,Police Officer,43,20,91.6587,92.0221,91.9559,70.3408,25,1,6,0,65,0,11,8,92,90024
27264,M,White,Police Officer,73,47,76.9196,67.5482,0.0000,0.0000,22,0,4,0,0,0,0,13,10,86532
9067,M,White,Police Officer,46,22,84.6166,85.1455,98.2728,61.1521,20,0,3,0,159,0,6,14,190,90024
6992,F,White,Police Officer,63,37,69.8817,79.3297,49.1835,0.0000,19,1,2,1,6,0,0,5,14,86130
14243,M,White,Police Officer,51,27,79.5881,83.7403,81.5377,0.0000,21,1,2,1,41,0,2,7,56,93354
10609,M,White,Sergeant of Police,52,22,88.5904,87.5224,82.3883,79.9133,23,1,1,1,36,1,8,11,55,104628
10528,M,White,Police Officer as Detective,72,48,94.2766,65.6390,45.8243,0.0000,48,1,0,1,1,0,1,38,8,87354
8074,M,White,Police Officer as Detective,60,32,86.8120,64.0481,39.1708,94.3707,33,4,1,4,2,0,1,17,15,99888
23783,M,Hispanic,Police Officer,64,26,98.1277,98.3456,78.5425,79.9133,56,1,4,1,32,0,8,26,48,93354
19163,M,White,Lieutenant of Police,47,24,95.7587,97.4287,89.9699,0.0000,39,0,8,0,71,2,2,18,106,121464
25373,M,Hispanic,Police Officer / Field Training Officer,64,38,98.3579,93.7838,63.2562,0.0000,72,5,3,4,14,1,4,49,24,90540
22510,M,White,Sergeant of Police,48,23,96.3509,97.0052,85.8848,61.1521,40,0,1,0,49,0,6,14,69,107988
19894,M,White,Police Officer,71,40,79.7789,74.2008,0.0000,98.0698,20,3,2,3,5,0,1,12,7,70278
31881,M,Black,Police Officer,43,15,99.0906,99.0931,94.7537,0.0000,33,0,6,0,59,0,30,8,89,87006
13598,M,Black,Commander,56,34,88.0631,88.5838,70.9189,61.1521,36,4,8,3,23,0,1,21,41,162684
12238,F,Black,Police Officer,69,34,93.5092,53.8614,0.0000,98.9616,39,14,3,14,9,1,0,13,14,75816
5821,M,Hispanic,Sergeant of Police,64,35,71.3815,58.4432,50.0849,73.2811,20,3,3,3,4,0,1,15,18,102978
15589,M,White,Police Officer,61,28,84.5592,85.1455,60.3681,61.1521,27,0,1,0,9,1,0,12,11,93354
10877,F,Black,Police Officer,62,31,84.9595,73.9335,58.9818,91.0032,29,6,3,4,8,0,2,15,16,92316
30085,M,White,Sergeant of Police,71,26,83.7865,47.5514,73.4182,73.7081,22,1,7,1,9,2,1,14,37,96648
17587,M,Hispanic,Police Officer,77,29,93.4726,92.2709,78.8234,0.0000,30,2,3,2,7,0,3,21,10,69270
7590,M,Hispanic,Police Officer,43,14,97.2068,97.1397,98.8841,77.8902,23,1,9,0,107,0,13,7,135,94122
11283,M,White,Police Officer as Detective,55,26,77.1274,47.6380,31.2275,0.0000,19,0,1,0,1,0,0,14,10,99978
28153,F,Black,Police Officer,64,28,85.7056,81.8766,60.3681,88.3297,28,4,2,4,9,0,0,13,17,93354
10449,M,White,Police Officer,44,19,97.9787,97.5583,95.6723,91.5736,37,1,5,1,88,2,17,9,128,90024
29940,M,White,Police Officer,51,22,98.3149,98.4652,93.8395,61.1521,48,0,4,0,80,0,7,22,108,89130
32125,M,White,Police Officer,42,16,97.8908,98.0217,97.2604,0.0000,30,0,1,0,92,0,25,10,104,87006
13051,M,Black,Police Officer as Detective,73,40,74.3384,50.0028,0.0000,81.5127,22,6,0,6,0,0,0,11,1,84402
32041,M,Hispanic,Police Officer,50,24,97.4972,97.7427,87.6799,0.0000,47,0,1,0,58,0,2,26,79,93354
11634,M,White,Police Officer as Detective,55,29,99.6026,99.1778,91.5095,61.1521,97,2,1,3,98,0,30,53,132,103932
29054,M,Black,Police Officer,53,28,95.5141,90.4873,85.8589,95.6348,47,2,3,2,61,0,3,22,88,96060
1423,M,White,Sergeant of Police,61,35,68.0754,65.6966,65.9831,0.0000,20,2,1,2,17,0,7,5,28,111474
3637,M,White,Police Officer Assigned Evidence Technician,69,42,74.7836,58.4432,80.3765,73.2811,24,4,4,4,35,0,0,14,46,90540
2416,M,Hispanic,Sergeant of Police,52,29,84.4561,72.3141,70.1815,0.0000,27,1,1,1,18,0,2,16,28,99756
25575,M,White,Lieutenant of Police,54,26,89.6909,65.6966,69.0494,61.1521,31,0,7,0,15,1,0,14,45,121464
30860,M,Black,Sergeant of Police,51,20,94.1691,83.6506,76.6730,71.2129,31,2,3,1,20,0,7,14,34,104628
1839,M,White,Police Officer,63,29,92.9067,79.9349,63.2191,0.0000,34,2,2,1,2,0,0,16,8,73116
32230,M,White,Police Officer,53,22,88.5904,91.4192,79.9657,0.0000,23,1,1,1,29,0,6,8,48,90024
20907,M,White,Police Officer as Detective,57,33,81.4375,65.6966,52.7865,0.0000,28,0,4,0,7,0,1,18,20,103932
23531,M,White,Sergeant of Police,50,26,77.0204,72.3141,75.3340,0.0000,19,3,4,3,26,0,16,8,48,107988
3767,M,Black,Police Officer / Field Training Officer,52,21,90.6309,89.5804,86.4832,88.3297,25,1,3,1,46,0,11,14,61,94524
23786,M,Hispanic,Police Officer,51,22,95.8542,96.7760,88.9220,0.0000,35,2,7,2,56,0,12,15,78,90024
32284,M,White,Police Officer,53,24,99.6179,99.3024,92.0012,61.1521,76,0,6,0,79,0,6,40,142,93354
17816,M,White,Police Officer,69,44,99.9146,99.7838,87.6955,96.0757,136,4,0,3,83,0,9,87,97,86130
19601,M,Hispanic,Police Officer,48,21,87.5396,89.5804,65.1163,0.0000,21,1,8,1,9,0,6,12,31,90024
29128,F,White,Police Officer as Detective,46,18,93.1795,93.4224,93.1171,73.1513,23,1,7,0,64,1,22,6,90,97440
30022,M,Black,Police Officer,66,23,90.2182,87.5224,74.4509,88.3297,26,0,4,0,20,1,5,9,33,90024
3726,M,Black,Police Officer,55,26,97.1800,98.9866,0.0000,97.6893,28,1,0,1,4,0,0,19,7,58572
20950,M,White,Police Officer,50,24,93.8443,93.5220,90.3386,88.3297,34,1,11,1,70,0,19,12,104,93354
4062,M,Black,Deputy Chief,55,28,81.8731,53.0197,53.4366,79.9133,25,4,6,3,6,1,1,14,43,170112
30232,M,Black,Police Officer,56,26,90.8181,77.6460,71.5787,0.0000,31,0,2,0,18,0,1,22,26,93354
25978,M,White,Police Officer,63,37,74.8838,62.3347,66.9503,0.0000,24,1,9,1,16,0,6,18,39,86130
15014,M,White,Police Officer,51,24,96.0835,95.4256,91.8297,61.1521,40,2,2,2,79,0,9,17,101,93354
31183,M,Black,Police Officer,52,27,92.4191,81.8766,65.0969,79.9133,37,0,4,0,12,1,1,27,24,93354
8459,M,White,Lieutenant of Police,49,23,93.0496,92.1417,73.0601,61.1521,31,1,3,1,18,0,18,17,30,121464
16043,F,White,Sergeant of Police,45,20,88.3612,82.6041,82.9317,97.2195,22,6,9,4,35,0,3,4,52,104628
10254,M,Hispanic,Police Officer,58,29,70.8723,61.9992,57.5023,79.9133,20,1,4,0,8,0,6,6,30,95106
24026,M,Hispanic,Police Officer as Detective,49,24,95.2140,94.7745,67.9761,0.0000,32,1,1,1,4,0,0,18,14,100980
23149,F,Black,Police Officer,63,26,79.0684,79.7738,59.4696,61.1521,20,1,11,1,7,1,2,7,27,92430
19885,M,White,Police Officer,53,22,86.6799,89.5804,97.0696,0.0000,21,0,8,0,126,0,19,7,163,90024
23010,M,Black,Police Officer,51,20,89.3737,88.5489,70.3917,84.7170,21,1,3,1,12,0,8,7,25,90024
9309,M,White,Sergeant of Police,53,28,99.3695,99.0383,84.9533,61.1521,85,7,5,7,57,1,26,45,93,111474
9089,M,White,Police Officer Assigned Evidence Technician,50,24,94.9295,91.4192,83.2325,61.1521,37,0,4,0,43,0,11,19,62,98052
17025,F,White,Police Officer,64,38,74.2267,80.6216,66.9868,0.0000,21,2,0,2,11,0,1,14,13,86130
15395,M,White,Deputy Chief,63,37,,,,,29,1,12,0,12,0,0,17,33,154932
28120,M,Asian/Pacific,Police Officer as Detective,59,33,93.9857,29.7987,35.3624,0.0000,49,2,5,2,2,0,0,38,16,103932
16600,M,White,Sergeant of Police,47,22,83.4053,87.5224,76.7021,0.0000,19,0,3,0,23,0,14,8,45,104628
14353,M,White,Lieutenant of Police,55,34,70.0126,29.7987,70.4176,61.1521,20,3,4,2,22,0,3,12,43,125190
18975,M,White,Police Officer,72,49,91.5270,92.0641,0.0000,99.2495,33,6,0,6,10,0,1,16,10,76476
2015,M,White,Sergeant of Police,59,29,99.5950,98.9685,89.9893,61.1521,102,3,7,3,87,0,15,53,112,107988
16441,M,White,Police Officer,51,19,94.1271,94.4489,92.6642,72.0351,26,0,5,1,65,0,30,7,85,90024
22149,M,White,Sergeant of Police,56,30,78.1896,53.0197,0.0000,0.0000,24,2,5,1,0,1,0,17,20,111474
18872,M,Hispanic,Police Officer,43,19,91.1085,90.3129,92.7386,85.1256,24,0,5,1,67,1,26,4,82,90024
13458,M,Black,Police Officer,70,34,91.7571,70.6432,41.5109,93.1514,41,2,1,2,1,1,0,27,8,86130
10348,M,Hispanic,Police Officer,63,33,71.7053,53.0197,63.5702,0.0000,21,0,7,0,13,0,1,12,31,95106
9499,M,White,Police Officer,58,26,94.5971,90.4873,81.2401,88.3297,39,1,3,1,39,0,30,22,52,93354
11125,M,White,Police Officer as Detective,60,34,70.2495,38.0157,28.7980,0.0000,20,0,4,0,1,2,0,11,18,100884
32351,M,Asian/Pacific,Police Officer,46,20,92.7859,93.1284,86.2050,70.9637,25,0,3,0,42,1,4,5,75,90024
4545,M,White,Police Officer,45,20,94.8722,95.1764,95.5364,69.8675,30,1,1,1,96,0,14,12,116,90024
25177,M,Hispanic,Police Officer,47,18,96.3127,96.4222,96.9596,73.6047,30,1,7,0,96,0,26,4,124,87006
379,M,White,Police Officer / Marine Officer,61,31,68.7784,0.0000,52.0684,0.0000,18,1,13,1,6,0,0,16,29,99978
12300,M,White,Police Officer / Marine Officer,53,28,79.9129,24.1180,37.5489,0.0000,23,0,10,0,2,0,0,15,24,100980
10428,F,Black,Police Officer,48,22,84.8802,83.7403,75.6800,79.9133,20,3,30,3,21,0,5,7,65,90024
23106,F,White,Police Officer,53,29,82.2857,35.6089,66.4909,0.0000,25,2,9,2,14,0,0,15,32,96060
4040,M,Black,Police Officer,47,23,87.1002,87.5224,86.8842,79.9133,23,0,5,0,52,0,7,11,67,86520
32137,M,White,Police Officer,54,26,80.5433,83.7403,91.2863,79.9133,21,0,2,0,83,0,6,10,122,93354
10203,M,White,Police Officer,53,26,83.1149,81.8766,82.3592,79.9133,23,1,2,0,42,0,5,8,55,92430
18826,M,Hispanic,Police Officer,64,22,86.9130,88.5838,91.4739,61.1521,22,2,3,2,71,2,5,11,117,90024
15311,M,White,Lieutenant of Police,60,30,79.1334,69.1001,75.9420,0.0000,24,2,4,2,32,0,6,7,53,125190
15769,M,White,Police Officer,51,22,96.4828,97.5232,87.2451,0.0000,27,1,0,0,24,0,10,11,32,70656
3910,F,Hispanic,Police Officer,68,29,79.2011,70.3842,67.6982,84.4903,23,2,7,2,13,1,2,13,26,89718
2741,M,White,Police Officer as Detective,51,29,93.1222,79.7738,50.0857,88.3297,40,2,1,2,5,0,1,23,13,103932
32158,M,White,Sergeant,53,29,83.5161,72.3141,55.5196,79.9133,26,0,1,0,9,2,1,13,26,111474
24415,M,Hispanic,Police Officer,49,25,85.7896,61.9992,72.0025,61.1521,24,2,2,2,18,0,4,14,36,93354
28158,M,White,Lieutenant of Police,58,27,81.1929,81.8766,86.5414,0.0000,22,1,4,1,59,0,12,9,85,121464
11860,M,White,Police Forensic Investigator I,69,42,87.6842,0.0000,43.6781,89.2357,33,2,1,1,1,0,0,29,5,99960
20447,M,Black,Police Officer,59,20,87.3180,87.9709,97.1084,71.2129,19,0,6,0,112,1,9,8,138,90024
2230,M,White,Police Officer as Detective,71,47,85.1861,59.5555,0.0000,0.0000,29,1,0,1,0,0,0,19,4,87354
2096,M,Black,Police Officer,70,33,99.0936,95.6283,35.7716,85.9715,87,8,0,6,1,0,2,52,1,69270
9998,F,Hispanic,Police Officer as Detective,62,25,81.2541,81.8766,61.7977,0.0000,21,0,1,0,9,0,4,8,19,100980
8026,M,Hispanic,Commander,50,28,78.5144,61.9992,61.4193,61.1521,22,2,3,2,11,0,2,12,25,162684
29564,M,White,Police Officer,54,26,84.3873,85.1455,84.3355,0.0000,24,0,12,0,49,0,2,11,74,93354
26385,M,Hispanic,Police Officer,49,24,97.8225,97.5510,94.9982,80.7353,36,1,1,1,57,1,0,17,70,70656
6468,M,Hispanic,Police Officer,65,38,88.4844,87.4836,71.4510,88.2282,35,4,0,4,11,0,5,22,14,83604
14481,M,Black,Sergeant of Police,58,30,72.7752,65.6966,52.0490,0.0000,20,3,10,1,6,1,0,11,31,111474
9963,M,White,Sergeant of Police,64,29,94.2990,47.6380,72.0251,93.0935,44,2,4,2,22,0,2,31,45,111474
31970,M,Black,Police Officer,57,33,83.3021,41.5139,34.8384,0.0000,30,1,1,1,2,1,0,20,12,96060
19501,M,Black,Police Officer,59,26,87.2129,85.0919,65.1631,87.6919,23,3,2,2,12,1,2,10,20,80724
9576,M,Hispanic,Police Officer,64,34,75.2144,58.8649,69.7500,0.0000,22,2,1,2,14,1,1,10,23,86130
31964,M,White,Sergeant of Police,45,21,98.8957,99.0383,66.4004,61.1521,51,1,10,1,10,0,0,24,45,104628
32262,M,Black,Police Officer,62,30,90.4398,85.1455,60.9826,79.9133,36,2,1,2,10,0,0,24,23,95106
1219,M,White,Sergeant of Police,51,26,92.4955,87.5224,72.9243,79.9133,34,5,14,5,20,0,15,10,45,107988
28570,M,Black,Police Officer,65,19,94.6124,92.4507,95.0998,96.5218,27,6,3,5,85,0,20,4,106,90024
23922,M,White,Police Officer as Detective,46,22,86.2481,88.5838,69.8354,0.0000,21,0,1,0,13,0,3,10,30,97440
8844,M,White,Police Officer,57,33,68.0754,35.6089,56.6937,61.1521,19,4,5,3,9,0,0,10,19,96060
9952,M,White,Sergeant of Police,51,26,95.7739,94.1100,59.4851,88.3297,43,1,6,1,9,0,2,21,31,107988
2453,M,Black,Police Officer,47,22,99.1861,99.1778,62.4640,95.6348,59,5,4,6,8,0,9,32,16,90024
32368,M,Black,Commander,53,30,74.6131,24.1180,42.1128,0.0000,21,0,2,0,3,0,0,15,11,162684
23390,F,Hispanic,Police Officer,44,19,96.2898,96.0933,79.9528,85.1256,31,0,2,0,25,0,10,10,56,90024
6327,M,Black,Police Officer,51,20,84.5440,85.7584,86.9910,70.0568,19,0,5,0,46,1,9,11,67,90024
8463,M,White,Sergeant of Police,51,26,85.9998,79.7738,72.9922,88.3297,25,2,7,1,21,0,0,11,38,107988
30841,F,Black,Police Officer,71,42,91.1240,86.4707,0.0000,99.3161,37,6,0,5,3,0,0,22,3,78006
1744,F,White,Police Officer,53,18,91.3912,90.4525,74.9102,85.9926,22,1,6,0,16,0,12,6,33,90024
13065,M,Black,Assistant Superintendent,63,38,75.9684,27.9380,41.3671,88.0204,22,3,11,2,1,0,1,13,24,188316
29833,M,Black,Sergeant of Police,51,25,98.5748,98.8987,93.2173,95.6348,61,2,2,1,94,0,19,34,109,107988
25898,M,Black,Police Officer,67,26,99.4790,99.6971,73.8143,70.7427,77,3,5,2,17,0,25,35,33,89718
17273,F,White,Sergeant of Police,50,28,75.8970,35.6089,42.8923,61.1521,21,0,1,0,3,0,5,13,12,111474
19845,F,White,Police Officer,39,16,97.4819,97.1198,94.9187,87.8214,27,2,3,1,65,0,20,4,87,87006
994,M,White,Police Officer as Detective,41,19,96.5649,96.3773,94.8313,85.5491,31,1,6,1,80,1,12,10,103,97440
29297,M,White,Police Officer,54,29,99.6064,94.1006,0.0000,97.6957,63,9,0,9,1,0,0,38,1,59412
8153,M,White,Police Officer as Detective,45,22,94.3716,94.1100,86.6805,93.0935,31,4,6,4,48,1,7,14,64,97440
178,M,Hispanic,Police Officer / Field Training Officer,65,38,90.1792,72.4290,37.1001,91.9358,38,4,0,4,2,0,2,26,4,90540
16606,M,Black,Police Officer,56,17,97.2412,96.6265,60.0964,92.7945,31,3,4,1,5,0,3,7,14,87006
26664,M,Black,Police Officer,52,28,80.9981,79.7738,71.2618,61.1521,24,0,2,0,19,0,3,8,30,93354
13732,M,Black,Police Officer,76,40,86.3540,0.0000,0.0000,0.0000,26,6,0,6,1,0,0,19,1,64926
19144,M,White,Police Officer / Field Training Officer,66,43,92.2662,92.1417,72.4973,88.3297,45,2,1,2,34,0,16,12,54,99978
3086,M,Black,Police Officer,47,22,92.7498,83.5375,52.7213,99.5121,22,13,0,13,1,0,1,4,2,77238
8393,M,White,Police Officer,47,23,95.8004,95.9691,0.0000,0.0000,20,1,0,1,10,0,1,17,10,63396
20495,M,White,Sergeant of Police,60,26,92.4955,91.4192,76.4822,61.1521,37,2,3,2,27,0,1,14,49,107988
23263,F,Hispanic,Police Officer,63,26,75.1251,41.5139,38.5840,61.1521,19,1,1,1,2,0,0,10,6,93354
23068,M,White,Police Officer,62,24,90.1800,91.4192,96.2965,88.3297,27,0,14,0,125,1,16,14,161,93354
31344,M,White,Police Officer as Detective,49,21,87.0200,88.5838,47.1812,0.0000,21,0,6,0,3,0,3,9,24,97440
11305,M,White,Police Officer,50,25,98.7047,98.0616,73.5776,88.3297,61,3,5,3,21,0,11,26,32,93354
9601,M,Hispanic,Police Officer as Detective,68,39,85.1603,71.4531,0.0000,85.8536,25,3,0,3,1,0,1,14,1,82746
7846,M,White,Sergeant of Police,55,32,85.8011,59.8964,29.4323,90.4176,32,1,1,1,1,0,0,24,9,111474
3995,M,Hispanic,Sergeant of Police,54,29,88.0211,53.0197,59.1228,61.1521,32,0,10,0,11,0,9,22,37,111474
12520,M,Black,Lieutenant of Police,52,28,74.8691,74.8804,68.1631,79.9133,19,2,1,2,15,0,5,5,33,121464
3976,M,Black,Police Officer,72,35,87.9591,84.0825,0.0000,97.4574,31,4,0,4,3,0,1,18,4,75816
5234,M,White,Police Officer,47,22,86.4010,88.5838,70.8219,0.0000,21,0,4,0,14,0,15,10,23,90024
20440,M,Black,Police Officer,43,20,90.6117,90.9259,63.9486,70.0568,24,1,3,0,8,0,2,5,25,90024
12193,M,Black,Police Officer,58,30,74.6131,35.6089,36.6821,0.0000,21,3,2,3,2,0,0,10,11,83706
13336,M,White,Lieutenant of Police,60,32,86.0418,41.5139,78.2094,0.0000,33,0,3,0,40,0,0,24,57,122718
15956,M,Black,Police Officer / Field Training Officer,58,30,97.2221,96.1830,78.3420,88.3297,59,7,1,6,37,0,7,40,52,99978
2046,F,White,Police Officer Assigned Evidence Technician,67,35,77.2377,56.2948,84.9559,0.0000,21,2,0,2,25,0,0,14,26,79632
29882,M,Black,Chief,59,34,93.9857,74.8804,75.5248,79.9133,49,1,12,1,34,0,0,41,90,185364
30550,M,Black,Police Officer,64,30,86.7907,81.8766,60.6107,79.9133,31,7,1,7,10,0,3,15,18,95106
16052,M,White,Police Officer,65,35,77.0012,74.0395,43.3997,0.0000,24,0,2,1,3,0,1,17,13,92316
9816,M,White,Deputy Chief,50,29,75.1366,57.7487,52.9870,88.3297,20,1,35,1,6,1,4,9,53,170112
6211,M,Black,Police Officer,55,21,85.3999,81.8766,71.5270,93.0935,20,2,1,1,14,0,2,8,31,90024
14442,M,White,Police Officer,42,16,99.8281,99.7209,99.7154,75.2791,56,1,6,1,177,0,11,15,212,87006
3429,M,Black,Sergeant of Police,57,34,81.4375,65.6966,74.7841,88.3297,28,7,4,7,33,1,2,14,54,111474
20159,M,White,Police Officer as Detective,56,34,75.3468,59.9661,48.8523,0.0000,23,0,4,0,5,0,2,18,20,100884
6276,M,Black,Police Officer,53,30,91.8268,47.6380,0.0000,61.1521,39,7,1,7,0,2,5,29,12,96060
3307,M,White,Police Officer,72,47,92.4239,93.0453,81.8450,76.1654,43,2,1,2,47,0,5,27,56,88260
15925,M,Black,Police Officer,41,16,95.3689,94.9173,77.9215,87.9958,24,0,4,0,18,0,14,8,40,87006
6819,M,White,Police Officer as Detective,57,33,85.9577,53.0197,87.3177,0.0000,33,0,1,0,80,0,0,27,100,103932
16405,M,White,Police Officer,50,26,75.9543,74.8804,78.2450,61.1521,19,2,2,2,31,0,6,9,45,93354
28608,M,White,Police Officer,74,39,77.0405,78.3134,88.1717,79.9956,21,1,1,0,55,1,7,12,68,78006
22868,M,Black,Police Officer,52,21,84.1886,83.7403,67.1508,79.9133,19,2,3,1,10,1,11,4,30,89130
32309,M,Hispanic,Police Officer,43,20,93.0801,92.6998,90.0896,84.3582,26,1,3,0,57,0,3,7,97,90024
11007,M,White,Sergeant of Police,43,20,85.9195,86.8547,94.5596,69.8675,20,0,4,0,89,0,6,10,116,104628
18180,M,Black,Police Officer,64,33,93.6991,61.9992,59.3007,61.1521,48,3,7,3,10,0,1,31,27,95106
21339,M,Hispanic,Police Officer,48,18,95.4912,96.1132,99.8447,0.0000,26,1,7,0,224,1,10,3,257,87006
9896,M,White,Police Officer,73,50,73.4436,57.4463,58.4717,0.0000,20,1,0,1,4,0,1,15,8,86532
13269,M,White,Police Officer,53,21,91.6855,92.1417,91.8783,61.1521,25,0,2,0,67,0,33,12,82,90024
16710,M,White,Police Officer as Detective,47,23,97.5316,97.8772,81.9905,79.9133,44,2,4,3,36,1,3,16,71,100980
25020,M,White,Lieutenant of Police,59,30,77.7043,41.5139,49.1089,79.9133,23,3,4,2,5,0,0,11,21,125190
30474,M,White,Police Officer,57,29,86.6111,85.1455,84.5619,0.0000,30,2,1,2,58,0,13,16,89,96060
8593,M,Black,Police Officer,64,25,83.1799,79.7738,87.4926,61.1521,22,1,3,1,56,0,2,10,76,92430
32094,M,White,Police Officer,57,32,76.8331,24.1180,50.9623,61.1521,24,1,2,1,7,1,0,15,27,96060
13838,M,Black,Police Officer Assigned Evidence Technician,70,35,76.0053,57.4762,75.2962,0.0000,23,4,2,4,21,0,0,10,28,90540
12375,F,White,Sergeant of Police,68,38,82.4599,62.1879,44.4961,98.0015,27,5,3,5,3,0,0,11,11,99960
32222,M,Hispanic,Sergeant of Police,55,33,96.2287,85.1455,66.0349,0.0000,58,1,2,1,16,0,2,44,41,111474
31823,M,White,Police Officer,51,29,98.8193,98.3456,82.5727,0.0000,71,2,6,2,48,1,4,37,84,96060
31897,M,White,Police Officer,61,32,81.7584,41.5139,41.2880,0.0000,28,1,5,1,5,1,0,18,26,95106
16443,M,White,Police Officer,73,43,80.5319,35.6352,66.0445,83.6577,23,2,2,2,3,0,2,17,6,78006
13162,M,White,Sergeant of Police,56,21,83.5352,85.1455,78.4035,0.0000,19,1,5,1,25,1,1,5,53,104628
3393,M,Black,Police Officer as Detective,69,28,76.3286,26.8892,43.8775,0.0000,19,1,1,1,2,0,0,15,9,90540
17508,M,White,Sergeant of Police,53,29,96.6948,92.8393,71.1097,79.9133,56,5,1,4,20,0,11,30,34,111474
16886,M,Black,Police Officer,54,27,81.0898,69.1001,0.0000,93.0935,23,4,6,4,0,0,0,12,13,93354
6399,M,White,Sergeant of Police,48,23,86.1297,90.4873,81.2304,0.0000,22,0,6,0,34,1,6,8,52,107988
23009,M,Black,Police Officer,75,33,88.8983,77.4329,0.0000,98.2580,30,14,0,10,1,0,0,11,1,62742
16551,M,Hispanic,Police Officer,39,14,99.8510,99.7259,99.4049,91.2697,48,2,4,2,127,1,31,14,159,87006
4873,M,White,Police Officer,68,26,79.9151,73.8173,53.5556,70.7376,20,0,9,0,5,0,1,11,18,89718
12319,M,White,Police Officer,63,38,88.0055,58.8162,54.1518,73.6811,34,3,2,3,3,0,0,19,10,86130
13776,M,Black,Police Officer,56,27,86.5612,83.3796,76.5207,91.1799,26,1,2,1,23,0,2,15,34,89718
28488,M,White,Police Officer,72,49,75.4334,67.6848,75.5591,0.0000,20,0,3,0,21,0,1,17,30,80736
