id,gender,race,rank,age,career_length,complaint_percentile,civilian_allegation_percentile,honorable_mention_percentile,internal_allegation_percentile,allegation_count,sustained_count,civilian_compliment_count,discipline_count,honorable_mention_count,major_award_count,trr_count,unsustained_count,number_of_awards,salary
5946,M,Black,Police Officer,62,30,78.1208,35.6089,29.3625,61.1521,23,3,1,3,1,1,0,15,10,96060
27262,M,White,Police Officer,52,22,88.7089,88.5838,79.4256,88.3297,23,1,11,1,28,0,2,10,57,90024
3043,M,Black,Police Officer,44,18,95.2772,94.9322,86.4724,86.6105,25,2,4,2,32,0,18,9,50,82788
28523,M,Black,Police Officer,57,19,88.2504,78.7971,68.5610,98.2759,20,4,2,4,10,0,10,3,24,90024
6353,F,Black,Police Officer,63,31,72.4963,69.1001,70.7507,61.1521,20,2,6,2,20,1,3,6,35,95106
588,F,Black,Police Officer,50,26,81.9762,65.6966,43.9338,93.0935,23,4,6,4,3,0,3,12,18,93354
14390,M,White,Police Officer,51,26,97.0807,91.4192,65.9540,93.0935,48,2,12,2,12,2,36,27,39,89718
4881,M,Black,Police Officer,69,42,94.4316,85.1838,0.0000,0.0000,47,7,0,6,2,0,0,35,3,89142
30765,M,Black,Police Officer,46,21,92.8623,94.1100,87.9872,0.0000,27,0,3,0,52,0,4,10,73,90024
24810,M,Black,Sergeant of Police,72,43,82.1555,89.4297,48.0289,75.6017,27,3,3,2,6,0,1,6,14,101958
27101,M,White,Police Officer,52,25,92.8585,87.5224,66.7044,95.6348,33,5,3,4,12,0,12,15,27,93354
1868,M,White,Police Officer,59,32,90.7646,49.9053,50.1700,69.9671,39,0,2,0,5,0,4,36,11,93240
29831,M,Black,Police Officer,74,27,99.6451,99.5919,79.4549,78.9146,74,2,0,2,21,1,12,43,28,73116
15055,M,White,Police Officer,44,20,94.1691,94.4788,93.1009,71.2129,28,0,3,0,70,1,3,7,90,90024
31386,M,White,Police Officer as Detective,55,28,92.4306,88.5838,30.1776,88.3297,37,6,3,6,1,0,1,18,10,100980
3447,M,Black,Police Officer,61,33,97.5928,83.7403,28.4471,61.1521,67,5,5,4,1,0,6,49,11,95106
29966,M,White,Police Officer,56,33,86.6379,69.1001,57.1466,0.0000,35,1,6,1,9,0,17,16,26,96060
22022,M,White,Police Officer as Detective,73,52,94.1850,93.9524,68.1411,97.9286,42,6,2,6,5,0,0,20,9,87354
23374,F,Black,Police Officer,55,31,77.4139,41.5139,29.1684,93.0935,23,7,0,7,1,0,0,7,9,96060
25549,M,White,Police Officer as Detective,63,35,76.4014,35.6089,27.7291,0.0000,24,1,2,1,1,0,0,19,15,102900
13111,M,Black,Police Officer,62,29,79.6372,73.7870,68.9287,90.9224,23,2,4,2,14,1,1,5,28,89718
5675,M,Black,Police Officer,62,25,77.9756,65.6966,63.4117,97.0251,19,6,2,8,10,0,3,5,18,93354
2802,M,Black,Police Officer,64,34,93.6146,84.7132,67.7716,83.9301,39,3,7,3,6,0,1,26,15,75816
14400,M,White,Police Officer,40,16,96.0873,96.1581,87.7737,74.9950,25,1,9,1,37,1,62,6,59,87006
6347,M,Black,Police Officer,61,32,74.0169,51.4457,31.8637,72.4290,21,4,1,4,1,0,1,14,5,86130
19760,M,Hispanic,Police Officer Assigned Evidence Technician,70,43,91.7799,67.5208,67.6757,0.0000,39,1,1,1,7,0,0,30,10,87888
11400,M,Black,Police Officer,50,16,94.4404,95.2013,90.2998,0.0000,25,1,3,1,46,0,27,8,68,87006
397,M,Black,Sergeant of Police,47,25,91.2099,82.6745,0.0000,93.6654,20,2,1,2,6,0,1,11,10,83214
1988,M,White,Sergeant of Police,63,35,79.8602,53.0649,77.0135,73.1297,26,0,5,0,22,0,1,17,42,102978
21813,M,White,Sergeant of Police,52,26,95.3957,91.4192,87.5635,88.3297,41,1,12,1,62,0,4,25,95,107988
22255,M,Hispanic,Police Officer,46,21,99.2511,99.2525,92.2664,61.1521,56,1,3,1,71,0,7,28,95,90024
13401,M,Black,Police Officer,62,34,84.7006,44.3592,28.8503,96.2228,31,15,0,10,1,0,0,10,1,62742
23920,M,White,Police Officer,41,19,89.8666,89.1270,89.7015,85.6488,20,2,4,2,51,0,13,6,68,90024
22618,M,Hispanic,Police Officer,48,24,94.5398,94.1100,72.0154,79.9133,36,1,10,1,17,0,27,17,42,93354
25302,M,Hispanic,Police Officer,43,18,92.1593,92.5055,81.6638,73.6047,21,2,1,0,25,0,13,10,45,86142
31598,M,Hispanic,Police Officer,43,15,96.9623,96.9155,95.3230,77.2673,25,1,3,0,63,1,34,3,85,87006
8749,F,White,Sergeant of Police,48,23,91.1429,86.3763,77.7889,93.0935,28,3,4,3,27,0,35,12,46,107988
11980,M,Black,Police Officer,61,34,98.6201,97.3924,0.0000,92.9129,60,2,3,1,9,1,0,50,14,62742
23913,F,Black,Police Officer,57,23,85.9998,86.3763,59.5465,88.3297,22,1,4,1,7,0,2,9,19,93354
23397,M,Hispanic,Sergeant of Police,53,23,92.8241,93.5220,82.0455,79.9133,30,0,6,0,37,0,6,18,50,104628
15813,M,Black,Police Officer as Detective,63,34,90.7654,63.0541,56.1419,86.5135,39,0,2,0,3,1,0,22,16,93192
26267,M,Black,Sergeant of Police,59,34,79.1219,86.8248,45.2913,69.8276,26,0,2,0,4,0,0,7,16,111474
27108,M,White,Sergeant of Police,57,25,82.5150,77.6460,59.8603,0.0000,22,0,2,0,8,1,5,9,25,96648
27687,M,White,Police Officer,59,23,94.6811,95.0419,63.6769,0.0000,34,0,1,0,9,1,1,16,24,93354
24907,M,Hispanic,Police Officer,59,34,77.7655,24.1180,65.3718,79.9133,25,5,4,5,14,0,1,15,27,95106
22608,M,White,Police Officer,51,22,88.5178,88.5838,92.7710,61.1521,24,0,16,0,77,0,4,13,114,90024
4488,M,Black,Police Officer,67,33,79.5256,37.3193,0.0000,0.0000,24,3,0,3,0,1,1,16,5,81252
30217,M,Black,Police Officer,54,30,71.0634,41.5139,54.4102,0.0000,19,1,8,1,7,0,1,14,20,96060
8169,M,White,Police Officer,43,13,96.9126,97.1696,99.9935,0.0000,19,0,1,0,273,0,23,3,301,84054
9081,M,Black,Police Officer,71,30,93.2935,93.7568,71.8095,93.6973,39,4,0,4,12,0,4,16,20,83706
4233,M,White,Police Officer,52,25,96.9967,91.4192,55.0862,99.7010,50,10,1,9,6,0,5,27,12,93354
237,F,White,Police Officer,58,25,87.0182,84.7609,0.0000,90.0336,19,2,0,1,1,0,1,9,1,69270
6659,M,White,Police Officer as Detective,47,23,91.1429,92.1417,59.2522,79.9133,28,1,3,0,7,0,4,18,32,100980
9225,M,White,Police Officer as Detective,53,30,77.1979,47.4973,58.2394,73.6649,21,1,0,1,3,0,1,15,5,79134
10552,F,Hispanic,Police Officer,51,19,88.8120,83.6057,75.4439,96.7710,23,2,0,2,17,0,4,6,26,90024
29148,M,Hispanic,Police Officer,49,22,98.6975,98.9016,0.0000,0.0000,26,2,0,2,1,0,0,12,1,58572
11697,M,Black,Police Officer,59,34,92.8536,92.1031,69.2593,90.9646,39,5,4,5,3,0,0,23,9,75816
20193,M,White,Deputy Chief,55,32,69.3516,61.9992,55.9142,79.9133,19,0,20,0,8,0,5,8,48,170112
24347,F,Hispanic,Police Officer as Detective,56,30,84.5784,74.8804,36.6821,0.0000,29,1,2,1,2,0,0,15,12,103932
17,M,Black,Police Officer,62,31,80.0619,92.1417,36.5398,61.1521,25,1,1,1,2,0,0,14,6,83706
11441,M,Hispanic,Police Officer,46,22,93.8405,92.1417,72.5750,93.0935,30,1,5,1,16,0,8,21,36,90024
15944,M,Black,Police Officer,52,26,98.5633,98.0616,67.3319,61.1521,60,3,6,3,13,0,0,32,31,93354
19131,M,Black,Police Officer,53,29,87.2187,74.8804,67.6101,61.1521,31,2,5,2,15,0,0,21,37,93354
24349,M,Hispanic,Police Officer as Detective,63,37,74.9264,47.6380,48.3197,0.0000,24,0,6,0,6,0,0,16,24,93192
25507,M,White,Police Officer,48,21,91.4027,90.4873,77.8116,88.3297,25,2,3,2,24,0,1,8,37,90024
16,M,Asian/Pacific,Police Officer,36,12,97.5202,97.3590,89.4847,83.9944,19,1,5,1,29,0,24,6,48,84054
24301,F,White,Lieutenant of Police,61,28,88.0364,79.7738,30.1776,99.1878,30,4,4,3,1,0,2,12,11,121464
183,F,Hispanic,Sergeant of Police,47,21,85.7820,81.8766,77.0612,93.0935,19,2,8,1,22,1,4,7,52,104628
9812,M,White,Police Officer as Detective,59,31,74.7392,29.7987,73.0375,61.1521,23,6,5,6,26,0,1,10,38,102900
24536,M,Hispanic,Police Officer,41,18,89.4540,87.2334,83.1549,91.9673,19,0,4,0,30,0,23,6,54,90024
2850,F,Black,Police Officer,55,26,88.9381,86.3763,59.3650,79.9133,29,6,1,6,7,0,0,9,12,92430
4993,M,Black,Police Officer,67,34,74.0641,74.2465,57.2338,0.0000,22,3,1,2,7,1,5,12,16,92316
2749,M,White,Sergeant of Police,52,27,81.0898,57.7487,64.0942,95.6348,22,0,5,0,11,0,1,15,29,107988
15904,M,White,Police Officer,41,18,95.8372,93.1917,99.1143,97.7938,21,0,2,0,97,2,18,3,121,74628
13977,M,White,Sergeant of Police,48,23,91.2499,86.3763,76.9641,61.1521,28,0,3,0,25,2,10,14,49,107988
18375,M,White,Police Officer,69,39,87.5098,79.9031,0.0000,0.0000,28,1,1,1,2,0,0,20,5,76476
3150,F,White,Police Officer as Detective,52,25,89.5151,74.8804,70.6116,0.0000,28,0,5,0,16,0,0,3,47,100980
16363,M,White,Police Officer as Detective,43,20,91.6587,92.6998,59.6177,0.0000,24,0,3,0,6,0,2,8,24,97440
22906,M,Black,Police Officer,56,29,75.2398,69.1001,63.0139,0.0000,22,4,5,4,11,0,0,7,20,96060
24457,M,Hispanic,Police Officer,52,29,87.1652,89.5804,70.1620,61.1521,30,0,2,0,18,0,5,8,31,96060
32403,M,Asian/Pacific,Police Officer,48,14,97.2641,96.8856,98.9747,91.2697,23,0,3,1,108,0,19,5,139,87006
18434,M,White,Lieutenant of Police,63,35,77.7655,41.5139,39.5349,93.0935,26,1,4,0,4,1,0,16,20,125190
1550,M,Black,Police Officer,65,33,68.4804,59.8764,57.1120,0.0000,19,2,5,2,8,0,2,9,19,93240
12220,M,Black,Police Officer,50,25,99.3390,98.0616,79.2153,88.3297,72,6,1,5,33,0,10,39,50,93354
12513,M,White,Police Officer / Explosives Detective Canine Handler,53,30,73.0083,55.0279,43.1496,0.0000,20,0,3,0,3,0,0,11,15,98016
3986,M,Hispanic,Police Officer,41,16,99.1212,99.0981,98.2793,0.0000,37,0,2,0,104,0,13,9,134,87006
29557,M,White,Sergeant of Police,48,23,94.6811,95.4256,70.9610,79.9133,34,0,8,0,15,0,2,8,32,107988
5763,M,Black,Sergeant of Police,61,28,95.1486,95.3703,82.9619,94.4464,44,5,1,4,42,0,3,17,54,106920
32334,M,White,Detective,65,33,94.8607,65.6966,78.7172,61.1521,52,2,2,1,43,0,0,38,71,103932
18746,M,White,Police Officer as Detective,51,29,86.3398,81.8766,64.2527,0.0000,29,1,2,1,12,0,3,17,22,103932
18610,M,White,Sergeant of Police,41,18,90.4551,91.4192,93.9515,0.0000,20,0,1,0,72,0,12,1,106,104628
12692,M,White,Lieutenant of Police,65,33,74.4819,51.0239,61.4884,0.0000,21,1,6,0,10,0,0,12,23,84630
3046,M,Black,Police Officer,60,33,70.0126,61.9992,60.4295,61.1521,20,1,5,1,11,1,1,7,26,95106
9079,M,Black,Lieutenant of Police,61,38,89.3996,29.4076,59.6917,78.3344,34,1,5,0,4,0,3,20,16,141888
3463,M,White,Sergeant of Police,48,24,92.6445,94.1100,87.3468,0.0000,31,0,8,0,55,3,9,16,112,107988
9771,F,White,Sergeant of Police,66,34,75.2424,53.1238,0.0000,97.9913,20,5,0,5,1,0,0,10,1,90348
8475,M,Black,Police Officer,51,14,98.6130,98.3905,87.6314,90.9906,32,1,2,1,31,0,6,4,43,87006
28459,M,Black,Sergeant of Police,59,34,87.4288,61.9992,79.1830,79.9133,36,4,3,4,45,0,0,20,67,111474
14174,M,White,Police Officer,48,22,97.1113,97.2095,92.1823,61.1521,40,1,4,1,74,0,5,18,108,90024
10352,M,Hispanic,Police Officer,54,22,95.6658,95.6833,46.0730,90.7305,34,4,11,4,2,0,7,16,20,86520
23359,M,Hispanic,Sergeant of Police,73,43,82.4328,66.4870,72.1197,0.0000,25,1,0,1,5,0,0,16,12,96072
10330,M,Hispanic,Sergeant of Police,56,31,92.7210,74.8804,56.6517,88.3297,42,4,11,3,8,0,2,26,27,111474
24017,M,White,Captain of Police,55,34,87.4288,47.6380,64.9222,0.0000,35,2,4,1,15,0,10,20,31,136170
16071,M,White,Sergeant of Police,55,27,98.2350,98.3902,85.8957,97.6776,56,5,5,4,46,0,16,34,69,105864
7566,F,White,Police Officer,52,18,90.9518,89.0423,75.2337,92.1068,20,1,1,1,16,0,17,7,26,90024
26414,M,Black,Police Officer,54,22,85.6521,77.6460,76.4790,97.8822,22,3,12,3,23,0,15,7,44,90024
4548,M,White,Police Officer,62,24,86.2902,85.1455,31.5878,88.3297,23,1,1,0,1,0,1,12,10,93354
19829,M,White,Police Officer,41,15,96.9623,97.1846,96.7591,0.0000,23,0,6,0,75,0,10,5,101,87780
27503,M,Black,Sergeant of Police,67,37,74.8800,62.5602,59.6917,77.2120,22,3,5,3,6,0,1,13,16,99960
21887,M,White,Police Officer,41,16,98.6244,98.5449,98.2210,75.6926,33,0,5,0,105,0,24,9,126,87006
22966,M,White,Police Officer,48,24,96.8247,97.8772,90.1834,0.0000,42,0,3,0,68,0,6,23,93,93354
26124,M,Black,Police Officer,57,28,88.2389,61.9992,30.8057,61.1521,30,7,1,7,2,0,0,14,10,92430
14937,M,White,Sergeant of Police,66,43,79.1456,73.1660,71.8377,81.3517,24,2,2,2,8,0,0,11,12,93276
30593,M,White,Police Officer,52,26,92.4420,89.5804,93.1753,61.1521,34,0,5,0,99,0,2,17,132,93354
16233,M,White,Sergeant of Police,48,21,87.0200,88.5838,87.6961,0.0000,21,0,5,0,51,0,20,9,69,104628
13303,M,White,Commander,68,47,93.9857,92.8393,44.4448,61.1521,50,0,13,0,6,0,4,29,40,154932
24230,M,Black,Sergeant of Police,62,34,88.1604,57.3759,51.0467,0.0000,35,1,6,0,3,0,2,23,14,102978
21340,M,Hispanic,Police Officer,55,34,80.2453,29.7987,60.0576,79.9133,27,2,5,2,11,0,4,20,21,96060
12239,M,Black,Police Officer,60,34,73.2796,57.7487,60.1223,61.1521,22,2,4,2,11,1,3,9,23,95106
28712,M,White,Police Officer,58,25,80.6045,74.8804,55.5196,61.1521,21,1,7,1,6,1,5,16,20,92430
10962,M,Hispanic,Police Officer,60,34,86.0710,82.8293,64.1426,70.4145,33,2,4,2,12,1,1,24,22,92316
26741,M,Black,Sergeant of Police,54,26,78.9385,47.6380,0.0000,79.9133,20,1,1,1,0,1,0,11,7,107988
11178,M,White,Sergeant of Police,47,24,85.1248,87.5224,75.7641,61.1521,22,1,6,0,23,0,6,4,52,107988
7421,M,Black,Police Officer,57,26,85.9998,61.9992,67.3319,61.1521,26,2,1,2,13,0,1,18,26,90024
31007,M,White,Police Officer,48,24,89.0795,88.5838,93.4049,79.9133,26,1,7,1,90,0,6,9,111,93354
10116,M,Black,Police Officer,59,29,85.4916,65.6966,29.6665,61.1521,29,5,1,4,1,0,0,17,4,89718
32168,M,Black,Police Officer,48,26,82.3889,65.6966,89.7273,79.9133,22,3,4,2,74,0,0,8,91,87006
24856,M,Black,Police Officer,57,27,90.8295,89.5804,63.8257,79.9133,35,2,3,2,12,0,2,18,23,93354
24922,M,Black,Police Officer,51,19,95.1053,92.5304,86.8551,91.4391,28,1,10,1,41,0,14,9,64,90024
24945,F,White,Police Officer,56,26,86.7067,83.7403,87.9387,61.1521,26,0,5,0,63,0,0,6,96,93354
18112,M,White,Sergeant of Police,55,21,98.5213,98.6795,89.1354,61.1521,47,0,4,0,55,1,4,21,83,104628
30269,M,White,Police Officer as Detective,48,23,83.3403,85.1455,40.6217,79.9133,20,0,4,0,2,0,0,15,21,100980
2153,M,Hispanic,Sergeant of Police,54,29,83.9555,69.1001,75.2725,61.1521,27,0,2,0,28,0,3,17,46,111474
3753,M,White,Police Officer,54,25,88.9728,58.2293,81.2354,97.0707,22,4,0,4,15,0,1,14,20,75726
20837,M,White,Police Officer,55,29,89.7071,78.5017,73.2590,75.5475,31,0,1,0,11,0,0,25,20,82878
18644,M,White,Police Officer,41,19,94.8302,95.5701,81.6670,0.0000,28,2,4,1,28,1,26,9,38,90024
32015,M,White,Police Officer,45,16,98.5060,98.6147,98.5154,0.0000,34,0,1,0,118,0,12,10,144,87006
23816,M,White,Police Officer,52,22,86.0265,88.5838,85.9236,61.1521,22,1,25,1,46,0,16,11,79,90024
19558,M,Hispanic,Sergeant of Police,64,33,79.0379,86.3763,76.9318,61.1521,27,2,4,2,38,0,4,8,48,111474
18847,M,Hispanic,Police Officer,62,33,83.3021,86.3763,44.1052,0.0000,30,4,5,4,4,0,1,19,13,86130
31873,M,White,Police Officer,53,16,96.7712,96.7211,94.5435,75.2791,26,0,4,0,66,0,7,7,101,87006
29511,M,White,Police Officer,57,30,95.8356,95.7540,92.0896,0.0000,50,4,4,1,94,1,10,23,122,92316
21197,M,Black,Police Officer,54,25,93.5998,87.5224,44.1957,88.3297,36,5,2,6,3,0,0,24,10,93354
30911,M,White,Sergeant of Police,63,34,93.7244,84.5156,68.4046,61.2612,48,2,7,1,15,0,6,31,26,110370
30054,M,White,Sergeant of Police,66,38,73.0968,81.7243,57.9690,73.2811,22,6,2,7,4,0,2,8,12,102978
18614,M,White,Lieutenant of Police,48,21,84.9987,79.7738,92.8162,95.6348,19,1,1,1,74,0,15,8,85,117894
24191,M,Black,Police Officer,69,38,73.3331,65.7903,41.1830,96.7476,20,3,0,3,4,0,1,12,9,85278
3331,F,White,Police Officer,65,40,77.7198,49.7615,0.0000,94.2433,26,0,2,0,2,0,5,21,7,85278
448,M,Hispanic,Sergeant of Police,41,17,96.7368,97.1048,93.8610,0.0000,28,0,3,0,66,1,12,7,97,101442
26767,M,White,Police Officer,52,19,92.1019,92.5354,93.5375,72.0351,24,1,5,1,72,0,11,7,86,90024
9634,M,Black,Police Officer,62,21,98.9148,98.5549,61.8398,93.0935,50,5,3,5,7,1,21,22,16,89130
15545,M,White,Police Officer,47,22,99.1343,99.2511,0.0000,0.0000,31,0,4,0,4,0,0,15,8,58572
3956,M,Hispanic,Police Officer,63,34,98.2787,98.3592,88.5539,98.5611,75,14,8,12,79,0,13,28,94,92316
8554,M,White,Police Officer,56,23,97.3465,85.1799,77.6682,86.1904,25,4,2,3,3,0,2,7,7,64662
27022,M,White,Police Officer,44,15,96.7254,97.0899,99.8512,0.0000,23,0,1,0,182,0,15,4,204,87006
14002,M,White,Police Officer,70,47,76.9733,68.7755,0.0000,88.1569,19,1,2,1,5,0,0,13,7,69264
21183,M,Black,Sergeant of Police,58,27,77.3260,69.1001,82.4142,61.1521,20,2,20,2,45,1,2,6,90,107988
3000,M,Black,Police Officer,54,22,98.9072,97.7427,69.5152,95.6348,54,2,2,2,13,0,8,31,28,90024
18318,M,Black,Sergeant of Police,58,27,78.9194,77.6460,63.8257,88.3297,21,2,1,2,11,1,6,9,20,107988
23850,M,White,Sergeant of Police,78,49,84.0109,89.5308,0.0000,91.9835,23,2,0,2,12,1,0,14,15,82422
18585,M,White,Police Officer,48,18,96.1064,96.1730,98.7803,73.9785,27,1,2,1,124,2,19,4,156,83616
9633,M,Black,Police Officer as Detective,61,29,82.6858,62.0219,57.7105,72.8545,24,3,1,3,5,0,0,15,10,90540
5215,M,White,Sergeant of Police,50,27,79.5881,41.5139,43.4324,61.1521,21,0,9,0,3,0,0,14,21,107988
2117,M,Black,Police Officer as Detective,54,30,98.8690,98.9685,83.7792,79.9133,77,3,6,3,56,0,4,49,73,103932
3056,M,Black,Police Officer,51,18,99.5338,99.3273,99.9127,95.3707,53,0,4,0,238,0,5,13,284,87006
12554,M,White,Sergeant of Police,61,31,80.5281,76.0564,66.8857,83.9745,26,1,3,1,15,2,7,11,47,111474
17161,M,White,Police Officer,48,22,96.6108,96.7760,72.2192,88.3297,38,0,12,0,16,0,12,19,33,86520
27435,M,White,Police Officer,56,25,90.5430,86.3763,92.3117,61.1521,29,0,1,0,85,0,35,12,102,93354
4350,F,Hispanic,Police Officer,54,20,95.1320,94.4788,77.2035,90.9906,29,1,1,1,21,0,16,12,29,90024
8691,M,White,Police Officer,46,21,97.3138,97.5782,91.7748,0.0000,39,1,5,1,68,0,12,14,102,90024
4636,M,White,Sergeant of Police,55,28,86.9206,83.7403,77.6984,0.0000,30,1,5,1,33,1,3,14,68,111474
12978,M,White,Police Officer,71,44,79.6932,79.5892,0.0000,0.0000,24,2,0,2,4,0,0,9,7,78006
26456,M,White,Police Officer,49,21,95.4148,96.1830,91.2249,0.0000,32,2,4,2,65,0,16,13,86,90024
19551,M,Hispanic,Police Officer,62,34,66.9728,40.0686,61.1549,72.2862,19,2,1,2,7,0,0,11,15,86130
32378,M,White,Police Officer,51,26,88.3497,89.5804,93.5246,61.1521,29,0,8,0,101,0,3,9,151,93354
27451,M,White,Police Officer,53,29,79.8365,87.5224,84.4552,0.0000,23,0,4,0,55,0,8,16,75,96060
11383,M,Hispanic,Sergeant of Police,54,26,87.2989,69.1001,70.6731,61.1521,27,2,2,2,17,0,4,13,38,107988
12626,M,Black,Police Officer,66,38,71.7108,67.2486,0.0000,0.0000,20,5,5,5,4,0,3,8,12,86130
10383,M,Black,Police Officer as Detective,54,22,89.9201,92.1417,92.5057,61.1521,25,0,3,0,77,0,11,10,99,97440
16927,M,Black,Police Officer as Detective,48,21,99.0142,98.7841,74.9361,93.0935,53,3,5,3,19,1,13,37,38,97440
11186,M,White,Police Officer,50,24,96.7827,97.2095,76.1587,61.1521,42,2,2,2,24,0,6,20,32,93354
8438,M,White,Police Officer,67,40,88.8999,77.3151,65.3403,79.1683,33,4,1,3,6,0,0,20,11,78006
6584,F,White,Sergeant of Police,73,34,73.6168,79.8689,58.0917,80.7075,19,1,1,1,10,0,0,8,11,90348
32355,M,White,Police Officer,44,17,91.6167,92.6699,96.9564,0.0000,19,0,6,0,90,0,28,4,109,87006
11620,M,Black,Police Officer,59,34,77.7655,41.5139,34.7770,0.0000,25,7,1,7,2,2,9,13,8,95106
32122,M,White,Police Officer,44,21,96.0070,95.7794,78.7269,79.9133,33,0,5,0,26,0,13,11,63,90024
11323,M,White,Police Officer,68,35,76.5187,76.4780,58.3217,0.0000,24,3,4,2,9,1,3,14,15,75816
13693,M,Black,Police Officer Assigned Evidence Technician,56,34,72.5839,33.3180,72.6088,72.0342,21,9,1,9,19,0,0,9,25,90540
7390,M,Black,Police Officer,58,24,88.7242,83.7403,77.8245,88.3297,26,1,3,1,29,0,1,15,53,93354
14691,M,White,Sergeant of Police,44,19,96.9470,96.6912,90.4680,85.1256,33,0,2,1,56,0,6,11,81,104628
18733,M,White,Police Officer,56,26,77.2764,72.3141,71.4332,0.0000,19,1,6,1,18,0,0,11,40,93354
1509,M,Black,Sergeant of Police,61,32,87.1022,77.2121,64.2132,0.0000,34,4,4,2,10,0,3,20,25,109278
15999,M,Black,Police Officer,70,42,85.3121,58.7362,0.0000,0.0000,25,2,3,2,9,1,0,19,14,67326
20220,M,White,Police Officer,51,25,97.1495,96.4820,80.6482,88.3297,47,4,11,3,36,0,25,26,55,93354
26006,M,Hispanic,Police Officer Assigned Evidence Technician,71,38,73.9581,79.8081,73.5302,78.6664,22,1,0,1,9,0,0,10,11,82008
29225,M,Hispanic,Lieutenant of Police,50,29,86.3819,69.1001,46.4566,88.3297,29,1,7,0,4,0,0,17,27,125190
7241,M,White,Sergeant of Police,65,26,84.1084,85.1455,76.1879,61.1521,26,2,2,1,27,0,1,12,42,107988
1728,M,White,Police Officer,60,34,69.2242,38.9256,57.5091,0.0000,20,1,1,1,7,1,0,16,16,92316
23174,M,White,Police Officer,44,21,95.9230,95.4256,88.9705,88.3297,34,1,3,0,53,0,4,9,76,90024
10398,M,Black,Police Officer as Detective,65,32,74.4259,41.5139,28.8741,0.0000,22,4,4,4,1,0,0,10,19,103932
15157,F,White,Sergeant of Police,56,29,77.8419,69.1001,61.0764,79.9133,23,2,5,2,10,0,7,11,21,111474
21897,M,White,Police Officer,64,31,96.2817,95.0623,0.0000,0.0000,40,0,0,0,12,1,0,27,15,60600
14058,M,White,Captain of Police,54,30,92.4764,90.4873,83.2131,61.1521,43,1,6,0,54,0,29,19,89,136170
22449,M,White,Police Officer,56,34,88.0631,47.6380,52.4857,0.0000,36,1,5,1,7,0,2,27,16,96060
12798,M,Black,Police Officer / Mounted Patrol Officer,55,30,81.6400,41.5139,49.3450,0.0000,26,1,4,1,5,0,1,14,16,99978
18410,M,White,Police Officer,71,26,90.3304,87.8162,71.0848,86.4541,28,2,7,2,11,0,4,13,25,80724
10336,M,Hispanic,Police Officer / Field Training Officer,45,21,89.2438,89.5804,88.7764,61.1521,22,0,2,0,52,0,20,11,70,94524
9590,M,Hispanic,Police Officer,51,16,98.1392,98.0566,96.9531,75.8770,32,0,2,0,83,0,16,4,106,87006
32185,M,Hispanic,Police Officer,38,13,98.6168,98.3058,99.6216,92.4756,25,1,3,1,127,1,23,2,158,87006
17679,F,Black,Police Officer,56,33,86.6379,86.3763,60.2452,88.3297,34,5,2,5,12,0,2,18,22,96060
10800,F,White,Sergeant of Police,52,26,77.6394,79.7738,84.1673,0.0000,20,0,2,0,48,0,28,9,68,107988
7323,M,White,Police Officer,54,22,84.7006,85.1455,68.6160,0.0000,21,1,5,2,12,0,5,12,25,90960
1148,M,White,Sergeant of Police,43,18,93.6724,93.9306,98.7224,73.6047,23,0,2,0,134,0,21,4,156,101442
30512,M,Black,Police Officer,61,30,86.0456,79.7738,66.8564,61.1521,30,3,5,3,15,0,4,18,36,96060
29612,M,Hispanic,Police Officer,52,26,99.2877,99.6141,89.4443,92.5552,52,2,1,1,18,0,4,20,21,70656
26421,M,Black,Police Officer,70,34,84.1962,85.1455,58.3045,61.1521,31,3,4,3,10,1,0,19,22,86130
2470,M,White,Police Officer as Detective,41,18,98.1736,98.1662,95.3294,73.7393,35,0,2,0,78,0,56,9,117,94122
24195,M,Black,Police Officer,58,26,81.9762,77.6460,64.6861,0.0000,22,0,6,0,11,0,4,15,21,93354
1054,M,Hispanic,Police Officer,70,35,90.1557,53.1459,66.2795,0.0000,38,1,1,1,9,0,2,29,29,86130
12103,M,White,Police Officer,53,28,74.6322,35.6089,77.4590,0.0000,19,1,1,1,32,0,8,12,55,93354
31882,M,Black,Police Officer,50,21,99.8051,99.6811,77.5819,88.3297,74,1,4,1,24,1,7,20,47,89130
27485,M,Black,Police Officer,47,20,91.1887,90.4375,88.0195,84.6223,23,1,8,1,47,1,7,11,79,90024
18719,M,White,Police Officer,62,23,87.2684,89.5804,77.6046,61.1521,23,2,1,2,26,0,3,11,33,90024
8252,M,White,Police Officer as Detective,70,34,90.5735,41.5139,28.0137,0.0000,40,0,0,0,1,0,0,28,7,89646
30464,M,Black,Police Officer,56,27,85.7679,80.2438,0.0000,89.9289,21,5,0,4,1,0,0,8,1,70656
15354,M,White,Police Officer,50,25,96.3968,89.5804,84.4455,93.0935,43,4,2,4,48,1,4,23,72,93354
15537,M,White,Police Officer,44,19,90.3978,91.3644,88.8831,0.0000,21,0,6,0,49,0,16,8,71,90024
5624,F,Native American/Alaskan Native,Police Officer,54,26,71.2888,47.6380,38.6972,98.9884,19,7,1,7,2,0,0,6,6,93354
31834,M,Hispanic,Sergeant of Police,57,34,96.0491,89.5804,68.2893,61.1521,57,1,2,1,19,2,9,36,49,111474
