2.451603114604949951e-02,2.255336567759513855e-02,8.435286581516265869e-02,1.895823925733566284e-01
4.603275097906589508e-03,4.796778410673141479e-02,2.104520983994007111e-02,3.838639333844184875e-02
1.942886263132095337e-01,7.417731732130050659e-02,1.450962275266647339e-01,1.631742902100086212e-02
3.767337150426294830e-22,5.551552216938147278e-24,1.486765516981316773e-23,2.285444395702092038e-22
5.370850558392703533e-04,7.261194405145943165e-04,3.314178029540926218e-04,7.770257652737200260e-04
5.346637964248657227e-02,2.866688929498195648e-02,3.776287660002708435e-02,7.121379673480987549e-02
2.515634289011359215e-03,7.258991827256977558e-04,4.503731429576873779e-02,2.631238894537091255e-04
6.875516474246978760e-02,8.437898755073547363e-02,2.385241910815238953e-02,3.268855065107345581e-02
3.462503850460052490e-02,3.816395998001098633e-02,6.151152309030294418e-03,4.707724228501319885e-02
5.869618430733680725e-02,3.873932734131813049e-02,4.446297138929367065e-02,1.211857199668884277e-01
5.410507693886756897e-02,2.350832521915435791e-02,2.270322479307651520e-02,4.648397862911224365e-02
3.759049577638506889e-03,8.531198836863040924e-03,3.933057934045791626e-02,1.419262960553169250e-02
5.780918872915208340e-04,9.442420559935271740e-04,2.910843351855874062e-03,1.764847402228042483e-04
1.055269315838813782e-01,1.150236874818801880e-01,6.116777658462524414e-02,1.001373082399368286e-01
1.999233245442155749e-05,4.816470900550484657e-04,8.217718914238503203e-07,3.419684435357339680e-05
1.076191430911421776e-03,2.042939141392707825e-02,4.499785974621772766e-02,3.084724955260753632e-02
2.034641336649656296e-03,3.956235887017101049e-04,9.415011852979660034e-03,4.278107080608606339e-03
2.552123973146080971e-03,2.796138287521898746e-04,2.467643935233354568e-04,1.336974906735122204e-03
6.576072773896157742e-04,2.028996590524911880e-03,4.502607225731480867e-06,3.529220994096249342e-04
6.687014829367399216e-03,2.607210539281368256e-03,5.023786798119544983e-05,3.942688461393117905e-03
1.380659639835357666e-03,3.556365263648331165e-04,1.614130451343953609e-03,3.675417043268680573e-03
1.187543664127588272e-02,2.146058017387986183e-03,6.960692815482616425e-03,4.815280437469482422e-03
2.856792882084846497e-03,4.414211492985486984e-03,9.534594602882862091e-03,3.272044006735086441e-03
1.064210897311568260e-03,5.748550756834447384e-04,7.177532825153321028e-05,2.745905658230185509e-04
1.145041733980178833e-02,3.397236764430999756e-02,1.933817751705646515e-03,1.981069333851337433e-02
1.194404289126396179e-01,3.155444562435150146e-02,3.126135561615228653e-03,9.550150483846664429e-02
4.344627261161804199e-03,1.701066456735134125e-02,2.745997044257819653e-04,1.618790120119228959e-04
7.519263029098510742e-02,9.740570187568664551e-02,7.278610765933990479e-02,2.180895954370498657e-01
1.347990939393639565e-03,1.833585649728775024e-02,3.574154397938400507e-04,1.241033547557890415e-03
9.269541478715837002e-04,1.942855888046324253e-03,3.361396724358201027e-03,3.058236790820956230e-03
4.262258007656782866e-04,8.648736547911539674e-05,9.698069770820438862e-04,1.314378925599157810e-03
3.669076785445213318e-02,2.384203486144542694e-02,5.758871883153915405e-02,4.732140526175498962e-02
2.131537068635225296e-03,1.180582563392817974e-03,2.226803451776504517e-03,5.388542776927351952e-04
1.414779806509613991e-03,6.056510377675294876e-03,2.093636058270931244e-02,6.755566224455833435e-03
3.708529984578490257e-03,6.677686702460050583e-03,3.491633757948875427e-02,2.619160413742065430e-01
1.047010015820638219e-24,8.653784408751868980e-24,4.818495332152469848e-24,9.725062724523977470e-23
2.177956409678602536e-24,5.680044011104989778e-23,1.566249554208814165e-25,8.426136506444999835e-24
1.911816394488881470e-22,1.545136806346602409e-23,1.326247311126040070e-23,2.040916282084513586e-24
2.521504939471900567e-24,3.399665885240062435e-24,1.825299305331779145e-22,1.880191986317747894e-24
1.096961496921660538e-23,2.838642761145806472e-23,1.044521731588822212e-23,1.881248468285065134e-24
4.947369566086163494e-24,4.885639228100356268e-24,1.826146928485830070e-24,3.597198578755860267e-25
