3.445909172296524048e-02,3.201263025403022766e-02,4.821792989969253540e-02,1.007158905267715454e-01
5.805486440658569336e-02,8.848067373037338257e-02,1.554781645536422729e-01,2.059244960546493530e-01
5.721415579319000244e-02,7.005231827497482300e-02,1.326664090156555176e-01,7.403293997049331665e-02
9.583768993616104126e-02,2.709260284900665283e-01,1.214188802987337112e-02,2.974378876388072968e-02
1.590518120400839949e-24,1.320915274049906416e-22,1.579694751565981361e-23,2.564245699418091814e-23
7.726988289505243301e-03,3.587883475120179355e-05,3.978132456541061401e-02,9.647784172557294369e-04
2.295621857047080994e-02,7.791662216186523438e-02,6.672868132591247559e-02,1.907625943422317505e-01
8.187281899154186249e-03,5.377055704593658447e-02,8.269145339727401733e-02,1.555559923872351646e-03
6.382218003273010254e-02,3.842623233795166016e-01,2.315712124109268188e-01,9.580361843109130859e-02
2.092026732861995697e-02,4.349206015467643738e-02,9.516239166259765625e-02,1.089549660682678223e-01
2.471473366022109985e-01,2.126318514347076416e-01,1.977181583642959595e-01,1.013213843107223511e-01
8.948760032653808594e-01,1.072071194648742676e+00,3.394894599914550781e-01,1.521800160408020020e-01
4.280285537242889404e-02,1.956865377724170685e-02,1.277507748454809189e-03,1.644396036863327026e-02
8.915621438063681126e-04,7.716955151408910751e-03,3.799604624509811401e-02,7.348486687988042831e-03
3.105468489229679108e-02,3.169928789138793945e-01,7.920631021261215210e-02,2.370002567768096924e-01
1.924461685121059418e-03,1.751775969751179218e-03,1.021231245249509811e-02,1.664863433688879013e-03
6.851859390735626221e-02,1.461696624755859375e-01,1.681531965732574463e-02,4.647819325327873230e-03
3.772656200453639030e-03,1.327909063547849655e-02,3.989328444004058838e-02,3.409373760223388672e-02
1.537327375262975693e-02,1.753026619553565979e-02,2.782723458949476480e-04,1.164978370070457458e-02
6.071944721043109894e-03,1.138157793320715427e-03,8.449692279100418091e-03,3.789960872381925583e-03
9.553438052535057068e-03,4.256640095263719559e-03,2.659729216247797012e-04,1.486655906774103642e-03
2.745032310485839844e-03,6.873979000374674797e-04,4.938787315040826797e-03,3.270749468356370926e-03
4.240384697914123535e-02,7.814832776784896851e-02,5.428912863135337830e-02,1.153767574578523636e-02
6.340767443180084229e-02,5.890095606446266174e-03,6.026316434144973755e-03,4.701177123934030533e-03
1.138311927206814289e-03,3.448154777288436890e-03,1.652533537708222866e-03,9.322457015514373779e-03
3.580405190587043762e-02,4.771801456809043884e-02,6.239143759012222290e-02,3.503802418708801270e-02
1.824054121971130371e-01,2.620169520378112793e-01,8.977112174034118652e-02,2.201676666736602783e-01
2.534212172031402588e-02,2.149848826229572296e-02,1.152682602405548096e-01,2.419242262840270996e-01
1.540315449237823486e-01,9.985626488924026489e-02,1.006302535533905029e-01,2.346105687320232391e-02
8.462524856440722942e-04,8.646553009748458862e-02,3.357985755428671837e-03,1.381721347570419312e-03
2.145034493878483772e-03,9.254863485693931580e-03,3.054497763514518738e-02,8.755650371313095093e-03
1.282333047129213810e-03,2.400187775492668152e-03,4.440499469637870789e-03,1.001927768811583519e-03
3.289732336997985840e-02,1.305905729532241821e-01,1.501384824514389038e-01,1.654793694615364075e-02
7.937352173030376434e-03,1.074969395995140076e-02,3.892364213243126869e-03,3.246454987674951553e-03
1.938359253108501434e-02,3.188255056738853455e-02,6.430901587009429932e-02,2.337042614817619324e-02
8.944102376699447632e-02,4.443870484828948975e-02,1.210503652691841125e-01,6.524724513292312622e-02
1.498408346635909895e-22,2.739763464297421880e-23,3.300241879936622734e-23,8.379061626356388566e-25
2.207921646150830019e-23,5.747688675955510496e-24,1.211234956796108147e-22,5.169360389069511719e-23
2.852147744298828106e-23,3.168146490268640131e-23,6.741476553919034820e-23,1.772146362408966711e-23
7.892304865551078494e-25,1.802414955342296934e-23,4.317171465871348572e-24,8.152213234576960917e-24
3.353888208023996598e-23,1.677734069322486620e-23,2.154060747897236040e-23,1.019373319246919488e-22
8.794573400582794483e-25,1.187658113149586723e-22,1.820144288642777086e-23,1.171622921751941112e-23
4.113630950450897217e-02,6.014766171574592590e-02,1.055891718715429306e-02,8.877377212047576904e-02
