cohort_id,member_count,years_on_force,percent_black,percent_white,percent_male,percent_female,internal_complaints_per_person,within_community_complaints
1930,2,19,0,50,50,50,1,2
1931,2,5,0,100,100,0,1,2
1932,2,6,0,50,100,0,1,2
1933,2,28.5,0,100,50,50,1.5,3
1935,2,25,100,0,50,50,1,2
1937,2,20.5,50,0,50,50,1,2
1938,2,9,0,100,100,0,1,2
1939,2,6,50,50,100,0,2,4
1941,2,22.5,0,100,100,0,1,2
1942,2,15.5,0,100,100,0,2.5,5
1943,2,28.5,0,100,100,0,1.5,3
1944,2,6,0,0,100,0,1,2
1946,2,6,100,0,50,50,4,8
1948,2,32,0,100,100,0,1,2
1949,2,23,100,0,50,50,1,2
1950,2,30,0,100,100,0,1.5,3
1951,2,4,0,50,100,0,1,2
1952,2,6,0,100,100,0,1,2
1953,2,5,0,50,0,100,1,2
1954,2,8.5,0,50,50,50,1,2
1955,2,26.5,0,100,100,0,2,4
1956,2,26.5,0,50,100,0,1,2
1957,2,16,0,100,100,0,1,2
1960,2,5,0,0,100,0,1,2
1961,2,18,100,0,100,0,1,2
1962,2,30,0,100,100,0,1,2
1963,2,6,0,0,100,0,1,2
1964,2,24.5,100,0,50,50,1,2
1966,2,29,0,100,100,0,1,2
1967,2,6,0,0,50,50,1,2
1968,2,10.5,0,0,100,0,2.5,5
1970,2,19.5,0,100,100,0,2,4
1971,2,17,0,0,100,0,1,2
1973,2,26,100,0,100,0,3.5,7
1974,2,16.5,50,50,0,100,1,2
2051,2,6,0,100,100,0,1,2
1975,2,17,50,0,100,0,1,2
1976,2,2.5,0,0,0,100,1,2
1979,2,31,100,0,50,50,2.5,5
1980,2,4.5,0,0,100,0,1.5,3
1981,1,31,0,100,100,0,0,0
1982,2,6,0,50,100,0,1,2
1983,2,25.5,50,50,100,0,1,2
1984,2,29,0,100,100,0,4.5,9
1985,2,6,0,50,100,0,1,2
1986,2,5.5,0,50,100,0,1,2
1987,2,29,0,100,100,0,1,2
1988,2,19.5,0,50,100,0,1,2
1989,2,5.5,0,100,100,0,4.5,9
1990,2,6,0,100,100,0,1.5,3
1991,2,6,0,100,100,0,2,4
1992,2,24,0,100,100,0,1,2
1993,2,12.5,0,100,100,0,3,6
1994,2,16.5,50,50,100,0,1,2
1995,2,19,100,0,100,0,1,2
1996,2,6,0,100,100,0,1,2
1997,2,24,0,0,100,0,1.5,3
1998,2,27.5,0,100,100,0,1.5,3
2000,2,5.5,0,50,100,0,1,2
2001,2,5.5,0,100,100,0,1,2
2002,2,29,0,100,100,0,4,8
2003,2,28.5,0,100,100,0,1,2
2004,2,31,50,50,100,0,1,2
2005,2,24.5,0,50,100,0,2,4
2006,2,22,0,100,0,100,1,2
2007,2,27.5,100,0,50,50,1,2
2008,2,30,0,50,100,0,1,2
2009,2,5,0,50,100,0,1.5,3
2010,2,29.5,0,100,100,0,1.5,3
2011,2,24,0,100,100,0,2.5,5
2012,2,5,50,0,100,0,1,2
2013,2,15.5,0,100,0,100,1,2
2014,2,24,100,0,100,0,5,10
2015,2,24,50,50,50,50,1,2
2016,2,28.5,0,100,100,0,1,2
2017,2,20,0,100,100,0,1,2
2019,2,25.5,0,100,100,0,1.5,3
2020,2,8,0,50,100,0,1,2
2021,2,13,0,50,50,50,1,2
2022,2,11.5,100,0,100,0,1,2
2023,2,16,0,50,0,50,1,2
2024,2,26.5,0,100,100,0,1,2
2025,2,21,50,0,100,0,1,2
2026,2,14.5,0,0,100,0,1,2
2029,2,24,100,0,100,0,1.5,3
2030,2,11.5,0,50,100,0,2,4
2031,2,22.5,0,100,100,0,1,2
2033,2,23,100,0,100,0,1,2
2035,2,6,0,0,100,0,1,2
2036,2,16,0,50,100,0,2,4
2037,1,35,100,0,100,0,0,0
2038,2,16.5,100,0,100,0,2,4
2039,2,26,0,100,100,0,1,2
2040,2,5,100,0,50,50,1,2
2041,2,20.5,0,50,100,0,1,2
2042,2,28.5,0,100,100,0,1,2
2044,2,27.5,0,100,100,0,1,2
2046,2,30,0,100,100,0,1.5,3
2047,2,30,0,100,50,50,1,2
2048,1,7,0,100,100,0,0,0
2049,2,29,0,100,100,0,2,4
2050,2,27,0,100,100,0,4,8
2053,2,25,0,100,0,100,1,2
2054,2,16.5,0,50,100,0,1,2
2056,2,14,0,100,100,0,2,4
2057,2,34.5,50,50,100,0,1,2
2058,2,14,0,100,100,0,2.5,5
2059,2,29.5,0,100,100,0,1,2
2061,2,4,0,50,100,0,1,2
2062,2,5,0,0,100,0,1,2
2063,2,5,0,100,100,0,1,2
2064,2,5,0,100,100,0,1,2
2065,2,15,0,0,100,0,1,2
2066,2,28,0,0,100,0,1,2
2067,2,16,0,100,50,50,1,2
2068,2,26,0,100,50,50,1,2
2069,2,31,0,100,0,100,1.5,3
2070,2,32.5,0,100,100,0,1,2
2071,2,14.5,0,100,50,50,1.5,3
2072,2,14,0,100,100,0,1,2
2073,2,5.5,0,100,100,0,1.5,3
2074,2,3,0,100,100,0,1,2
2075,2,5,0,100,100,0,1,2
2077,2,27.5,0,100,100,0,1,2
2078,2,12.5,100,0,100,0,1,2
2079,2,7.5,0,50,100,0,1,2
2080,2,20.5,0,100,100,0,1,2
2081,2,29,0,100,100,0,1.5,3
2082,2,32.5,0,100,100,0,1,2
2083,2,25.5,50,50,100,0,1,2
2084,2,29,0,50,50,50,2,4
2085,2,31,0,50,100,0,3,6
2086,2,20.5,0,100,50,50,1,2
2087,2,4.5,50,50,50,50,1,2
2088,2,27.5,0,100,100,0,3,6
2092,2,9,0,50,50,50,1,2
2093,1,0,0,0,0,0,0,0
2094,2,3.5,0,0,100,0,1,2
2095,2,31,0,50,50,50,1,2
2097,2,31.5,0,100,100,0,2,4
2098,2,29.5,0,100,100,0,1,2
2099,2,30.5,0,50,100,0,1,2
2100,2,20.5,0,0,100,0,1,2
2101,2,36,50,50,100,0,1,2
2102,2,11.5,0,100,100,0,2,4
2103,2,28,0,100,100,0,1,2
2104,2,29,0,100,100,0,1,2
2106,2,5,0,50,100,0,1,2
2108,2,30.5,0,100,50,50,1,2
2109,2,19,50,0,0,50,2.5,5
2111,2,28,0,100,100,0,1,2
2112,2,32,0,100,100,0,1,2
2114,2,32,0,100,100,0,1,2
2115,2,6,0,100,100,0,1,2
2116,2,26.5,0,100,100,0,1,2
2117,2,17.5,50,0,0,100,1,2
2118,2,3.5,0,0,100,0,1,2
2119,2,11.5,0,50,100,0,1,2
2120,2,20.5,100,0,0,100,2,4
2121,2,2.5,50,50,100,0,2,4
2122,2,23.5,0,100,50,50,1,2
2123,2,31,0,100,100,0,1,2
2124,2,29.5,0,0,100,0,8,16
2125,2,17.5,100,0,0,100,1,2
2126,2,12.5,0,100,0,100,1,2
2127,2,27,50,50,100,0,1,2
2128,2,28.5,0,100,50,50,3.5,7
2129,2,3.5,0,50,100,0,1,2
2130,2,25,100,0,50,50,1,2
2131,2,4,0,0,50,50,1,2
2133,2,31,0,100,100,0,1,2
2134,2,20,0,100,100,0,1,2
2135,2,25,0,100,100,0,1,2
2136,2,29.5,0,100,100,0,1,2
2137,2,24,100,0,100,0,1,2
2138,2,17.5,0,100,50,50,3,6
2140,2,24.5,100,0,100,0,1.5,3
2141,2,21,0,100,100,0,1,2
2142,2,21.5,100,0,100,0,2,4
2143,2,26.5,0,50,0,100,1,2
2144,2,28.5,100,0,100,0,1,2
2145,2,31.5,0,100,100,0,1,2
2147,2,28.5,0,50,100,0,1,2
2148,2,33,0,100,100,0,1,2
2150,2,27.5,100,0,100,0,2,4
2151,2,23.5,50,50,100,0,1,2
2152,2,18.5,100,0,50,50,1.5,3
2153,2,33.5,0,100,100,0,2,4
2155,2,29.5,0,100,100,0,1,2
2156,2,13.5,100,0,100,0,1.5,3
2158,2,29.5,0,50,100,0,1,2
2159,2,29.5,0,100,100,0,1,2
2160,2,32,0,100,100,0,1,2
2162,2,27,0,100,100,0,1,2
2163,2,26.5,100,0,100,0,1,2
2164,2,30.5,0,50,50,50,1.5,3
2167,2,27.5,0,100,100,0,1,2
2168,2,30,0,100,100,0,1,2
2169,2,33.5,0,100,100,0,1,2
2170,2,22,100,0,0,100,1,2
2171,2,21.5,0,50,100,0,1,2
2172,2,33.5,0,100,100,0,1.5,3
2173,2,30.5,100,0,100,0,1,2
2175,2,29.5,100,0,100,0,9,18
2176,2,24.5,100,0,100,0,1,2
2177,2,35,0,100,100,0,1,2
2178,2,27.5,100,0,50,50,3,6
2179,2,22,50,50,100,0,1,2
2180,2,35,0,100,100,0,1,2
2181,2,29.5,0,100,100,0,1,2
2182,2,27.5,0,100,100,0,1,2
2184,2,16.5,0,50,100,0,1.5,3
2185,2,31,0,100,100,0,1.5,3
2186,2,20.5,0,100,100,0,1,2
2187,2,33,0,100,100,0,2,4
2189,2,32.5,0,100,100,0,4,8
2190,2,37.5,0,100,100,0,4,8
2192,2,15,100,0,50,50,2,4
2193,2,31.5,0,100,100,0,1,2
2194,2,19.5,0,100,100,0,1,2
2195,2,35,0,100,100,0,1,2
2196,2,24,50,0,50,50,1,2
2198,2,15.5,0,0,50,50,1,2
2199,2,34.5,0,100,100,0,1,2
2200,2,14,0,50,100,0,1.5,3
2201,2,34.5,0,100,100,0,1,2
2202,2,25,100,0,100,0,1.5,3
2203,2,17.5,0,50,50,50,5.5,11
2204,2,24,0,100,50,50,1,2
2205,2,11.5,100,0,50,50,1,2
2206,2,18,100,0,0,100,1,2
2207,2,14,0,50,100,0,1,2
2208,2,23.5,100,0,100,0,1.5,3
2210,2,25.5,0,100,50,50,1,2
2211,2,41,0,100,100,0,1.5,3
2212,2,27,0,50,100,0,1,2
2213,2,29.5,0,50,50,50,2,4
2214,2,27,0,100,100,0,1,2
2215,2,36.5,0,100,100,0,1,2
2216,2,27.5,0,100,100,0,2.5,5
2217,2,8,50,50,100,0,1,2
2218,2,30.5,0,50,100,0,1,2
2219,2,32,0,100,100,0,1,2
2220,2,30.5,0,100,100,0,1,2
2221,2,30,100,0,100,0,1,2
2222,2,21.5,0,100,50,50,1,2
2224,2,26.5,0,50,100,0,1,2
2225,2,33,0,50,100,0,1,2
2226,2,29,0,100,100,0,1.5,3
2227,2,30.5,0,100,100,0,2,4
2228,2,28,0,100,100,0,1,2
2229,2,25.5,100,0,100,0,1.5,3
2230,2,26.5,0,100,100,0,1.5,3
2231,2,26,0,100,50,50,1,2
2232,2,18,0,100,0,100,1.5,3
2233,2,30.5,0,100,100,0,1,2
2234,2,19.5,0,100,0,100,1,2
2235,2,29.5,0,100,100,0,1,2
2236,2,36,0,100,100,0,2,4
2237,2,26,0,100,100,0,1,2
2238,2,15,50,0,50,50,1,2
2239,2,28.5,0,100,100,0,1,2
2240,2,31,0,100,100,0,1,2
2241,2,21.5,0,100,100,0,1,2
2242,2,32.5,0,100,100,0,1,2
2243,2,31.5,0,100,100,0,1,2
2244,2,25.5,0,100,50,50,2.5,5
2245,2,16,0,50,100,0,1.5,3
2246,2,32,100,0,100,0,1,2
2247,2,30,0,100,100,0,1.5,3
2248,2,19.5,100,0,100,0,2.5,5
2249,2,19.5,0,50,100,0,1,2
2250,2,32,0,100,100,0,1,2
2251,2,27.5,0,100,100,0,1,2
2252,2,27.5,0,100,100,0,1,2
2253,2,20.5,0,100,50,50,1.5,3
2254,2,20.5,0,100,100,0,1,2
2255,2,30,0,100,100,0,1.5,3
2256,2,30.5,50,50,100,0,1,2
2257,2,37,0,100,100,0,1,2
2258,2,31.5,0,100,100,0,1,2
2259,2,29,0,100,100,0,1,2
2260,2,25.5,0,100,100,0,1,2
2261,2,26.5,0,100,100,0,4,8
2262,2,13,0,50,100,0,1.5,3
2263,2,34.5,50,50,100,0,1,2
2264,2,27,100,0,100,0,1.5,3
2265,2,33,0,100,100,0,1,2
2266,2,25.5,0,100,100,0,1.5,3
2267,2,24,0,100,100,0,1,2
2268,2,19.5,0,50,100,0,2.5,5
2269,2,24,50,50,0,100,1,2
2271,2,30,0,100,100,0,1,2
2272,2,31,0,100,100,0,1,2
2274,2,24,100,0,100,0,1,2
2275,2,28,0,100,100,0,2.5,5
2276,2,31,100,0,50,50,1,2
2277,2,29.5,100,0,100,0,1,2
2278,2,27.5,100,0,100,0,1,2
2279,2,15.5,0,50,50,50,1,2
2280,2,36,0,100,100,0,1,2
2281,2,27,0,100,50,50,1,2
2282,2,24.5,100,0,0,100,1,2
2283,2,30.5,0,100,100,0,1,2
2284,2,32.5,0,100,100,0,1.5,3
2285,2,24,0,50,100,0,1.5,3
2286,2,33,0,100,100,0,1.5,3
2289,2,30,100,0,100,0,1,2
2290,2,29,0,100,100,0,3,6
2291,2,23.5,0,100,100,0,1,2
2292,2,32.5,0,100,100,0,1.5,3
2293,2,25.5,100,0,0,100,1,2
2294,2,36,0,100,100,0,1,2
2295,2,28.5,50,50,100,0,1,2
2296,2,23,100,0,100,0,1,2
2297,2,26,0,100,50,50,1.5,3
2298,2,29,0,100,100,0,1,2
2300,2,39,0,100,100,0,1.5,3
2301,2,30,50,0,100,0,1,2
2302,2,32,50,50,100,0,1.5,3
2303,2,29,0,100,100,0,1,2
2304,2,34.5,0,100,100,0,1,2
2305,2,32.5,0,0,100,0,1,2
2306,2,28,0,100,100,0,1,2
2307,2,29.5,100,0,100,0,1,2
2308,2,21.5,0,100,0,100,1,2
2309,2,26,100,0,0,100,1.5,3
2310,2,28.5,0,100,50,50,1,2
2311,2,28.5,0,100,100,0,1,2
2312,2,33,0,100,100,0,1,2
2313,2,31.5,0,100,100,0,1,2
2314,2,14,0,100,0,100,1,2
2315,2,10,50,0,100,0,1,2
2316,2,32,0,100,100,0,1,2
2317,2,32.5,0,100,100,0,1,2
2318,2,15,0,100,100,0,1,2
2319,2,18,0,50,0,100,1,2
2320,2,13.5,0,100,0,100,1,2
2321,1,12,100,0,100,0,0,0
2322,2,15.5,0,100,100,0,2.5,5
2323,2,24.5,0,50,0,100,1.5,3
2324,2,12,0,50,100,0,1,2
2325,2,11,50,50,50,50,1,2
2326,2,23,100,0,0,100,1,2
2327,2,15.5,0,100,50,50,1,2
2328,2,21.5,0,100,100,0,1,2
2329,2,11,50,50,100,0,1,2
2330,2,31,0,100,100,0,1,2
2332,2,21,0,100,0,100,1,2
2333,2,29.5,0,100,100,0,1,2
108,3,20.3333333333333,0,100,100,0,11.3333333333333,34
424,5,21.6,0,80,100,0,11.6,58
1319,3,12.6666666666667,0,66.6666666666667,100,0,10.6666666666667,32
1134,5,29.4,0,100,100,0,10.4,52
219,3,27.6666666666667,0,100,100,0,12.3333333333333,37
485,3,13.3333333333333,100,0,66.6666666666667,33.3333333333333,12.3333333333333,37
253,3,31,0,66.6666666666667,100,0,9.33333333333333,28
1097,13,24.5454545454545,84.6153846153846,0,76.9230769230769,7.69230769230769,7.15384615384615,93
1288,8,29.125,100,0,87.5,12.5,8,64
160,7,21.6666666666667,85.7142857142857,0,42.8571428571429,42.8571428571429,8.85714285714286,62
550,6,21,16.6666666666667,50,83.3333333333333,0,8.33333333333333,50
87,8,18.875,0,100,87.5,12.5,8.5,68
1343,10,20.2,20,30,90,10,6.3,63
180,10,26.9,50,40,80,20,7,70
334,6,23.5,0,100,100,0,7.66666666666667,46
360,5,22.4,40,60,100,0,8.8,44
305,4,20.25,25,0,50,50,10.25,41
194,3,25.3333333333333,0,66.6666666666667,66.6666666666667,33.3333333333333,8.33333333333333,25
970,8,13.875,0,75,100,0,7.125,57
64,10,25.8888888888889,0,70,80,10,5.7,57
15,12,12.4444444444444,33.3333333333333,8.33333333333333,75,0,5.08333333333333,61
1470,6,26.6,0,33.3333333333333,83.3333333333333,0,6.83333333333333,41
251,6,16.8,0,83.3333333333333,66.6666666666667,16.6666666666667,6.83333333333333,41
1821,3,17,100,0,33.3333333333333,66.6666666666667,8.66666666666667,26
1170,7,27.4285714285714,0,71.4285714285714,85.7142857142857,14.2857142857143,7,49
696,4,16.25,0,100,100,0,8.75,35
342,4,20.75,0,100,75,25,8.75,35
552,10,26.4,40,60,90,10,5.5,55
461,5,16.2,0,100,100,0,9,45
81,5,19.2,0,100,100,0,7.6,38
797,3,18,0,66.6666666666667,66.6666666666667,0,6,18
1029,5,28,100,0,100,0,7.6,38
335,5,27.6,0,100,100,0,8.6,43
415,3,22.6666666666667,33.3333333333333,66.6666666666667,100,0,6,18
1326,10,25.5555555555556,80,0,90,0,5.5,55
1706,4,32,50,50,75,25,9.5,38
761,3,29,0,100,100,0,7,21
2028,3,27.3333333333333,100,0,100,0,5.66666666666667,17
1457,4,25.75,100,0,50,50,9,36
1676,3,32,33.3333333333333,0,33.3333333333333,0,10.6666666666667,32
816,3,25.6666666666667,0,0,100,0,7.66666666666667,23
121,5,24.6666666666667,60,0,40,20,7.4,37
899,13,25.3076923076923,0,61.5384615384615,69.2307692307692,30.7692307692308,4.15384615384615,54
12,10,17.2222222222222,70,10,90,0,5.3,53
789,16,27.5625,0,75,100,0,3.375,54
687,14,24.3846153846154,0,85.7142857142857,85.7142857142857,7.14285714285714,4.21428571428571,59
25,6,21.5,0,66.6666666666667,100,0,6,36
62,10,20.2,100,0,90,10,5.1,51
213,8,11.5,12.5,50,75,0,5.375,43
1171,14,30,14.2857142857143,71.4285714285714,71.4285714285714,21.4285714285714,4.28571428571429,60
232,4,24,0,75,75,0,6.25,25
436,5,16.4,0,40,100,0,6.4,32
337,7,14.7142857142857,0,85.7142857142857,100,0,6.28571428571429,44
1309,5,28,100,0,100,0,6.6,33
184,3,21,66.6666666666667,33.3333333333333,100,0,6.66666666666667,20
107,6,13.1666666666667,0,100,100,0,6,36
1393,12,16.75,66.6666666666667,8.33333333333333,83.3333333333333,16.6666666666667,4.25,51
1075,4,15.25,0,75,100,0,7.75,31
704,3,22.3333333333333,0,100,100,0,5.66666666666667,17
186,15,18.2,53.3333333333333,20,93.3333333333333,6.66666666666667,3.53333333333333,53
751,7,21.2857142857143,0,100,100,0,4.57142857142857,32
100,5,27.2,0,100,100,0,5.4,27
1757,7,26.7142857142857,0,100,100,0,5.71428571428571,40
220,4,23.75,0,75,100,0,5,20
812,3,27.3333333333333,0,100,100,0,3,9
1018,8,26.625,50,37.5,75,25,5.75,46
642,5,26.2,0,20,100,0,5.8,29
494,4,24.6666666666667,0,50,75,0,6,24
430,8,18.375,0,75,87.5,12.5,3.75,30
300,5,30.6,20,80,100,0,4.8,24
165,3,16.3333333333333,0,100,66.6666666666667,33.3333333333333,8,24
602,3,23,0,100,100,0,6.33333333333333,19
207,5,17.6,0,100,80,20,6.4,32
562,8,14.8333333333333,0,37.5,62.5,12.5,6.375,51
217,4,27.5,50,0,50,0,5.25,21
42,9,17.8888888888889,0,66.6666666666667,100,0,4.66666666666667,42
747,10,21.1,20,50,80,20,4.7,47
878,5,30,60,40,100,0,7,35
16,10,19,0,90,90,0,5,50
752,15,28.8571428571429,6.66666666666667,60,93.3333333333333,0,3.53333333333333,53
21,9,23.3333333333333,0,44.4444444444444,77.7777777777778,22.2222222222222,5.55555555555556,50
741,9,20.1428571428571,0,66.6666666666667,66.6666666666667,11.1111111111111,5.66666666666667,51
626,10,16.3,0,90,100,0,3.8,38
892,13,29.0909090909091,0,76.9230769230769,84.6153846153846,0,3.69230769230769,48
1117,4,24.75,100,0,100,0,7.25,29
1498,5,14.75,0,60,80,0,5.4,27
1586,4,16.5,25,50,75,25,5.25,21
817,5,20.8,0,100,100,0,5.6,28
10,13,23,76.9230769230769,15.3846153846154,84.6153846153846,15.3846153846154,3.69230769230769,48
211,10,17.5,0,90,90,10,4.6,46
428,7,15.2857142857143,0,71.4285714285714,100,0,3.28571428571429,23
1453,6,17.1666666666667,0,83.3333333333333,100,0,3.66666666666667,22
520,13,23.3076923076923,46.1538461538462,53.8461538461538,84.6153846153846,15.3846153846154,3.30769230769231,43
866,6,18.5,0,66.6666666666667,66.6666666666667,0,4.83333333333333,29
468,13,17.6923076923077,0,84.6153846153846,84.6153846153846,15.3846153846154,4.07692307692308,53
689,5,17.8,60,0,80,20,4.8,24
1053,3,27.6666666666667,0,100,100,0,6,18
1673,6,27.6666666666667,33.3333333333333,50,83.3333333333333,16.6666666666667,5,30
1420,3,21,100,0,100,0,5.66666666666667,17
390,4,20.25,0,100,100,0,8,32
1356,4,15,0,75,100,0,6,24
1454,4,26.25,0,100,100,0,5.75,23
247,13,15.75,7.69230769230769,53.8461538461538,76.9230769230769,15.3846153846154,3.38461538461538,44
932,5,25,0,100,100,0,4.6,23
916,4,23,0,75,100,0,6,24
690,16,12.5,25,50,68.75,18.75,2.5625,41
523,13,22.3636363636364,0,76.9230769230769,76.9230769230769,7.69230769230769,3.69230769230769,48
748,12,25.1,0,25,83.3333333333333,0,4.33333333333333,52
514,5,26.6,100,0,100,0,5.4,27
799,15,26.9333333333333,0,86.6666666666667,86.6666666666667,13.3333333333333,3,45
348,4,29.25,0,75,100,0,5.25,21
444,17,24.4117647058824,0,82.3529411764706,100,0,3.23529411764706,55
580,6,29.75,0,50,66.6666666666667,0,5.16666666666667,31
187,4,18.6666666666667,0,75,75,0,5.5,22
575,5,25.25,0,80,40,40,5.4,27
2090,4,22,0,75,75,0,5.5,22
377,5,21.4,0,60,100,0,5.6,28
1302,7,17.3333333333333,0,71.4285714285714,85.7142857142857,0,5.28571428571429,37
630,4,20.5,0,75,100,0,5.5,22
413,6,21,0,83.3333333333333,83.3333333333333,0,4.16666666666667,25
1261,5,17.25,80,0,80,0,4.6,23
779,8,24.25,100,0,100,0,4.625,37
51,14,18.6923076923077,35.7142857142857,14.2857142857143,85.7142857142857,7.14285714285714,3.57142857142857,50
60,6,20.1666666666667,0,100,100,0,5.66666666666667,34
412,4,27.25,0,50,100,0,4.25,17
127,5,22.4,0,80,100,0,5.2,26
43,12,16.8333333333333,8.33333333333333,75,100,0,4.08333333333333,49
169,16,25.75,12.5,81.25,87.5,12.5,3.625,58
245,7,25.8571428571429,42.8571428571429,0,100,0,3.71428571428571,26
3,6,15,0,66.6666666666667,66.6666666666667,33.3333333333333,5.83333333333333,35
109,4,21.75,0,100,100,0,4.5,18
1189,11,16.1,0,81.8181818181818,81.8181818181818,9.09090909090909,2.81818181818182,31
574,4,24,0,50,25,25,4.5,18
1273,10,17.6666666666667,10,10,90,0,3.8,38
782,12,15.6666666666667,8.33333333333333,41.6666666666667,66.6666666666667,8.33333333333333,3.5,42
130,6,16.6,0,66.6666666666667,83.3333333333333,0,4,24
192,16,16.8571428571429,6.25,31.25,87.5,0,3.25,52
191,3,0,0,0,0,0,5,15
836,3,19.5,0,66.6666666666667,66.6666666666667,0,6.33333333333333,19
1429,3,27.3333333333333,100,0,100,0,2,6
1516,3,22.3333333333333,0,100,100,0,5.33333333333333,16
246,15,16.9333333333333,0,53.3333333333333,93.3333333333333,6.66666666666667,2.73333333333333,41
927,10,17.8,0,20,50,0,3.2,32
35,23,16.1428571428571,30.4347826086957,30.4347826086957,78.2608695652174,13.0434782608696,2.26086956521739,52
884,5,21.8,0,60,100,0,4,20
380,6,22.6,0,83.3333333333333,83.3333333333333,0,6,36
989,7,27.1428571428571,71.4285714285714,0,71.4285714285714,28.5714285714286,4.28571428571429,30
753,3,25.3333333333333,0,66.6666666666667,100,0,6,18
332,14,20.3571428571429,28.5714285714286,57.1428571428571,85.7142857142857,14.2857142857143,2.92857142857143,41
115,9,22,0,77.7777777777778,44.4444444444444,33.3333333333333,4.11111111111111,37
883,13,9.5,7.69230769230769,30.7692307692308,84.6153846153846,7.69230769230769,3.07692307692308,40
558,12,24.1818181818182,83.3333333333333,0,75,16.6666666666667,4.08333333333333,49
830,7,30,0,85.7142857142857,100,0,3.28571428571429,23
1114,7,25.5714285714286,0,14.2857142857143,100,0,3.85714285714286,27
