officer_id,avg_coaccusals,avg_years_on_force_at_incident,avg_age_at_incident,gender,avg_complaint_percentile,avg_disciplined_count,cohort_id
8826,1,23.5,57.5,1,54.3688,0,3
8827,5.4,7.8,31.8,1,46.2573,0,2
8831,14,29,58,1,,0,3
8836,1,15,42,0,18.0658,0.5,3
8837,2.7222222222222222,7.444444444444445,39.44444444444444,1,74.6307,0.11111111111111111111,2
8838,1.8235294117647059,11.941176470588236,39.94117647058823,0,73.7775,0.17647058823529411765,3
8839,2.72,27.36,53.36,1,83.7604,0.12,3
8842,3.15,8.95,37.95,1,89.1445,0,2
8843,3.4,24,47,1,32.0855,0,3
8844,17.7894736842105263,7.7368421052631575,31.736842105263158,1,68.0754,0.15789473684210526316,2
8846,3.9285714285714286,16.357142857142858,44.357142857142854,1,59.8265,0.07142857142857142857,2
8849,3,18.25,42.25,1,28.6272,0,3
8850,2.9655172413793103,8.241379310344827,40.241379310344826,1,91.1314,0.10344827586206896552,2
8851,8.25,11.375,38.375,1,46.563,0,2
8852,9.0612244897959184,8.408163265306122,49.40816326530612,1,99.1021,0,2
8854,2.6,9,35,0,27.831,0,3
8855,1.3333333333333333,33,56,1,45.1837,0,3
8857,1,31.666666666666668,52.666666666666664,1,61.1812,0.66666666666666666667,3
8858,4,8.818181818181818,36.81818181818182,1,57.4338,0,2
8860,5,-32,-10,0,25,0,3
8861,3.8,-4.666666666666667,32.333333333333336,1,91.7046,0.2,2
8862,1.8571428571428571,5.619047619047619,42.61904761904762,1,82.0947,0,2
8864,3.5714285714285714,29.428571428571427,53.42857142857143,1,46.6261,0,2
8865,5.625,22.625,42.625,1,48.0281,0,2
8866,3.6315789473684211,7.947368421052632,37.94736842105263,1,68.9734,0,2
8868,5.8,11.2,34.2,1,31.1528,0,2
8869,3.5833333333333333,4.416666666666667,31.416666666666668,0,56.4709,0.16666666666666666667,2
8870,1.0434782608695652,13.826086956521738,41.82608695652174,1,78.3683,0.04347826086956521739,3
8873,6,35,58,1,31.9146,0,3
8874,2.4666666666666667,12.933333333333334,43.93333333333333,0,65.1646,0,2
8875,1,30,54,1,54.1224,0,3
8876,1.4444444444444444,11.11111111111111,41.111111111111114,0,43.9784,0,3
8877,1.5,16.8,52.8,0,46.9943,0.3,3
8878,1.6428571428571429,26.785714285714285,51.785714285714285,1,58.2119,0.42857142857142857143,3
8879,1.3333333333333333,7.666666666666667,30.666666666666668,0,21.6041,0,3
8880,3.1896551724137931,8.844827586206897,34.8448275862069,1,98.2232,0,1
8882,2.48,13.08,38.08,1,77.7655,0.16,2
8883,3.3333333333333333,3.8666666666666667,34.86666666666667,1,65.6987,0,2
8885,2,24.5,46.5,1,23.862,0,3
8886,7.4285714285714286,4.142857142857143,27.142857142857142,1,62.6571,0,2
8887,2,4,30,1,77.5744,0.11111111111111111111,2
8888,5.3333333333333333,24,45,1,46.5227,0,3
8890,1,18,48,1,15.2173,0,3
8891,2,7.666666666666667,53.666666666666664,1,43.3715,0.16666666666666666667,2
8892,2,23.6,50.6,1,38.3646,0,3
8893,4,2,35,1,40.5296,0,3
8894,1.8888888888888889,6,43,0,58.966,0,2
8895,2,9.285714285714286,39.285714285714285,1,57.5492,0.28571428571428571429,3
8896,5.25,3.25,34.25,1,69.1452,0,2
8897,1.8888888888888889,3.4444444444444446,39.44444444444444,1,93.5845,0,2
8898,2.3333333333333333,4.9523809523809526,31.952380952380953,1,90.8869,0.0952380952380952381,2
8899,4.2857142857142857,8.571428571428571,42.57142857142857,0,50.2274,0,2
8900,3.4285714285714286,6.571428571428571,48.57142857142857,0,43.3415,0,3
8901,1,0,24,0,,1,3
8902,3.0263157894736842,8.868421052631579,43.86842105263158,1,93.959,0.02631578947368421053,2
8903,2,9,51,0,20.4035,0,3
8904,3,28,51,1,45.0723,0,3
8905,1.5,9.4,41.4,0,51.4768,0.4,3
8909,2.0714285714285714,3.5714285714285716,31.571428571428573,1,80.9235,0.07142857142857142857,1
8910,3.2,24,46,1,47.4702,0,3
8911,3.6578947368421053,7.184210526315789,32.18421052631579,1,93.7144,0,2
8912,1.6363636363636364,6.590909090909091,33.59090909090909,0,76.1492,0,2
8913,1,27.666666666666668,49.666666666666664,1,42.19,0,3
8914,4.25,7.25,43.25,1,25.8849,0,2
8915,16.3076923076923077,7.846153846153846,35.84615384615385,1,54.5107,0,1
8916,14.3888888888888889,7.944444444444445,45.94444444444444,1,69.4177,0.11111111111111111111,2
8919,1.1111111111111111,7.666666666666667,49.666666666666664,0,52.0996,0.33333333333333333333,3
8920,2,1,30,1,20.8895,0,3
8921,1.75,9.625,33.625,0,38.1338,0.125,3
8922,1,0,27,0,,1,3
8923,2.7692307692307692,8.692307692307692,42.69230769230769,1,68.4957,0,2
8924,4.3,3.9,38.9,0,63.7652,0,1
8925,1,17,42,1,18.6158,0,3
8926,2.8571428571428571,7.714285714285714,31.714285714285715,1,38.8483,0,3
8928,1.25,29.5,55.5,1,37.2846,0,3
8929,1,33.5,55.5,1,41.1952,0,3
8930,3.25,4,33,1,74.8759,0.125,2
8931,2.2580645161290323,12.419354838709678,48.41935483870968,1,85.0292,0.03225806451612903226,2
8933,1.5,28.5,56.5,1,34.1061,0.5,3
8934,2.375,4.125,43.125,0,74.8882,0.125,2
8935,4.4166666666666667,6.25,45.25,1,77.1923,0.08333333333333333333,1
8939,2,20.5,45.5,1,42.902,0.5,3
8940,2.0769230769230769,15.615384615384615,42.61538461538461,1,55.9837,0.15384615384615384615,2
8944,1.6274509803921569,19.294117647058822,44.294117647058826,1,94.7742,0.13725490196078431373,2
8945,1.9,5.7,46.7,1,54.9005,0.1,2
8946,2,22,43,1,23.2261,0,3
8947,2.8421052631578947,11.31578947368421,40.31578947368421,0,69.7476,0.10526315789473684211,2
8948,4.5,25,48,1,27.8407,0,3
8949,2.5,9.5,32.5,1,33.9789,0.5,3
8950,2.75,2.375,31.375,1,83.3173,0,1
8951,2.7777777777777778,21.77777777777778,45.77777777777778,1,52.4494,0.11111111111111111111,2
8955,1,19,41,1,84.0154,1,3
8956,6.6,15.8,43.8,1,43.4378,0,2
8958,5.9375,5.375,33.375,1,75.7671,0,1
8960,1.6666666666666667,28.555555555555557,52.55555555555556,1,52.3843,0.33333333333333333333,3
8961,1.8181818181818182,11.818181818181818,48.81818181818182,1,55.0868,0,2
8962,1,14,36,1,,1,3
8963,9.3333333333333333,19.666666666666668,43.666666666666664,1,23.9346,0.33333333333333333333,3
8964,1.4761904761904762,6.9523809523809526,41.95238095238095,1,86.6799,0,2
8965,2.5,3.1666666666666665,31.166666666666668,0,42.016,0,2
8966,1,26,48,1,28.7263,0,3
8967,1.6842105263157895,18.894736842105264,46.89473684210526,1,71.2598,0.26315789473684210526,2
8968,4.0833333333333333,21.083333333333332,43.083333333333336,1,58.0085,0.08333333333333333333,2
8969,3.3333333333333333,23.666666666666668,47.666666666666664,1,46.9737,0,3
8970,3.2,20.8,41.8,1,25.9826,0,3
8972,5.7333333333333333,10.633333333333333,42.63333333333333,1,88.1976,0,2
8973,3,6.666666666666667,38.666666666666664,1,41.9013,0.22222222222222222222,2
8974,2.3134328358208955,7.985074626865671,32.985074626865675,1,98.4525,0.02985074626865671642,1
8975,2.3333333333333333,1.8333333333333333,31.833333333333332,1,68.4287,0,2
8977,2.5,6.833333333333333,38.833333333333336,1,72.5307,0.16666666666666666667,2
8981,2.2647058823529412,11.352941176470589,48.35294117647059,0,92.5337,0.08823529411764705882,2
8982,1.9090909090909091,12.727272727272727,33.72727272727273,1,48.1411,0.09090909090909090909,3
8984,1,6,33,1,,1,3
8985,2.0277777777777778,8.166666666666666,30.166666666666668,1,90.7799,0.11111111111111111111,2
8986,1.4545454545454545,12,46,0,57.1528,0,3
8988,1.7777777777777778,19.555555555555557,48.55555555555556,1,74.2909,0.16666666666666666667,3
8989,4.7142857142857143,22.714285714285715,48.714285714285715,1,89.6533,0,2
8990,2.8333333333333333,10.666666666666666,41.666666666666664,0,32.2738,0.16666666666666666667,3
8992,5.4583333333333333,13,43,1,79.569,0.16666666666666666667,2
8993,4.8823529411764706,6.823529411764706,35.8235294117647,1,89.8284,0,1
8994,1.5,5,39,0,64.9383,0.125,2
8995,1.875,6.625,33.625,0,64.6976,0.25,3
8996,9.5,3.75,34.75,0,41.4008,0,3
8999,9,27,59,1,54.2702,0,3
9000,2.1111111111111111,8.11111111111111,33.111111111111114,0,79.3206,0.05555555555555555556,2
9001,2.696969696969697,6.96969696969697,38.96969696969697,1,92.9617,0.09090909090909090909,2
9002,3.9166666666666667,5.25,33.25,1,56.3448,0,2
9003,1.3333333333333333,7.333333333333333,39.333333333333336,1,46.4234,0,3
9005,20.4444444444444444,3.5555555555555554,29.555555555555557,0,45.539,0.11111111111111111111,1
9006,3.2666666666666667,10,41,1,63.9597,0,2
9007,4,1,39,1,48.8916,0,3
9008,1.2,23.2,45.2,1,47.0144,0,3
9010,2.5454545454545455,3.6363636363636362,30.636363636363637,1,89.538,0,2
9011,7,22,49,1,26.0388,0,3
9012,2.3333333333333333,22.444444444444443,47.44444444444444,1,60.6058,0.22222222222222222222,3
9013,5.1428571428571429,5,27,1,55.5348,0,2
9014,4.5714285714285714,1.7142857142857142,26.714285714285715,0,50.3993,0,3
9015,2.2,6.6,56.6,0,45.3764,0,3
9016,4.7222222222222222,6.611111111111111,44.611111111111114,1,76.1415,0.16666666666666666667,2
9017,1.6111111111111111,6,36,0,82.1902,0,2
9018,5.5,2.1666666666666665,39.166666666666664,0,39.2419,0,2
9019,1.8421052631578947,13.157894736842104,45.1578947368421,1,68.9734,0.15789473684210526316,2
9020,1.625,23.625,47.625,1,43.2492,0.375,3
9022,3.3125,5.125,31.125,1,65.3204,0.0625,2
9023,2,3,34,0,20.3508,0,3
9025,2,11,52,0,29.6732,0,3
9026,4.5,7.125,40.125,1,60.4333,0,2
9027,3.9375,12.3125,39.3125,1,64.7587,0.125,2
9028,13,3,34,0,36.1354,0,3
9030,2.3333333333333333,22.11111111111111,45.111111111111114,1,69.4968,0.44444444444444444444,2
9034,8.1666666666666667,3.3333333333333335,38.333333333333336,0,82.8474,0.16666666666666666667,2
9035,3,3.5,33.5,0,19.7585,0,3
9038,3.4,4.7,38.7,1,96.3433,0,2
9039,2.25,20.25,52.25,1,34.0549,0,3
9041,1.9565217391304348,10.695652173913043,37.69565217391305,1,77.4139,0.04347826086956521739,2
9042,6,2.5714285714285716,26.571428571428573,0,77.177,0,2
9043,1.5454545454545455,3.727272727272727,28.727272727272727,1,93.8686,0.18181818181818181818,3
9045,1.6666666666666667,11,34,0,29.3416,0,3
9046,2.4545454545454545,3.272727272727273,35.27272727272727,1,84.8116,0.09090909090909090909,2
9047,3,35,61,1,0,1,3
9048,1.5,34.833333333333336,56.833333333333336,1,39.3485,0,3
9050,1.6666666666666667,17.14814814814815,50.148148148148145,1,84.7781,0.07407407407407407407,2
9054,4.5,4.5,28.5,1,29.5365,0,3
9055,4.1428571428571429,15.714285714285714,39.714285714285715,1,32.6058,0.14285714285714285714,3
9056,2.6296296296296296,9,37,1,91.8689,0.11111111111111111111,2
9057,2.7142857142857143,12.857142857142858,37.857142857142854,1,34.8095,0.28571428571428571429,3
9058,1.6,5,37,1,41.7829,0,3
9060,1.5714285714285714,3.5714285714285716,27.571428571428573,1,74.2679,0.14285714285714285714,3
9061,1.75,3.25,36.25,1,66.5049,0,3
9062,2.3421052631578947,7.026315789473684,37.026315789473685,1,96.798,0.02631578947368421053,1
9065,7.25,30.25,52.25,1,47.9057,0,2
9066,3.8,3.4,27.4,0,37.5721,0,2
9067,3.1,4.6,28.6,1,84.6166,0,2
9068,1.5,23.5,47.5,1,69.0201,0,2
9069,3,17.1,43.1,1,58.1595,0.1,2
9070,3,23.923076923076923,49.92307692307692,1,70.9526,0.07692307692307692308,3
9072,2.5625,6.875,38.875,1,84.2345,0,1
9075,1.1666666666666667,27.166666666666668,50.166666666666664,1,49.4138,0.5,3
9076,2.6666666666666667,3,34,0,38.898,0.16666666666666666667,2
9079,6.5294117647058824,12.117647058823529,35.11764705882353,1,89.3996,0,3
9081,1.6666666666666667,11.025641025641026,52.02564102564103,1,93.2935,0.1025641025641025641,1
9082,2,5.5,35.5,0,30.5644,0,3
9083,3,7.5,48.5,0,37.4649,0,2
9085,1,2,31,1,36.1354,0,3
9086,2.6363636363636364,3.8181818181818183,40.81818181818182,1,85.4954,0.09090909090909090909,2
9087,2,6.222222222222222,30.22222222222222,1,88.9763,0.05555555555555555556,1
9088,2.5,5.884615384615385,29.884615384615383,1,85.9807,0.07692307692307692308,2
9089,5.4324324324324324,7.108108108108108,33.108108108108105,1,94.9295,0,1
9090,7.6666666666666667,23.833333333333332,49.833333333333336,1,34.3652,0.16666666666666666667,2
9091,5.7777777777777778,8.61111111111111,32.611111111111114,1,97.0655,0.02777777777777777778,1
9093,2.625,31.8125,52.8125,1,79.8373,0.0625,2
9094,6.4,8.75,35.75,1,87.9829,0,2
9095,4,2,29,1,,0,3
9096,1,20.5,42.5,1,32.9708,0.25,3
9098,1.7142857142857143,10.571428571428571,41.57142857142857,1,67.5703,0,3
9099,3.1111111111111111,26.22222222222222,48.22222222222222,1,54.466,0.11111111111111111111,2
9100,2.6774193548387097,28,49,1,86.8223,0.06451612903225806452,2
9102,3.0909090909090909,2.727272727272727,42.72727272727273,1,98.2831,0.18181818181818181818,2
9103,5.5,6.833333333333333,32.833333333333336,1,40.9117,0,2
9104,1.6666666666666667,28.333333333333332,49.333333333333336,1,25.8324,0.33333333333333333333,3
9105,4.125,8.09375,33.09375,1,91.9797,0,2
9106,2.1428571428571429,2.4285714285714284,26.428571428571427,0,86.08,0.04761904761904761905,2
9107,1,14,35,1,,1,3
9108,2,25.833333333333332,56.833333333333336,1,48.6615,0,3
9109,2.0526315789473684,6.684210526315789,37.68421052631579,1,70.7539,0,2
9110,8.5,14,40,1,23.9346,0,3
9112,1.2857142857142857,3.857142857142857,56.857142857142854,0,61.5242,0.57142857142857142857,3
9113,1,5,45,0,17.8734,0,3
9114,3,3,37,1,76.6153,0,3
9115,1.7301587301587302,13.333333333333334,49.333333333333336,1,97.7962,0.14285714285714285714,2
9117,1,54,82,1,0,0,3
9119,2,24,48,1,18.583,0,3
9120,1.6666666666666667,21,43,1,28.2873,0,3
9121,8.5,5.2,32.2,1,82.7582,0,1
9122,5.0833333333333333,7.25,29.25,1,72.7064,0,2
9124,2,18,49,1,41.0356,0,3
9125,2,29,54,1,18.7883,1,3
9126,2.6666666666666667,21.333333333333332,50.333333333333336,1,31.4598,0,3
9128,2,8.25,37.25,0,41.1868,0.25,2
9129,7,22,51,1,24.9735,0,3
9130,2.8,18.4,55.4,0,40.3177,0,3
9131,2.88,6.08,35.08,1,88.9878,0,2
9132,2.7142857142857143,5.571428571428571,43.57142857142857,1,37.9333,0.14285714285714285714,2
9133,2.4285714285714286,4.142857142857143,38.142857142857146,0,39.2884,0.14285714285714285714,2
9134,2.4772727272727273,9.181818181818182,32.18181818181818,1,92.5758,0.06818181818181818182,1
9135,4,14.61111111111111,42.611111111111114,0,72.0199,0.05555555555555555556,2
9137,45,2.25,41.25,0,28.842,0.25,2
9138,2.5757575757575758,9.303030303030303,40.303030303030305,1,93.7182,0.03030303030303030303,2
9139,1.3333333333333333,34,57,1,28.9267,0.33333333333333333333,3
9141,2.3333333333333333,7.933333333333334,30.933333333333334,0,70.6889,0.13333333333333333333,3
9143,1.6,19.4,51.4,1,47.3487,0.6,2
9144,1.9,4.3,33.3,1,75.8103,0,3
9146,3.4117647058823529,6.529411764705882,39.529411764705884,1,70.987,0.11764705882352941176,2
9147,3.375,7.5,31.5,0,65.7904,0,2
9148,1.25,-2.75,28.25,1,47.0062,0.75,3
9149,2.125,3.375,32.375,0,69.0688,0,2
9150,2.6875,8.75,39.75,1,79.7104,0,2
9151,3.1,7.1,33.1,0,71.2544,0.1,3
9152,2,5.2,30.2,1,54.7018,0.3,3
9155,4,30,59,1,0,0,3
9156,3.3333333333333333,4,41,1,23.4588,0,3
9157,2,2,30,1,57.9955,0,3
9158,4.375,4.125,30.125,0,53.8344,0,2
9159,1,0,27,1,,1,3
9161,1.4285714285714286,16.071428571428573,45.07142857142857,1,61.2345,0.14285714285714285714,3
9162,2,24,53,1,64.3126,0,3
9164,2.3333333333333333,5.666666666666667,40.666666666666664,1,29.6741,0,2
9165,2.6785714285714286,6.5,31.5,1,85.5374,0.10714285714285714286,2
9169,2,2,26,0,29.5365,0,3
9170,2,4.75,40.75,1,33.5944,0.25,3
9174,2.75,6.5,42.5,1,72.0378,0,2
9175,2.8,12.533333333333333,36.53333333333333,1,59.5201,0.13333333333333333333,3
9176,1.5,4,30,1,30.5741,0,3
9177,1.7142857142857143,27.142857142857142,50.142857142857146,1,64.2118,0.28571428571428571429,3
9179,1,36,62,1,97.3887,0.5,3
9181,3.125,3,28,1,78.2431,0.125,1
9182,3.4,29.6,53.6,1,52.1981,0.2,2
9183,4.375,23.125,46.125,1,57.4597,0.125,1
9184,4.6,32,54,1,57.698,0,3
9185,2,2,25,0,63.2926,0,3
9186,5.1111111111111111,7.5,31.5,1,66.1075,0.05555555555555555556,1
9187,1.5,24,52,1,67.432,0,3
9188,3.5555555555555556,12.444444444444445,33.44444444444444,1,42.0427,0.11111111111111111111,2
9191,3.2,6.133333333333334,30.133333333333333,1,88.4414,0,2
9192,3,1,34,0,18.253,0,3
9196,1.6666666666666667,28.666666666666668,50.666666666666664,1,41.8857,0,3
9198,2,28,57,1,54.2139,0.5,3
9199,2.1666666666666667,11.5,46.5,0,40.8506,0,2
9201,1.875,7.625,36.625,1,46.6776,0,3
9202,3.5,19.5,49.5,0,51.1082,0.5,3
9204,1.9285714285714286,26,50,1,88.5204,0,2
9205,2,4,33,1,0,0,3
9206,4,29.875,51.875,1,41.186,0,2
9207,2.4444444444444444,7.777777777777778,35.77777777777778,1,46.5821,0.11111111111111111111,3
9209,5,6.333333333333333,44.333333333333336,1,54.9157,0,2
9210,2.8,22.5,44.5,1,56.1632,0.1,2
9211,3,15,42,0,39.3962,0.33333333333333333333,3
9212,1.5833333333333333,7.041666666666667,35.041666666666664,1,84.1084,0,2
9213,2.6923076923076923,8.076923076923077,35.07692307692308,1,92.5032,0.03846153846153846154,2
9214,2.4285714285714286,6.428571428571429,30.428571428571427,1,42.3064,0.14285714285714285714,3
9215,26.1111111111111111,24.666666666666668,45.666666666666664,1,72.4777,0.11111111111111111111,2
9216,1,12,43,0,14.4617,0,3
9217,57,20.333333333333332,42.333333333333336,1,29.1718,0.33333333333333333333,3
9221,1.25,14.5,44.5,0,32.181,0.25,3
9222,1,22,46,0,26.1856,0,3
9223,2.6666666666666667,10.666666666666666,49.666666666666664,1,22.4932,0,2
9224,1,20.75,46.75,1,42.3348,0,3
9225,2.5714285714285714,7.333333333333333,30.333333333333332,1,77.1979,0.04761904761904761905,2
9226,3.7142857142857143,20.428571428571427,43.42857142857143,1,45.1241,0,3
9227,3.75,6.25,37.25,1,44.1481,0,3
9228,3,29.5,51.5,1,41.1007,0,3
9229,4.5,28,53,1,77.0516,0,3
9230,2.7714285714285714,6.6571428571428575,41.65714285714286,1,98.5327,0,2
9231,2,1,27,1,,1,3
9232,1.8064516129032258,6.67741935483871,30.677419354838708,1,90.0692,0.22580645161290322581,2
9233,1.7777777777777778,9.444444444444445,40.44444444444444,1,77.6628,0.16666666666666666667,3
9234,2.3571428571428571,12.571428571428571,47.57142857142857,1,59.7773,0.14285714285714285714,1
9235,3.5,7,37,0,50.2694,0,2
9236,2,17,43,1,36.6247,0.25,2
9237,4.7,6.85,32.85,1,84.7732,0.05,2
9238,2.3611111111111111,8.416666666666666,42.416666666666664,1,96.0109,0.11111111111111111111,2
9239,3,3,29,1,36.7812,0,3
9240,2,1,33,1,70.368,0,3
9244,7,9,34,1,76.0966,0.5,3
9245,1.3333333333333333,33.333333333333336,57.333333333333336,1,33.7225,0.33333333333333333333,3
9246,2.8,10.2,35.2,1,27.817,0,2
9251,1,2,29,1,98.9266,1,3
9252,4,5.25,39.25,0,34.1103,0,3
9253,2.3333333333333333,23,43,1,23.0461,0,3
9254,6.7021276595744681,10.680851063829786,32.680851063829785,1,93.3667,0.10638297872340425532,2
9255,18.8888888888888889,10.444444444444445,37.44444444444444,0,45.6421,0.11111111111111111111,2
9256,2.5,33.25,55.25,1,37.2324,0.25,3
9257,3,11,37,0,27.817,0,3
9260,1.4814814814814815,9.962962962962964,38.96296296296296,1,80.2453,0.14814814814814814815,3
9261,2.6666666666666667,3.6666666666666665,35.666666666666664,1,54.1898,0,3
9262,1.9166666666666667,13.083333333333334,41.083333333333336,1,84.5707,0.08333333333333333333,2
9263,3.5,11,47,0,81.1864,0,2
9265,1,22.5,44.5,1,0,0,3
9266,1.2222222222222222,13.11111111111111,38.111111111111114,1,51.7137,0.44444444444444444444,3
9267,1.8333333333333333,3.8333333333333335,31.833333333333332,1,69.5235,0.16666666666666666667,3
9268,3.2105263157894737,11.210526315789474,36.21052631578947,1,69.1032,0.10526315789473684211,2
9269,2,11.75,39.75,0,32.2766,0.25,3
9270,2,23,46,1,14.4982,1,3
9271,3,6.222222222222222,29.22222222222222,1,78.7933,0,2
9272,2,20,49,1,15.1188,0,3
9274,1.5925925925925926,24.14814814814815,53.148148148148145,0,82.386,0.22222222222222222222,3
9275,2.3333333333333333,12.88888888888889,39.888888888888886,1,50.1013,0.11111111111111111111,3
9276,1.3333333333333333,5.333333333333333,31.333333333333332,1,23.076,0,3
9278,2.5,18.5,51.5,1,27.9775,0.5,3
9281,2,2,28,1,37.2473,0,3
9282,5.5,14.5,47.5,0,23.1451,0,3
9284,2.2272727272727273,4.363636363636363,34.36363636363637,1,93.7554,0.18181818181818181818,1
9285,2.1333333333333333,27.666666666666668,49.666666666666664,1,69.4042,0.06666666666666666667,2
9287,2,22.333333333333332,49.333333333333336,1,39.1578,0.33333333333333333333,2
9289,4.5714285714285714,10.714285714285714,39.714285714285715,1,52.4244,0,2
9292,2.7142857142857143,8.2,33.2,1,93.0839,0.02857142857142857143,2
9293,3.3333333333333333,12.666666666666666,40.666666666666664,1,28.2385,0,3
9294,3.6666666666666667,3.2222222222222223,30.22222222222222,0,63.6239,0,2
9295,3.4117647058823529,11.823529411764707,36.8235294117647,1,68.2435,0,2
9297,3.6538461538461538,5.923076923076923,30.923076923076923,1,85.1477,0.03846153846153846154,2
9299,2,2,37,1,0,1,3
9300,2.5454545454545455,11.818181818181818,38.81818181818182,1,45.2798,0.09090909090909090909,2
9304,2,4.857142857142857,30.857142857142858,1,67.1277,0,3
9305,84.5,29.5,56.5,1,32.3411,0,3
9306,3.5,20.833333333333332,43.833333333333336,1,82.4127,0.08333333333333333333,2
9308,3.25,2,26,1,81.2253,0,2
9309,2.4823529411764706,10.68235294117647,35.68235294117647,1,99.3695,0.08235294117647058824,1
9310,3,0,25,1,70.368,0,3
9311,2.7142857142857143,2.2857142857142856,30.285714285714285,1,66.4168,0.14285714285714285714,3
9312,3.7647058823529412,10.823529411764707,40.8235294117647,1,68.553,0.17647058823529411765,2
9313,2.6,12.2,41.2,1,30.125,0.2,2
9315,1.75,22.25,44.25,1,39.6928,0,3
9316,3.5625,7.15625,38.15625,1,95.4148,0.0625,1
9317,2.52,8.36,41.36,1,85.0522,0,2
9319,3.25,18.75,42.75,1,47.1044,0.125,2
9322,2.25,4.5,28.5,1,78.7933,0.125,2
9323,2.4,6.2,29.2,1,57.3994,0,2
9324,3.48,6.08,29.08,1,94.9677,0,1
9325,2,24,52,1,0,1,3
9327,84.5,25.5,53.5,1,29.6632,0.5,3
9328,2.1666666666666667,10.25,40.25,1,79.0035,0.16666666666666666667,3
9331,2.75,17.75,50.75,0,25.3883,0.5,3
9332,4,19,44,1,43.9375,0.4,3
9333,2.4,5.8,33.8,0,30.2625,0,3
9338,10,21,44,1,15.1722,1,3
9339,2,28,51,1,34.4326,0,3
9341,3.3,9.2,42.2,1,49.1895,0.1,2
9342,4.0333333333333333,3.1333333333333333,27.133333333333333,1,99.2142,0,2
9343,2.8,2.2,26.2,1,88.9494,0,2
9344,5.25,3,28,1,74.6857,0,2
9345,2.1428571428571429,6.714285714285714,45.714285714285715,0,41.942,0.28571428571428571429,3
9346,1.4,22.8,47.8,1,38.7202,0.4,3
9347,1,1,24,1,,1,3
9348,2.25,9.75,38.75,0,38.5694,0,2
9349,3,10,35,0,18.253,0,3
9350,1.8947368421052632,7.947368421052632,33.94736842105263,1,90.478,0.10526315789473684211,2
9352,2,26,54,1,0,0,3
9353,12.3333333333333333,7.333333333333333,30.333333333333332,1,45.7682,0.16666666666666666667,3
9354,3.3333333333333333,19,44,1,36.9493,0,3
9355,1.6666666666666667,20.5,47.5,1,57.1081,0.33333333333333333333,3
9358,2,2,26,1,38.3631,0,3
9359,5,25,47,1,18.8337,0,3
9360,3.6666666666666667,19,40,1,53.9534,0,3
9361,1.6,6.3,29.3,0,65.0835,0.3,3
9362,3.4615384615384615,14.538461538461538,42.53846153846154,1,54.9016,0,2
9363,1.75,4.25,39.25,0,52.1226,0,3
9364,2.5,3.6,25.6,1,68.4804,0,3
9365,6,1,32,1,,0,3
9366,2,12.6,42.6,0,52.5059,0,2
9367,3.6,13.2,43.2,1,67.7712,0.06666666666666666667,2
9368,2.125,6.875,40.875,0,60.9568,0,3
9369,2.8,8.6,34.6,1,45.2528,0,2
9370,3.5714285714285714,2.142857142857143,30.142857142857142,0,91.9109,0,2
9371,2.1875,12,39,1,85.0827,0.15625,2
9372,2.8,5.4,31.4,1,54.3341,0.4,3
9373,1.8333333333333333,18.291666666666668,44.291666666666664,1,79.4152,0,2
9374,1,10,51,0,19.5428,0.5,3
9375,2.6,19.4,41.4,1,22.6741,0,3
9376,2,6.25,28.25,0,24.697,0.25,3
9377,5.3333333333333333,2,24,1,29.6741,0,2
9378,1,26,49,1,18.7429,1,3
9380,3.9166666666666667,2.25,37.25,1,98.976,0,2
9381,3.9230769230769231,7.923076923076923,30.923076923076923,1,67.8652,0,2
9384,2.7142857142857143,9.285714285714286,36.285714285714285,0,41.2021,0.28571428571428571429,3
9386,7.8888888888888889,10,36,0,81.1746,0.11111111111111111111,2
9387,2.1428571428571429,19.428571428571427,49.42857142857143,1,53.3512,0.14285714285714285714,3
9389,9.7777777777777778,10.555555555555555,35.55555555555556,0,66.1075,0.05555555555555555556,2
9393,1,12,34,1,,1,3
9394,2,26.5,51.5,1,49.0234,0.25,3
9395,5.3333333333333333,23.666666666666668,47.666666666666664,1,18.1108,0,3
9396,3.0769230769230769,6,28,1,75.6754,0,2
9397,1,26.5,47.5,1,36.8523,0.5,3
9400,2.4545454545454545,8,31,0,53.0893,0,2
9401,3,25,46,1,29.9772,0,3
9404,3.2,7,44,1,59.245,0.1,2
9405,2.5555555555555556,11.777777777777779,51.77777777777778,1,49.3523,0,2
9406,2,3,36,1,37.9384,0,3
9407,4.5,9.416666666666666,35.416666666666664,1,65.7522,0.16666666666666666667,2
9412,1,3,33,1,37.0178,0,3
9413,4.8888888888888889,9.777777777777779,36.77777777777778,1,59.9251,0.11111111111111111111,2
9414,3,1,27,1,40.5296,0,3
9415,3,3.6666666666666665,32.666666666666664,1,71.325,0.33333333333333333333,3
9416,2.25,4.875,33.875,1,56.2264,0,2
9417,2.3333333333333333,6.25,31.25,1,77.8113,0,2
9419,2,2,31,0,,0,3
9420,2.1666666666666667,1.6666666666666667,26.666666666666668,1,76.9786,0,2
9421,2.5,1.5,32.5,1,19.8173,0.5,3
9422,1.6666666666666667,5.722222222222222,36.72222222222222,1,79.6565,0.11111111111111111111,3
9425,4.6346153846153846,8.115384615384615,35.11538461538461,1,99.0447,0.03846153846153846154,1
9427,1,18,45,1,20.3133,0,3
9428,5,5,29,1,33.1015,0,3
