gender,race,allegation_count,sustained_count,honorable_mention_count,unsustained_count,discipline_count,civilian_compliment_count,trr_count,major_award_count,current_salary
M,White,19,0,1,12,0,2,0,0,95106
M,White,19,0,3,17,0,1,1,0,93354
M,Hispanic,19,1,107,7,1,13,31,3,94122
F,White,19,2,29,7,2,3,8,0,96060
M,White,19,0,26,5,0,9,5,0,90024
M,Black,19,1,2,15,1,1,1,0,103932
M,White,19,0,15,13,0,5,5,0,90024
M,White,19,1,165,3,1,1,30,1,87006
M,Black,19,0,34,4,0,5,20,3,87006
M,Hispanic,19,2,40,11,2,7,1,1,95106
M,Black,19,6,159,7,4,1,0,0,98052
M,White,19,0,10,6,0,7,0,0,90024
M,White,19,2,21,6,2,16,8,0,96060
M,White,19,0,110,6,0,10,11,0,90024
M,White,19,1,15,7,1,1,8,1,99756
M,Black,19,0,5,15,0,6,0,0,78006
F,Black,19,0,16,5,0,4,1,1,90024
M,Black,19,17,1,2,8,0,0,0,
M,Black,19,1,2,9,1,0,0,0,81252
M,Black,19,2,12,8,2,5,0,0,86130
M,White,19,2,14,5,2,6,8,0,89718
M,Black,19,1,5,9,1,2,1,0,95106
F,White,19,1,40,9,1,2,2,1,90024
M,Hispanic,19,7,5,5,7,7,0,0,125190
F,Black,19,0,4,11,0,5,0,0,111474
F,White,19,2,1,10,2,0,0,0,93276
M,White,19,0,30,7,0,2,11,0,90024
M,Black,19,2,5,8,2,1,1,0,83706
M,Hispanic,19,2,13,7,2,2,0,1,96060
M,White,19,0,78,6,0,5,10,0,104628
M,White,19,1,12,16,1,1,0,0,90618
M,White,19,1,9,9,1,2,1,0,111474
M,Black,19,1,7,12,1,3,0,1,92430
M,Black,19,0,46,11,0,5,9,1,90024
F,White,19,1,6,5,1,2,0,0,86130
M,Hispanic,19,3,1,10,3,1,2,1,95106
M,White,19,0,90,4,0,6,28,0,87006
M,Black,19,1,2,15,1,1,0,0,90540
M,Black,19,0,7,14,0,3,2,0,96060
M,White,19,4,3,11,4,6,3,0,92430
M,Hispanic,19,0,62,4,0,8,17,1,87006
M,White,19,2,5,12,2,1,0,0,86130
M,Hispanic,19,0,1,14,0,0,0,0,57426
M,White,19,0,1,10,0,1,0,0,106920
M,White,19,2,15,9,0,5,1,0,109278
M,White,19,0,68,5,0,1,14,0,117894
M,White,19,1,9,7,0,3,0,1,70278
M,White,19,7,0,10,7,1,0,0,
M,White,19,0,19,7,0,2,2,1,107988
M,White,19,1,32,12,1,1,8,0,93354
M,Black,19,1,10,16,1,0,0,0,
M,White,19,0,54,10,0,5,7,0,109278
M,White,19,1,18,11,1,6,0,0,93354
M,White,19,0,24,8,0,3,3,0,121464
M,Hispanic,19,0,1,16,0,0,0,0,83706
M,Black,19,6,1,12,4,0,0,0,62742
M,Black,19,2,19,4,1,4,3,0,98052
M,White,19,0,8,14,0,3,1,0,125190
M,Black,19,4,22,8,4,2,2,0,93354
M,White,19,0,24,13,0,1,7,0,89130
F,White,19,3,0,12,2,2,0,0,
M,White,19,0,68,5,0,2,8,0,94122
F,White,19,1,10,11,1,1,0,0,85278
M,Black,19,3,1,8,3,1,2,0,102900
M,White,19,1,5,14,1,2,0,0,67326
M,White,19,1,1,11,0,2,0,0,185364
M,White,19,0,16,6,0,4,1,1,84630
M,Black,19,2,3,11,2,0,0,0,90348
M,Asian/Pacific,19,1,29,6,1,5,24,0,84054
F,Black,19,4,1,11,2,0,0,0,60600
M,Black,19,3,7,7,2,2,0,0,90024
M,White,19,0,62,4,0,1,36,0,84054
M,White,19,1,11,9,1,4,4,1,100980
M,Black,19,2,10,4,1,3,11,1,89130
M,Black,19,2,4,12,2,4,0,0,
M,White,19,2,0,8,0,4,0,0,99960
M,White,19,5,5,10,5,6,0,0,85278
M,White,19,1,74,8,1,1,15,0,117894
M,White,19,0,36,8,0,6,1,1,68262
M,Hispanic,19,1,9,12,1,2,2,0,96060
M,White,19,0,7,11,0,3,0,0,154932
M,White,19,1,0,10,1,1,0,0,77580
M,White,19,0,12,7,0,10,2,0,93354
F,White,19,3,4,11,3,2,1,0,75816
M,Hispanic,19,0,37,9,0,3,14,0,87006
M,Black,19,0,2,16,0,3,0,1,83706
F,White,19,0,18,8,0,3,3,0,117894
M,White,19,0,1,14,0,1,0,0,99978
M,Hispanic,19,0,52,7,0,10,13,0,100980
F,White,19,3,3,2,3,2,3,0,111474
M,White,19,0,9,10,0,1,17,0,97440
M,Black,19,2,0,14,2,4,0,0,
F,Hispanic,19,2,22,7,1,8,4,1,104628
M,White,19,12,4,1,11,2,2,0,90024
F,Black,19,1,6,10,0,2,1,0,111474
F,Black,19,1,12,9,1,4,4,0,93354
M,White,19,2,36,4,2,1,5,2,104628
M,White,19,1,13,13,1,10,3,0,136170
F,White,19,0,6,7,0,3,5,1,92430
F,White,19,0,2,11,0,0,0,0,68166
M,White,19,0,0,14,0,1,0,0,80400
M,Black,19,1,0,15,1,1,0,1,93192
M,Black,19,1,22,12,1,4,3,0,93354
M,Hispanic,19,0,37,3,0,3,13,0,84054
M,White,19,1,20,4,0,2,0,1,98052
M,White,19,0,24,13,0,3,1,0,96060
M,Hispanic,19,0,23,12,0,5,3,0,100980
M,Black,19,1,3,9,1,5,2,1,90024
M,Black,19,0,58,7,0,8,3,0,90024
M,White,19,0,0,7,0,4,0,0,64926
M,White,19,0,61,7,0,8,5,0,90024
F,Hispanic,19,2,31,7,2,5,2,1,93354
M,White,19,1,10,13,1,7,1,0,125190
M,White,19,1,60,5,2,5,28,0,87006
M,White,19,0,41,11,0,3,2,0,104628
M,Black,19,2,4,9,3,9,0,0,93354
M,White,19,0,3,9,0,0,0,0,
M,Hispanic,19,1,117,2,1,4,10,1,90024
M,Black,19,0,9,11,0,1,2,0,80724
M,Hispanic,19,1,49,6,1,6,17,0,104628
F,Hispanic,19,1,2,10,1,1,0,0,93354
M,Hispanic,19,1,1,13,1,1,0,0,100980
F,White,19,0,32,3,0,12,3,0,93354
M,Black,19,0,26,10,0,3,0,0,121464
M,Hispanic,19,0,0,17,0,0,0,1,
M,White,19,0,85,6,0,2,19,2,91338
F,Hispanic,19,1,32,4,1,10,2,0,104628
M,White,19,2,10,10,2,11,0,0,90540
M,Black,19,3,37,10,3,2,2,0,100980
M,White,19,0,0,16,0,0,0,0,58572
M,Hispanic,19,0,29,12,0,1,2,1,95106
M,Black,19,4,4,7,4,2,1,0,92316
M,White,19,0,10,13,0,4,4,0,83706
M,White,19,1,1,10,1,2,0,0,93618
M,White,19,1,12,14,1,1,3,0,125190
M,Black,19,0,11,13,0,4,0,0,102900
M,Black,19,2,15,5,2,1,5,0,121464
M,White,19,3,9,3,3,3,1,0,93354
M,Hispanic,19,8,5,7,8,4,0,0,103932
M,White,19,1,5,8,1,2,2,0,104628
M,Black,19,2,5,10,2,7,0,0,86130
M,White,19,0,0,11,0,1,0,0,80400
M,Black,19,0,4,8,0,0,2,0,79152
M,Black,19,5,3,6,5,0,0,0,
M,White,19,1,171,2,1,3,21,3,90024
M,White,19,1,25,5,1,5,1,1,104628
M,Hispanic,19,1,40,7,1,4,5,0,93354
M,White,19,2,56,1,2,9,4,0,104628
M,Black,19,2,8,12,2,2,1,0,83706
M,White,19,0,24,14,0,5,0,0,92316
M,White,19,1,16,5,1,5,6,1,97440
M,White,19,3,26,8,3,4,16,0,107988
M,Hispanic,19,0,32,10,0,2,26,0,84054
M,Black,19,2,5,13,2,1,1,0,93192
M,Hispanic,19,1,0,12,1,9,0,0,107988
M,Black,19,4,13,8,4,3,0,0,92430
M,Black,19,4,14,3,4,3,3,0,90024
M,Black,19,0,0,14,0,0,0,0,58572
M,Black,19,3,18,6,2,1,3,0,78012
F,White,19,1,79,0,0,10,15,0,90024
M,Black,19,0,21,3,0,1,3,1,97440
M,White,19,0,3,9,0,2,0,0,75102
M,Black,19,0,134,4,0,5,24,0,87006
M,Black,19,2,52,4,2,3,3,3,87006
M,White,19,0,6,11,0,7,0,0,100980
M,Black,19,2,3,13,2,0,0,0,72870
M,Hispanic,19,1,115,6,1,4,5,0,90024
M,White,19,0,41,11,0,3,58,2,87006
F,White,19,7,0,10,7,1,0,0,74946
F,Black,19,2,3,12,2,2,0,0,
M,Hispanic,19,0,3,14,0,9,0,0,170112
M,White,19,1,12,9,1,1,4,1,96060
M,White,19,4,1,9,4,0,1,0,70656
M,White,19,1,25,6,1,9,31,0,87006
M,White,19,0,20,13,0,3,5,0,96060
M,Black,19,2,8,9,2,5,2,0,93240
M,Black,19,3,7,8,3,4,1,0,100980
M,White,19,0,22,6,0,1,4,0,107988
M,Black,19,2,2,7,1,2,4,0,95106
M,Black,19,0,22,5,0,1,7,0,93354
M,White,19,1,3,12,0,2,0,1,100884
M,Hispanic,19,3,155,2,2,5,24,1,104628
F,Hispanic,19,0,3,14,0,3,0,1,93192
M,White,19,4,10,9,1,0,0,0,67326
F,White,19,2,1,9,1,0,1,0,69270
M,Black,19,6,10,5,8,2,3,0,93354
F,Black,19,2,4,14,1,0,0,0,64926
M,White,19,0,22,10,0,3,18,0,87006
M,Hispanic,19,0,1,12,0,1,0,0,93354
M,Black,19,3,10,11,2,1,5,0,125190
M,Black,19,2,85,7,2,2,4,0,93354
M,White,19,0,25,9,0,7,14,0,95106
M,White,19,1,74,5,1,4,7,0,93354
M,Hispanic,19,1,60,5,1,2,12,0,83616
M,Hispanic,19,2,2,7,2,0,0,0,101958
F,White,19,0,8,6,0,8,0,0,103932
M,White,19,0,10,12,0,1,0,0,96270
M,Black,19,6,3,7,3,2,0,0,
M,Hispanic,19,0,94,4,0,3,14,0,87006
M,Hispanic,19,0,2,10,0,1,0,0,74976
M,White,19,1,103,6,1,6,15,0,90024
M,White,19,1,157,2,1,7,5,0,90024
M,Hispanic,19,1,10,9,1,0,0,0,58572
M,White,19,2,68,8,2,2,34,0,87006
M,Black,19,3,8,7,2,2,1,0,90024
M,Black,19,3,33,4,3,2,6,0,90024
M,Black,19,2,1,8,2,3,1,2,111474
M,Black,19,2,5,12,2,1,0,0,87354
M,Hispanic,19,0,91,5,0,2,17,0,87006
M,White,19,0,35,3,0,1,15,0,90024
M,Hispanic,19,1,169,3,1,4,29,0,87006
M,White,19,0,273,3,0,1,23,0,84054
M,Hispanic,19,2,122,2,2,5,19,1,88296
M,White,19,2,31,9,2,2,6,0,93354
F,White,19,0,36,5,0,3,7,0,90024
M,Black,19,0,112,8,0,6,9,1,90024
M,Black,19,3,14,13,3,6,1,0,100980
M,Hispanic,19,0,25,5,0,17,3,0,104628
M,White,19,2,5,11,1,3,2,0,75726
M,Hispanic,19,2,7,11,2,1,0,0,86130
M,Black,19,1,16,12,1,4,1,0,93354
M,White,19,0,8,8,0,20,5,0,170112
M,White,19,2,5,6,2,2,0,0,106068
M,Black,19,0,3,16,0,1,1,0,81252
M,White,19,0,7,11,0,2,0,1,103932
M,White,19,1,15,8,1,6,0,0,90024
M,Black,19,0,5,12,0,0,0,0,67326
M,White,19,1,5,13,1,2,0,0,69264
M,White,19,1,66,4,1,8,20,0,101442
M,White,19,0,24,8,0,8,1,1,89718
M,Black,19,2,1,13,2,0,0,0,58572
M,Black,19,10,0,4,2,0,0,0,
M,White,19,1,7,8,1,3,9,1,94524
M,Black,19,1,1,15,1,0,0,0,
F,White,19,1,6,11,1,11,3,0,90846
M,White,19,5,5,8,4,6,0,0,
F,White,19,1,1,15,1,2,0,0,103932
M,White,19,3,15,6,3,5,13,0,97440
M,Black,19,1,13,5,1,2,3,1,97440
M,Black,19,0,4,14,0,0,0,0,
M,Black,19,2,26,4,2,3,4,0,96060
M,Hispanic,19,0,134,7,0,6,11,0,101442
M,Black,19,0,1,13,0,2,1,0,93354
M,White,19,0,3,12,0,1,0,1,107988
M,White,19,0,34,8,0,3,11,0,86130
M,Black,19,11,0,6,11,0,0,0,
M,Hispanic,19,1,59,4,1,4,19,0,90024
M,Hispanic,19,1,1,10,1,1,0,0,58572
M,Hispanic,19,0,30,6,0,4,23,0,90024
M,White,19,5,0,10,5,1,1,0,102900
M,Hispanic,19,1,45,6,1,2,2,0,111474
M,White,19,1,0,12,1,0,0,0,78006
M,White,19,1,48,7,1,9,7,0,93354
M,White,19,1,26,11,1,4,10,0,107988
M,White,19,0,2,10,0,2,0,0,111474
M,White,19,0,23,8,0,3,14,0,104628
M,White,19,0,33,7,0,10,5,0,93354
F,White,19,2,62,5,2,2,8,0,121464
M,Black,19,9,3,3,7,1,0,1,89718
M,White,19,3,2,8,2,7,0,0,
M,Black,19,0,42,10,0,2,17,0,90024
M,Black,19,1,7,14,1,8,1,0,96060
M,White,19,0,87,0,0,2,7,1,104628
M,White,19,4,9,10,3,5,0,0,96060
M,Hispanic,19,0,160,8,0,1,2,0,90024
M,White,19,2,34,10,2,11,4,0,90024
M,Black,19,3,7,9,3,2,0,0,69270
F,Native American/Alaskan Native,19,7,2,6,7,1,0,0,93354
M,White,19,1,51,14,1,2,0,0,92430
M,White,19,0,46,7,0,2,10,0,104628
F,White,19,2,40,3,2,2,11,0,87006
M,White,19,0,137,4,0,12,11,0,87006
F,Black,19,0,31,4,0,2,4,0,87006
M,Black,19,2,52,5,1,1,4,0,93354
M,Black,19,1,31,6,1,2,4,0,93354
M,White,19,0,81,1,0,7,7,0,90024
F,White,19,1,10,8,1,1,0,0,90348
M,Black,19,5,0,12,3,0,0,0,
M,White,19,0,93,4,0,11,2,0,90024
M,White,19,1,120,5,1,2,27,0,90024
M,White,19,0,15,10,0,12,1,0,93240
M,Black,19,4,6,5,3,1,3,0,92316
M,White,19,3,10,6,2,2,10,0,104628
M,White,19,1,15,10,1,7,1,0,98052
M,White,19,1,0,14,1,1,0,0,114846
F,White,19,5,0,10,4,3,0,0,102978
F,White,19,1,6,7,1,3,0,0,96828
M,White,19,4,2,11,4,1,0,0,
M,White,19,1,80,3,1,6,16,1,91338
M,Black,19,1,10,12,1,6,0,0,99756
M,White,19,2,5,12,2,2,0,0,111474
M,White,19,0,16,4,0,5,31,0,90024
M,White,19,1,29,1,1,5,10,0,87006
M,White,19,2,5,14,1,3,0,0,93354
F,White,19,2,3,7,2,0,1,0,85278
M,Black,19,0,78,5,0,3,26,0,94122
M,White,19,2,10,4,2,11,7,0,90024
M,Black,19,1,54,4,0,1,26,3,104628
M,Black,19,5,20,9,5,2,7,0,95106
M,White,19,0,2,8,0,5,0,0,111474
M,White,19,3,20,11,3,1,8,0,89718
F,Black,19,1,7,12,1,1,1,0,86130
M,White,18,2,8,8,2,12,4,0,97440
F,Black,18,2,5,12,1,2,1,0,93354
M,White,18,0,11,8,0,2,1,0,80736
M,White,18,2,32,10,2,5,1,0,93354
M,White,18,2,3,13,2,0,0,0,85278
M,Black,18,0,6,4,0,15,4,0,93354
M,Black,18,4,0,10,4,1,6,1,93354
M,White,18,4,6,12,3,1,0,0,
M,White,18,1,52,6,1,1,2,0,94524
M,Hispanic,18,4,52,8,3,9,1,0,95106
M,White,18,1,38,10,1,0,6,0,80724
M,White,18,0,79,4,0,2,18,0,87006
M,Black,18,1,77,4,1,1,12,0,87006
F,Black,18,2,4,6,2,2,1,1,95106
M,Black,18,3,0,12,3,6,1,0,96828
M,Hispanic,18,0,32,7,0,2,7,0,90024
M,White,18,0,0,11,0,0,0,0,
M,Asian/Pacific,18,0,18,7,0,2,18,0,90024
M,Asian/Pacific,18,2,139,2,0,4,8,0,101442
M,Hispanic,18,1,1,9,1,2,0,1,86130
M,Asian/Pacific,18,1,6,5,1,8,6,0,107988
M,White,18,0,17,12,0,0,2,0,66924
M,White,18,0,49,5,0,5,43,1,97440
M,White,18,3,2,11,3,1,1,0,75816
M,Black,18,5,2,9,4,1,5,0,111474
M,White,18,0,56,9,0,6,6,0,92430
M,Black,18,9,1,4,9,0,0,0,
M,White,18,1,85,4,1,4,20,0,90024
F,Hispanic,18,2,16,3,2,1,2,0,93354
M,White,18,0,2,12,0,1,0,0,
M,Black,18,1,28,7,1,1,21,0,87006
M,Black,18,3,5,7,3,0,0,0,69264
M,White,18,0,49,2,0,3,16,0,87006
M,Hispanic,18,1,2,12,1,0,0,0,75816
M,White,18,2,41,2,2,1,8,0,90024
M,Black,18,3,8,11,3,0,0,0,
M,White,18,1,18,7,1,5,8,0,89130
M,Hispanic,18,1,10,11,1,2,3,0,92316
M,Black,18,1,15,16,1,0,1,0,81252
M,White,18,1,6,16,1,13,0,0,99978
M,Black,18,1,4,7,0,3,2,0,111474
M,White,18,0,17,11,0,3,3,0,95106
M,White,18,3,2,11,2,1,0,0,67326
M,Black,18,2,5,9,2,2,0,0,81252
F,White,18,1,5,10,1,3,2,0,
M,White,18,1,28,4,1,0,6,0,68262
M,White,18,1,70,3,1,2,36,0,91338
M,White,18,3,10,12,2,0,1,0,70656
F,Black,18,1,1,9,1,0,1,0,93276
M,White,18,0,1,15,0,7,0,0,81252
M,Hispanic,18,1,124,3,2,4,6,1,84054
M,White,18,5,55,2,5,2,11,0,86142
M,Black,18,3,7,5,3,5,5,0,93354
M,Hispanic,18,0,39,12,0,5,5,2,104628
M,White,18,0,49,4,0,3,24,0,90024
F,Black,18,2,4,9,2,3,3,0,90024
F,White,18,1,2,10,1,1,0,0,69270
M,Black,18,1,38,6,1,4,9,1,117894
M,Black,18,2,2,12,2,0,0,0,74328
M,White,18,0,5,14,0,2,0,0,
F,Black,18,1,3,6,1,2,3,0,111474
M,White,18,2,0,10,2,0,0,0,77514
M,White,18,0,1,14,0,1,0,0,93192
M,White,18,4,11,10,4,0,0,0,70656
M,Black,18,1,17,14,1,2,0,0,100980
M,Black,18,5,0,9,5,4,0,0,69264
M,White,18,0,4,13,0,7,1,0,100980
M,Black,18,1,11,10,1,0,12,0,75726
M,Black,18,1,13,8,1,1,6,0,93354
M,Hispanic,18,2,106,3,2,1,9,2,87006
M,Black,18,5,10,8,6,5,7,0,93354
F,Black,18,1,14,7,1,11,4,0,93354
F,Black,18,0,6,3,0,8,0,0,104628
M,White,18,1,38,9,2,2,1,1,104628
M,White,18,1,9,10,1,1,4,0,84630
M,White,18,1,4,11,1,0,1,0,53136
M,White,18,2,1,10,2,3,1,0,103932
M,White,18,1,1,7,1,1,0,0,82008
F,Black,18,2,103,0,1,4,8,2,94122
M,Black,18,1,21,5,1,2,4,0,89130
M,White,18,3,20,10,2,9,1,0,93354
M,White,18,3,12,7,3,3,4,0,93354
M,White,18,4,4,7,4,0,5,1,93354
M,White,18,1,7,12,1,1,2,0,107988
F,Black,18,3,12,5,2,1,4,0,83706
M,White,18,2,0,12,2,4,0,0,80736
M,Asian/Pacific,18,0,6,10,0,2,2,1,90024
M,White,18,0,36,3,0,2,5,0,90024
F,White,18,7,3,8,7,2,0,0,
M,Black,18,3,9,8,3,3,0,1,
M,White,18,2,29,10,2,3,10,1,90024
M,White,18,1,2,15,1,0,0,0,64926
M,Hispanic,18,0,32,5,0,7,13,0,93354
M,White,18,0,12,16,0,2,0,2,93354
M,White,18,0,2,13,0,0,0,0,
M,White,18,1,6,12,1,7,6,0,90024
M,White,18,0,87,2,0,2,5,0,87006
M,White,18,0,84,9,0,14,5,0,93354
M,Black,18,0,12,6,0,3,1,0,90024
F,Black,18,2,1,12,2,1,0,0,83706
M,Asian/Pacific,18,0,53,3,0,6,25,0,90024
M,Hispanic,18,0,25,6,0,11,7,0,107988
M,Hispanic,18,6,4,10,6,0,0,0,
F,White,18,3,5,5,3,2,4,0,80724
F,White,18,0,8,11,0,3,3,0,82878
M,White,18,1,13,8,1,1,0,0,90024
M,Black,18,1,7,7,0,3,1,1,96060
F,White,18,0,8,11,0,2,2,0,83706
M,Hispanic,18,10,1,6,9,1,0,0,74328
M,White,18,4,2,11,1,1,0,0,
M,Black,18,3,14,7,3,3,0,1,107988
F,White,18,1,21,5,0,3,2,0,75372
M,White,18,0,42,4,0,3,15,0,90024
M,Black,18,0,103,3,0,5,12,1,87006
M,White,18,2,8,11,2,5,0,0,103932
M,Black,18,0,0,15,0,1,0,0,95106
M,Black,18,0,25,8,0,4,2,0,93354
M,White,18,0,4,7,0,0,0,0,111474
M,Hispanic,18,1,12,6,1,8,17,0,107988
M,White,18,1,61,8,1,1,1,1,107988
M,White,18,1,2,13,1,2,0,0,87048
M,White,18,1,2,10,1,4,0,0,111474
M,Black,18,0,42,0,0,5,7,1,87006
M,White,18,2,10,13,2,0,0,0,
M,Hispanic,18,0,100,2,0,2,27,2,87006
M,White,18,1,16,11,1,5,2,1,111474
F,White,18,1,30,8,0,4,7,0,93648
M,Black,18,2,17,3,1,1,20,0,87006
M,White,18,0,10,8,0,3,3,0,100980
M,Black,18,2,47,6,2,5,3,0,90024
M,Black,18,1,17,8,1,4,0,0,90024
M,Black,18,0,11,14,0,4,0,1,86130
M,White,18,0,52,4,0,2,9,1,90024
M,White,18,1,4,13,1,3,2,0,125190
M,White,18,1,0,9,2,0,0,0,92268
M,Black,18,5,0,8,5,0,1,0,85278
M,White,18,1,3,11,1,0,0,0,
M,Black,18,2,3,7,1,0,3,0,78012
M,Black,18,1,5,14,1,2,0,0,93354
M,White,18,0,2,6,0,1,0,0,63396
M,Black,18,1,2,10,0,3,0,0,102900
M,Hispanic,18,0,90,7,0,4,9,0,93354
M,White,18,0,18,6,0,3,0,0,93354
M,Black,18,1,2,15,1,1,0,0,62742
M,Black,18,3,4,6,3,2,1,0,86130
M,White,18,1,146,3,1,2,13,1,101442
M,Black,18,3,9,5,3,3,2,0,89130
M,White,18,2,91,5,2,1,11,0,87006
F,Black,18,1,3,14,1,1,0,0,93240
F,Black,18,7,4,3,7,4,0,0,75258
M,White,18,0,15,10,0,2,2,0,96060
M,White,18,1,94,8,1,5,3,1,100884
M,Asian/Pacific,18,1,28,11,1,5,3,0,95106
M,White,18,1,60,5,0,5,9,0,90024
M,White,18,0,57,6,0,14,0,0,93354
M,Hispanic,18,2,79,6,2,2,10,0,87006
F,White,18,3,49,2,3,7,31,0,97440
M,White,18,2,95,5,1,10,19,0,87006
M,Black,18,1,0,11,1,1,0,0,63456
M,Hispanic,18,1,128,3,0,10,30,0,101442
M,White,18,1,3,12,1,2,0,0,110370
F,Black,18,1,4,8,0,3,0,0,93354
M,White,18,3,4,11,3,4,0,0,65868
F,Black,18,1,3,11,1,4,0,0,102900
M,White,18,8,1,7,8,0,0,0,83604
M,White,18,2,13,8,1,1,2,0,125190
M,White,18,2,11,13,2,3,1,1,85278
M,Hispanic,18,3,69,6,2,7,4,0,93354
M,Hispanic,18,1,35,6,1,6,1,0,93354
M,White,18,2,9,9,2,2,0,0,96060
M,White,18,0,0,7,0,0,0,1,72810
M,White,18,0,16,13,0,3,0,0,107988
M,Black,18,4,0,9,4,1,0,0,
M,White,18,2,9,7,2,2,1,1,111474
M,White,18,3,26,7,2,3,0,0,89646
M,Black,18,1,0,16,1,0,1,1,78006
M,Black,18,3,14,5,3,4,6,0,90024
F,White,18,0,9,16,0,3,0,0,62742
M,Black,18,2,4,14,2,0,1,0,81252
F,White,18,2,3,11,1,13,0,0,102900
M,White,18,0,89,2,0,6,8,0,87006
M,White,18,2,8,13,2,4,0,0,93192
M,White,18,0,14,10,0,8,3,0,70656
M,White,18,2,12,12,2,0,0,1,82422
M,White,18,4,0,11,3,1,0,0,111474
M,White,18,0,7,6,0,2,2,0,111474
F,White,18,1,2,15,1,0,0,0,92316
M,White,18,0,51,5,0,6,6,0,90024
M,White,18,0,25,11,0,4,4,0,98052
M,White,18,0,9,11,0,3,3,0,80724
M,Black,18,2,4,15,2,2,0,1,96060
M,White,18,0,159,5,0,4,35,0,87006
M,Asian/Pacific,18,0,71,2,0,1,20,0,87006
M,White,18,2,4,8,0,3,0,0,
M,White,18,5,1,4,5,0,0,0,82746
M,White,18,1,0,13,1,0,0,0,78006
M,White,18,0,11,9,0,2,5,1,121464
M,Hispanic,18,0,4,12,0,1,0,0,103932
M,Hispanic,18,1,0,12,1,1,2,0,86130
M,Black,18,1,5,12,0,7,1,0,102900
M,White,18,0,1,12,0,4,0,0,111252
M,Black,18,2,22,6,2,1,1,0,90024
M,White,18,0,20,6,0,1,3,0,93354
M,White,18,1,9,9,1,1,1,0,90024
M,Black,18,0,34,4,0,0,16,0,84054
F,White,18,1,2,11,1,1,0,0,
M,Hispanic,18,0,10,10,0,6,0,0,93354
M,Hispanic,18,0,53,5,1,2,6,0,104628
M,White,18,0,27,9,0,1,2,0,90456
M,White,18,2,28,6,2,2,7,0,96060
F,White,18,1,1,14,1,0,0,0,76476
M,Black,18,3,12,7,3,4,1,1,93354
M,White,18,5,2,8,5,1,0,0,70278
M,White,18,3,0,8,1,1,0,0,74946
M,Black,18,2,20,9,2,1,0,0,90540
M,White,18,0,41,9,0,4,0,0,95106
M,White,18,0,40,7,0,3,4,0,94122
M,White,18,0,39,10,0,10,28,0,90024
M,White,18,0,65,4,0,6,32,0,90024
M,White,18,1,167,3,1,4,7,0,90024
M,White,18,3,9,11,3,1,0,0,93276
M,Black,18,3,39,5,2,1,3,0,93354
F,White,18,4,12,3,4,6,2,0,109278
M,White,18,1,20,8,0,4,2,1,93354
M,White,18,0,45,8,0,11,3,0,111474
M,White,18,10,1,6,9,0,0,0,
M,White,18,2,72,6,3,4,19,0,87006
F,Black,18,1,12,7,1,0,5,0,93354
M,White,18,0,48,6,0,5,3,0,92430
M,White,18,5,0,10,5,1,0,0,78822
M,White,18,0,4,10,0,4,0,0,92268
M,Black,18,1,21,5,1,1,46,1,88296
M,Black,18,0,3,15,0,0,0,0,83706
M,White,18,0,43,7,0,2,2,1,90024
M,Hispanic,18,0,48,5,0,3,22,0,94122
M,Black,18,7,0,9,7,0,0,0,75816
M,Black,18,11,3,1,8,0,2,0,66924
M,White,18,1,0,12,0,0,0,0,
M,White,18,1,5,11,1,12,0,0,123948
M,White,18,2,0,10,1,2,0,0,90456
M,White,18,2,14,7,1,5,2,0,96060
M,White,18,3,20,6,3,4,1,0,96060
F,White,18,3,9,9,2,3,0,0,125190
M,Hispanic,18,0,5,9,0,3,1,0,100980
M,White,18,4,1,12,4,1,1,1,96060
M,White,18,2,2,13,2,0,0,0,
M,Hispanic,18,2,60,6,2,2,8,1,90024
M,White,18,2,0,13,2,0,0,0,
M,White,18,0,137,5,0,3,23,0,97440
M,Hispanic,18,5,23,7,5,5,4,1,87006
M,White,18,1,15,13,1,1,1,0,80724
M,White,18,0,21,13,0,1,0,0,99978
M,Black,18,8,3,6,5,0,0,0,71682
M,White,18,1,1,13,0,2,0,0,102900
M,Black,18,1,30,7,1,8,2,1,107988
M,White,18,0,52,3,0,1,10,0,104628
M,White,18,2,26,3,2,5,11,1,87006
M,Black,18,7,2,4,6,0,0,0,96060
M,White,18,0,79,3,0,14,37,0,94122
M,White,18,0,9,9,0,1,0,1,111474
F,Black,18,4,6,9,4,1,1,0,95106
F,White,18,0,0,15,0,2,1,1,87918
F,Hispanic,18,4,11,2,3,5,7,1,110370
M,Hispanic,18,2,55,0,2,5,13,1,91338
M,White,18,0,27,10,0,8,0,0,111474
M,White,18,2,19,8,2,2,11,0,111474
M,White,18,0,4,8,0,0,1,0,73782
M,Hispanic,18,0,4,11,0,0,0,0,82008
M,White,18,3,36,7,3,1,2,0,93354
M,White,18,0,18,6,0,0,1,0,90540
M,White,18,0,64,11,0,6,5,0,90024
M,Black,18,0,1,10,0,1,1,0,107988
M,White,18,0,45,5,0,5,2,0,96060
F,Hispanic,18,1,83,5,1,1,11,0,75372
M,White,18,0,12,8,0,1,0,0,107988
M,Black,18,3,0,8,3,0,2,0,90024
M,White,18,0,43,2,0,7,7,1,87006
M,Native American/Alaskan Native,18,2,23,3,2,2,14,0,90024
M,White,18,2,9,8,2,17,0,1,
M,White,18,1,27,8,1,13,8,0,121464
M,Hispanic,18,0,0,17,0,0,0,0,64926
M,White,18,3,1,13,1,0,0,0,
