gender,race,allegation_count,sustained_count,honorable_mention_count,unsustained_count,discipline_count,civilian_compliment_count,trr_count,major_award_count,current_salary
M,White,3,0,7,1,0,3,2,0,97440
F,White,3,1,5,1,0,0,0,0,
M,Black,3,0,5,2,0,6,0,0,
M,White,3,3,3,0,3,0,0,0,
M,White,3,1,1,2,1,0,0,0,
M,White,3,0,4,2,0,0,0,0,
M,Black,3,2,1,1,0,1,0,0,
M,White,3,1,0,2,0,4,0,0,
M,Black,3,2,4,1,2,1,2,0,78006
M,White,3,0,6,2,0,2,0,0,80736
M,White,3,1,1,2,1,0,0,0,102960
F,Black,3,2,3,1,1,2,0,0,
M,White,3,1,0,0,1,0,0,0,
F,Black,3,0,20,2,0,1,3,0,84054
M,Black,3,1,1,0,1,0,0,0,
M,Black,3,1,12,1,1,0,0,1,
M,Hispanic,3,1,0,2,1,0,0,0,
M,White,3,0,16,0,0,15,0,0,90024
F,Black,3,0,4,2,0,1,0,0,93240
M,White,3,0,22,1,0,6,6,0,68262
M,Black,3,0,0,2,0,0,0,0,
M,White,3,0,6,1,0,4,0,0,93354
M,Hispanic,3,2,1,0,2,0,0,0,67908
M,White,3,0,1,1,0,0,0,0,82008
M,White,3,0,15,0,0,1,5,1,80016
M,White,3,0,0,0,0,4,0,0,69264
M,White,3,1,0,2,1,0,0,0,
M,Hispanic,3,3,5,0,3,0,0,0,
M,Black,3,0,16,0,0,2,3,0,94122
F,White,3,1,5,1,1,3,0,0,125190
M,White,3,0,18,1,0,4,0,0,96060
M,White,3,1,0,2,1,0,0,0,
M,Hispanic,3,0,18,1,0,8,5,0,84054
M,White,3,0,2,2,0,1,0,0,70278
M,White,3,0,0,1,0,0,0,0,
M,White,3,1,9,2,1,3,0,0,
F,Hispanic,3,0,20,2,0,1,0,0,87006
M,White,3,1,21,0,1,3,1,0,87006
F,White,3,0,3,2,0,2,0,0,96060
M,Hispanic,3,0,6,0,0,5,2,0,93354
F,Black,3,0,18,2,0,2,1,0,90024
M,White,3,0,0,1,0,1,0,0,
F,White,3,0,5,1,0,3,0,0,93354
M,Hispanic,3,0,0,0,0,0,0,0,60720
M,Native American/Alaskan Native,3,0,11,0,0,4,0,0,90618
F,White,3,0,4,0,0,0,0,0,76266
M,White,3,1,0,2,0,0,0,0,
M,White,3,0,0,2,0,4,0,0,
M,White,3,0,10,1,0,0,0,0,
M,White,3,1,0,2,1,0,0,0,82422
M,Black,3,1,1,2,1,0,0,0,
F,White,3,0,10,0,0,0,0,0,
M,White,3,0,2,2,0,1,0,0,
M,White,3,0,38,1,0,1,14,0,84054
M,White,3,0,17,0,0,0,1,0,84054
F,Black,3,0,21,3,0,4,3,1,90024
M,White,3,0,12,3,0,0,0,1,
F,White,3,1,0,1,1,0,0,0,
F,White,3,0,0,2,0,0,0,0,
M,White,3,0,0,2,0,1,0,0,
F,Black,3,1,0,1,0,0,0,0,
F,White,3,0,0,3,0,10,0,0,83706
F,White,3,1,1,1,0,0,0,0,70656
M,White,3,0,18,0,0,0,7,0,86748
M,White,3,0,0,1,0,0,0,0,
F,Black,3,0,0,3,1,1,0,0,93354
M,White,3,1,8,1,0,3,2,1,90024
M,Black,3,0,4,1,0,4,0,0,92430
M,Hispanic,3,0,18,1,0,9,6,0,87006
M,White,3,0,3,0,0,4,0,0,92316
F,White,3,1,65,1,1,4,4,0,87006
M,Hispanic,3,0,0,2,0,0,0,0,
F,Hispanic,3,0,41,0,0,1,6,2,101442
F,Hispanic,3,0,9,1,0,1,0,0,87006
M,Black,3,1,0,1,1,0,0,0,
M,Black,3,1,0,2,1,0,0,0,72810
M,Black,3,1,2,1,0,2,0,0,
M,White,3,1,10,2,0,0,0,0,
M,Hispanic,3,0,26,1,0,8,9,0,87006
F,White,3,1,23,1,1,1,14,0,87006
M,Hispanic,3,2,36,0,1,9,3,0,91338
F,Black,3,1,2,2,1,1,0,0,
M,White,3,0,0,2,0,4,0,0,69264
F,Black,3,2,3,0,1,2,0,0,
M,White,3,0,0,1,0,1,0,0,
M,Black,3,0,11,1,0,1,0,0,84054
F,Black,3,0,9,0,0,2,0,0,87006
M,Asian/Pacific,3,0,0,1,0,2,0,0,93354
M,White,3,1,14,0,1,2,3,0,84054
M,White,3,1,33,0,1,3,4,0,84054
F,Hispanic,3,0,23,1,0,0,1,0,76266
M,White,3,0,9,2,0,3,0,0,
M,Asian/Pacific,3,0,12,0,0,1,4,0,87006
M,Hispanic,3,1,62,1,0,9,6,0,94122
F,Black,3,1,24,1,0,1,4,0,87006
M,White,3,0,7,3,0,3,3,0,96060
M,White,3,0,5,0,0,3,0,0,107988
M,White,3,0,0,1,0,0,0,0,
M,Black,3,1,9,0,1,2,1,0,90024
M,White,3,0,2,2,0,2,0,0,
F,Hispanic,3,0,9,0,0,1,0,0,84054
M,Hispanic,3,1,22,0,1,3,1,0,84054
M,White,3,0,14,0,0,5,4,0,87006
M,White,3,0,2,3,0,2,0,0,
F,White,3,1,19,0,1,6,2,0,87006
F,White,3,0,12,1,0,2,2,0,87006
M,White,3,1,5,2,1,0,0,0,80736
M,White,3,1,0,2,1,0,0,0,
F,White,3,0,3,1,0,1,0,1,102978
M,White,3,1,2,1,1,2,0,0,
M,Hispanic,3,1,9,1,0,1,4,0,68262
M,White,3,1,0,0,1,0,0,1,70488
M,White,3,1,2,2,1,0,0,0,
M,White,3,0,0,2,0,0,0,0,
M,White,3,1,2,2,1,2,0,0,
M,White,3,1,2,0,1,0,0,0,
M,White,3,0,1,1,0,1,0,0,
M,White,3,1,8,2,1,0,0,0,
M,White,3,0,0,2,0,0,0,1,
M,White,3,0,3,2,0,0,0,0,81252
M,White,3,0,1,2,0,1,0,0,92430
M,Hispanic,3,0,9,0,0,1,5,0,80016
M,White,3,1,0,1,1,0,0,0,
M,Hispanic,3,0,47,0,0,4,9,2,87006
M,White,3,0,2,2,0,0,0,0,
M,White,3,0,0,2,0,0,0,0,
F,Black,3,1,0,1,1,1,0,0,95106
M,White,3,0,34,1,0,2,6,0,84054
M,White,3,0,5,1,0,4,1,0,97440
F,White,3,0,24,0,0,0,4,0,87006
M,White,3,0,0,2,0,0,0,0,
M,White,3,0,2,2,0,0,0,0,
M,White,3,0,0,2,0,1,0,0,74946
F,Hispanic,3,0,14,1,0,3,7,0,87006
F,Black,3,2,2,1,2,1,0,0,93354
F,White,3,0,6,3,0,5,0,0,93354
M,White,3,0,11,0,0,0,1,0,80016
M,White,3,0,3,2,1,0,1,0,72510
M,White,3,1,0,2,1,0,0,0,
F,White,3,0,36,2,0,2,1,0,97440
M,White,3,0,0,1,0,0,0,0,
M,Hispanic,3,0,89,2,0,6,0,0,99978
M,White,3,0,5,2,0,6,0,0,
M,White,3,0,6,3,0,5,0,0,125190
M,White,3,0,3,2,0,4,0,1,107988
M,White,3,1,0,2,0,0,0,0,67326
F,Hispanic,3,0,2,1,0,4,0,0,90024
F,Black,3,0,0,2,0,1,0,1,87918
M,Asian/Pacific,3,0,15,0,0,4,5,0,90024
M,White,3,1,0,1,1,4,0,0,
M,Black,3,1,2,0,0,1,0,0,72510
M,White,3,0,0,1,0,1,0,0,74946
M,Black,3,2,2,0,2,0,0,0,
M,Black,3,1,0,2,0,0,0,0,
F,Hispanic,3,0,5,2,0,2,1,0,68262
F,Hispanic,3,0,55,0,0,7,4,0,84054
M,White,3,0,9,2,0,3,0,1,
M,White,3,0,0,3,0,0,0,1,
F,Hispanic,3,0,90,2,0,2,2,0,87006
M,White,3,0,2,2,0,0,0,0,
M,Hispanic,3,0,21,0,0,2,6,0,84054
M,White,3,0,23,1,0,1,3,0,84054
M,Black,3,1,9,2,1,3,0,1,
F,White,3,1,0,1,1,1,0,0,93354
M,White,3,0,3,0,0,9,0,0,100980
M,White,3,1,0,1,1,1,0,0,96072
M,Black,3,1,1,1,1,0,0,0,
M,White,3,0,2,1,0,1,0,0,
M,Hispanic,3,0,5,2,0,0,0,0,
M,White,3,0,0,2,0,0,0,0,69264
M,White,3,2,0,1,2,0,0,0,78006
M,White,3,0,0,3,0,0,0,1,
M,White,3,0,0,0,0,1,0,0,74946
M,White,3,0,0,3,0,2,0,0,93240
M,White,3,1,21,0,0,0,0,0,76266
M,White,3,1,0,2,1,0,0,0,
F,White,3,0,11,3,0,2,0,0,90024
M,White,3,0,0,1,0,0,0,0,
F,Black,3,0,12,1,0,4,5,0,87006
M,White,3,0,2,2,0,2,0,0,
M,White,3,0,5,0,0,1,1,0,78006
M,White,3,1,1,0,0,1,0,0,103368
M,White,3,1,1,0,2,1,0,0,
M,White,3,0,0,2,0,4,0,0,69264
M,White,3,0,6,2,0,7,1,0,96072
M,White,3,0,2,3,0,0,0,0,
M,White,3,2,0,1,2,0,0,0,
F,Hispanic,3,1,22,0,1,1,3,0,87006
M,Black,3,2,4,1,1,4,0,0,
M,White,3,2,2,0,2,1,0,0,
M,White,3,0,32,2,0,7,16,0,94122
M,Black,3,0,17,3,0,20,1,1,92430
M,White,3,1,0,1,1,0,0,0,82746
M,Black,3,1,4,1,1,0,0,0,
M,White,3,1,8,1,1,0,0,0,
M,White,3,0,2,1,0,0,1,0,76266
M,White,3,1,22,1,1,4,8,0,87006
M,White,3,1,8,0,1,1,0,0,78360
M,White,3,0,1,2,0,2,0,0,122100
F,Black,3,1,1,2,1,1,0,0,93354
M,Black,3,0,0,1,0,0,0,0,
M,Hispanic,3,0,52,1,0,2,2,0,84054
M,White,3,1,4,0,1,3,1,0,90024
M,White,3,0,58,0,0,3,4,0,101442
F,Asian/Pacific,3,0,22,0,0,1,6,0,87006
M,White,3,1,8,1,1,20,0,0,102960
M,White,3,1,12,1,1,0,0,1,
M,White,3,1,2,0,1,0,0,0,
F,White,3,0,2,1,0,1,0,0,86130
F,Hispanic,3,0,5,2,0,1,1,0,93354
F,Black,3,0,12,1,0,25,0,0,90024
M,White,3,0,4,3,0,4,0,0,
M,White,3,0,8,1,0,0,1,0,84054
M,White,3,0,0,2,0,1,0,0,
M,White,3,1,0,2,1,0,0,0,
M,Asian/Pacific,3,0,75,0,0,3,4,0,101442
M,Black,3,1,4,0,0,4,0,0,
M,White,3,0,16,2,0,0,0,0,82008
F,White,3,0,22,1,0,2,1,0,87006
M,White,3,1,40,0,0,4,5,0,76902
M,White,3,0,10,1,0,7,4,0,90024
M,Black,3,0,0,2,0,1,0,0,72810
F,White,3,0,3,3,0,1,0,1,
M,White,3,0,9,2,0,0,4,0,68262
M,White,3,2,0,0,2,0,0,0,
M,White,3,1,0,2,1,4,0,0,
M,White,3,1,2,2,1,1,0,0,
F,Hispanic,3,0,9,0,0,0,1,1,80016
M,White,3,1,0,1,1,4,0,0,
M,White,3,0,1,1,0,2,0,0,80736
M,White,3,1,10,1,1,0,0,0,
M,White,3,0,0,2,0,1,0,0,
F,Black,3,0,0,2,0,1,0,0,83706
M,White,3,0,0,1,0,1,0,0,
M,Hispanic,3,2,4,1,1,0,0,0,
M,White,3,0,0,2,0,1,0,0,73968
F,Hispanic,3,0,5,2,0,3,0,0,93354
M,White,3,0,64,0,0,13,2,0,87006
M,White,3,1,0,1,1,0,0,0,80736
M,White,3,0,5,3,0,2,0,0,
M,White,3,0,0,2,0,0,0,1,97140
F,White,3,0,5,1,0,1,0,0,93354
M,White,3,0,68,0,0,4,5,0,87006
F,White,3,1,0,2,1,0,0,0,
F,White,3,0,0,3,0,0,0,0,
M,Black,3,0,0,0,0,0,0,1,
M,White,3,2,0,0,2,0,0,0,
M,White,3,0,44,1,0,1,4,0,87006
M,White,3,0,14,0,0,3,4,1,45732
M,Black,3,1,0,0,1,0,0,0,
M,White,3,0,20,1,0,4,3,0,84054
M,Hispanic,3,0,4,1,0,0,0,0,
F,Asian/Pacific,3,0,71,0,0,4,4,0,84054
M,White,3,2,1,1,1,1,0,0,
M,Black,3,2,0,1,2,0,0,0,
M,White,3,0,2,0,0,1,0,0,46632
F,Hispanic,3,0,13,0,0,1,0,0,90024
M,White,3,0,0,1,0,0,0,0,74946
M,White,3,0,12,1,0,0,1,0,80016
M,White,3,0,16,1,0,9,1,0,93354
M,White,3,0,19,0,0,3,3,0,90024
M,White,3,0,0,3,0,0,0,0,69264
M,White,3,0,10,1,0,0,0,0,
M,Black,3,1,5,0,0,2,0,0,70656
M,White,3,0,6,1,0,0,0,0,84402
M,Hispanic,3,1,5,2,1,0,0,0,
M,Black,3,0,0,3,0,0,0,0,
F,Black,3,0,1,2,0,0,0,0,
F,Hispanic,3,0,8,2,0,5,5,0,89718
F,White,3,0,25,1,0,0,0,0,76266
F,White,3,0,8,0,0,7,3,0,87006
M,White,3,0,5,2,0,9,0,0,96072
F,Black,3,0,2,0,0,0,0,0,80016
M,Hispanic,3,0,24,1,0,0,6,1,78012
M,White,3,1,48,0,1,7,4,1,101442
M,Hispanic,3,0,20,0,0,6,1,0,80016
M,White,3,0,0,3,0,0,0,0,
F,Black,3,0,12,1,0,2,2,1,96060
M,Hispanic,3,0,17,0,0,1,2,0,84054
M,Hispanic,3,0,32,0,0,3,2,1,87006
F,Hispanic,3,0,2,1,0,1,0,0,95106
M,White,3,1,0,2,1,0,0,0,
M,Black,3,1,3,2,1,0,0,0,96072
M,White,3,0,1,2,0,0,0,0,107382
M,White,3,0,0,1,0,0,0,0,
M,White,3,2,0,1,1,0,0,0,
M,White,3,1,0,0,1,0,0,0,
F,Hispanic,3,0,21,0,1,2,5,0,84054
M,White,3,0,5,1,0,6,0,0,69264
M,White,3,0,3,0,0,0,0,0,72510
M,Hispanic,3,0,3,1,0,0,0,0,83604
M,White,3,0,13,0,0,2,3,0,84054
F,Hispanic,3,0,14,0,0,3,3,0,87006
M,White,3,0,0,2,0,0,0,1,
M,White,3,0,0,0,0,0,0,0,
F,White,3,0,0,2,0,1,0,0,86130
F,White,3,1,0,0,0,4,0,0,
F,White,3,0,3,1,0,1,0,0,115566
F,Black,3,0,9,0,0,3,4,0,87006
M,White,3,0,2,0,0,0,0,1,
M,White,3,0,0,2,0,0,0,1,69264
F,Black,3,1,9,1,1,5,3,0,90024
M,Hispanic,3,0,64,0,0,4,13,0,84054
M,Black,3,1,0,2,1,0,0,0,
M,White,3,1,0,1,0,0,0,0,74946
M,Hispanic,3,2,14,1,2,2,0,0,80016
M,White,3,0,45,2,0,1,8,3,87006
M,White,3,1,0,0,0,0,0,0,87888
M,White,3,0,12,1,0,0,0,1,
M,White,3,0,0,2,0,0,0,0,
M,Black,3,3,1,0,3,0,0,0,
M,Black,3,1,0,1,0,0,0,0,
M,White,3,0,3,3,0,0,0,0,
F,White,3,0,2,3,0,3,0,0,93192
M,Black,3,1,3,2,1,2,0,0,
F,Hispanic,3,1,1,0,1,2,0,0,97044
M,White,3,2,0,1,1,0,0,1,
M,Black,3,0,43,0,0,2,0,0,90024
M,White,3,0,7,1,0,14,0,0,107382
M,White,3,1,16,0,1,2,6,1,87006
F,White,3,0,10,0,0,2,2,0,90024
M,White,3,0,2,2,0,2,0,0,
F,Black,3,0,4,2,0,3,1,0,92430
F,Black,3,0,14,1,0,4,3,1,87006
M,Black,3,1,5,0,1,6,0,0,
M,White,3,0,1,1,0,0,0,0,
M,Hispanic,3,0,2,2,0,7,2,0,111252
M,Black,3,1,50,0,1,1,0,0,93354
M,White,3,0,0,3,0,0,0,0,57426
F,Black,3,1,0,1,1,1,0,0,93354
F,Hispanic,3,1,3,1,1,5,0,0,93354
M,White,3,0,2,3,0,1,0,0,
M,Black,3,0,3,2,0,0,0,0,69264
M,White,3,1,2,2,0,0,0,0,
F,Hispanic,3,0,17,0,0,2,0,0,80016
M,White,3,0,2,1,0,2,0,0,
M,Asian/Pacific,3,0,2,0,0,1,0,0,72510
M,White,3,0,0,1,0,0,0,0,
M,White,3,1,3,1,1,0,0,0,
M,Black,3,0,15,0,0,2,1,0,87006
M,White,3,0,2,0,0,0,0,0,
F,White,3,0,0,1,0,0,0,0,77514
M,White,3,0,47,1,0,8,14,0,87006
M,Black,3,0,16,1,0,1,0,0,94236
F,White,3,0,11,0,0,0,2,0,84054
M,White,3,1,0,2,1,0,0,0,
M,Hispanic,3,0,19,1,0,0,1,0,84054
M,Black,3,2,0,1,2,0,0,0,
M,White,3,0,24,0,0,6,8,0,87006
M,Hispanic,3,0,72,0,0,2,6,0,80016
M,Hispanic,3,0,33,0,0,4,3,0,104628
M,White,3,0,18,0,0,0,9,0,84054
M,White,3,0,0,3,0,0,0,0,
M,White,3,0,5,1,0,5,1,0,100980
M,White,3,0,79,0,0,5,5,0,94122
M,White,3,0,4,1,0,4,0,0,
F,White,3,0,0,2,0,0,0,0,
M,White,3,0,2,2,0,1,0,0,
M,White,3,0,0,0,0,1,0,0,
M,Black,3,1,0,2,1,0,0,0,
M,White,3,0,0,3,0,0,0,1,69264
M,White,3,1,0,2,1,0,0,0,
M,White,3,1,0,2,1,4,0,0,
F,Black,3,0,5,2,0,4,2,0,93354
M,Black,3,1,18,0,0,1,5,0,84054
M,White,3,1,0,2,1,0,0,0,
M,Black,3,0,9,3,0,3,0,1,
M,White,3,1,2,1,1,0,0,0,
F,Black,3,0,1,0,0,1,0,0,102900
F,White,3,0,2,2,0,1,0,0,
F,White,3,0,3,1,0,0,1,1,73164
M,White,3,0,23,0,0,0,3,0,84054
F,Black,3,0,0,3,0,0,0,0,82878
M,Black,3,2,1,1,2,0,0,0,
M,White,3,0,7,0,0,0,1,0,90024
M,White,3,0,55,0,0,5,8,1,84054
M,White,3,3,0,0,3,1,0,0,
F,White,3,0,1,2,0,2,0,0,86520
M,White,3,1,2,0,1,1,0,0,
M,Asian/Pacific,3,0,45,0,0,5,6,0,87006
M,White,3,0,0,2,0,0,0,0,69264
M,White,3,0,1,3,0,1,1,1,90024
M,Hispanic,3,0,0,2,0,0,0,0,
F,Hispanic,3,0,3,2,0,2,0,0,100980
M,Black,3,0,0,2,0,0,0,0,
M,Black,3,2,2,0,0,0,0,0,
M,White,3,1,0,2,1,0,0,0,69330
M,White,3,0,5,2,0,0,0,0,69264
M,White,3,0,0,3,0,0,0,1,
M,White,3,2,4,1,2,0,0,0,
F,White,3,0,5,2,0,2,0,0,
F,White,3,0,19,3,0,7,9,0,90024
M,White,3,0,20,0,0,4,6,0,88296
M,White,3,2,0,1,1,0,0,1,82422
F,Hispanic,3,2,0,0,2,0,0,0,70278
M,White,3,0,0,1,0,1,0,0,74946
F,Black,3,1,6,2,1,1,0,0,80724
M,White,3,0,5,1,0,6,0,0,74976
F,Black,3,0,2,1,0,1,0,0,84054
M,White,3,1,0,2,1,0,0,0,
M,Hispanic,3,1,1,0,1,0,0,0,68262
M,White,3,1,0,1,0,0,0,0,
M,White,3,0,0,2,0,0,0,0,
M,Hispanic,3,0,26,0,0,2,4,0,80016
M,Black,3,0,19,0,0,1,3,0,84054
M,White,3,0,2,1,0,1,0,0,
M,White,3,1,0,1,0,4,0,0,90456
M,White,3,2,0,0,2,4,0,0,64926
M,Hispanic,3,0,39,0,0,2,4,0,84054
M,Hispanic,3,0,13,2,0,5,2,0,84054
M,Black,3,0,3,2,0,2,0,0,64926
M,White,3,0,2,3,0,1,0,0,
M,White,3,0,54,0,0,11,11,0,90024
F,Black,3,0,0,0,0,0,0,0,176532
M,White,3,1,2,1,0,0,0,0,
M,White,3,0,0,2,0,1,0,0,74946
M,Hispanic,3,0,12,0,0,1,4,0,80016
F,Hispanic,3,0,2,2,0,2,1,0,70656
M,White,3,0,30,0,0,1,7,0,87006
F,Black,3,0,11,3,0,1,0,0,83706
F,Black,3,3,0,0,3,0,0,0,
F,Black,3,1,0,1,1,1,0,0,92316
M,Black,3,2,0,1,2,4,0,0,
M,Hispanic,3,0,35,2,0,5,5,1,90024
F,White,3,0,3,2,0,3,0,0,83706
M,White,3,0,29,1,0,0,5,0,84054
M,Hispanic,3,2,21,1,1,1,3,1,
M,Black,3,3,0,0,2,0,0,0,
F,Hispanic,3,0,37,1,0,2,4,0,87006
F,White,3,0,15,0,0,1,0,0,99756
F,White,3,0,5,0,0,1,2,1,90024
M,White,3,1,33,0,0,1,13,0,91080
M,White,3,0,0,2,0,0,0,0,74946
M,Black,3,1,0,2,1,0,0,0,
F,Native American/Alaskan Native,3,0,132,1,0,2,3,0,87006
M,White,3,1,0,2,1,1,0,0,
F,White,3,0,1,3,0,3,0,0,79632
M,Black,3,1,0,1,1,0,0,0,74328
M,White,3,0,1,1,0,2,0,0,100980
M,Hispanic,3,0,49,1,0,5,8,0,87006
M,White,3,0,8,0,0,0,5,0,74028
M,White,3,2,0,1,2,0,0,0,
F,Black,3,0,5,2,0,1,1,0,90024
F,White,3,0,22,1,0,6,0,0,90024
F,White,3,0,12,1,0,0,0,1,
F,Black,3,2,0,0,1,0,0,0,
F,Black,3,0,3,2,0,0,1,0,55728
M,Black,3,0,0,1,0,0,0,0,74328
M,White,3,0,5,2,0,6,0,0,
M,White,3,1,2,2,1,0,0,0,
M,White,3,2,0,0,2,0,0,0,
M,White,3,0,14,0,0,1,5,0,87006
F,Hispanic,3,0,11,0,0,1,1,0,84054
M,White,3,0,0,1,0,0,0,0,74946
M,White,3,0,2,3,0,0,0,0,83706
M,White,3,0,2,3,0,1,0,0,
F,Black,3,2,0,0,1,0,0,0,
M,White,3,0,1,1,0,1,0,0,
F,Black,3,2,0,1,0,0,0,0,
F,White,3,0,0,2,0,0,0,0,82878
M,White,3,1,0,1,0,0,0,0,
M,Black,3,0,0,2,0,1,0,0,99144
M,White,3,0,0,3,0,4,0,0,
M,White,3,0,53,0,0,2,10,2,75372
M,White,3,1,2,2,1,1,0,0,
M,White,3,1,2,0,1,0,0,0,
M,Black,3,0,3,2,0,0,0,0,82422
M,White,3,1,0,0,1,2,0,0,100980
M,Hispanic,3,0,25,0,0,4,4,0,80016
M,White,3,0,0,2,0,0,0,0,83604
M,White,3,0,2,3,0,1,1,0,
M,Hispanic,3,0,36,1,0,7,2,0,87006
M,White,3,0,1,2,0,0,0,0,74976
M,Black,3,3,0,0,3,0,0,0,
M,White,3,0,0,2,0,0,0,0,79152
M,Black,3,2,2,0,2,1,0,0,
M,Hispanic,3,0,14,2,1,2,1,0,87006
F,White,3,1,2,2,1,3,0,0,79926
M,White,3,0,0,2,0,4,0,0,
M,Hispanic,3,0,5,1,0,10,0,0,111474
M,White,3,0,20,0,0,5,1,0,53580
M,Black,3,0,0,0,0,0,0,0,68166
F,White,3,0,9,1,0,7,4,0,93354
M,Black,3,0,81,0,0,2,11,0,84054
F,Black,3,0,1,1,0,2,0,0,100980
M,White,3,0,3,2,0,0,0,0,64926
M,Black,3,1,8,2,1,0,0,0,
M,Black,3,1,0,2,1,0,0,0,
M,White,3,0,1,2,0,1,0,0,
M,White,3,0,1,2,0,1,0,0,69264
M,White,3,0,2,2,0,2,0,0,
M,Hispanic,3,0,41,0,0,6,14,0,84054
M,Black,3,1,4,2,1,4,0,0,
M,White,3,0,46,0,0,3,5,0,73164
F,Black,3,1,0,2,1,0,0,0,
M,White,3,0,2,2,0,2,0,0,
M,Asian/Pacific,3,0,0,2,0,0,0,0,66924
M,Black,3,0,2,1,0,1,0,0,
M,White,3,0,2,2,0,1,0,0,86532
M,White,3,0,0,2,0,0,0,0,
M,White,3,1,7,0,1,0,1,0,76266
F,Asian/Pacific,3,2,13,0,0,4,4,0,87006
F,White,3,0,23,2,0,2,3,1,90024
M,White,3,0,2,2,0,1,0,1,89718
M,White,3,0,2,1,0,2,0,0,58572
F,Hispanic,3,1,7,0,1,2,1,0,87006
M,White,3,1,1,1,1,3,0,0,106068
M,White,3,1,0,0,1,0,0,0,
M,White,3,0,10,2,0,0,0,0,
M,White,3,0,0,1,0,4,0,0,
M,White,3,1,2,1,1,0,0,0,
M,White,3,2,10,0,1,1,0,0,90024
M,White,3,1,1,2,1,0,0,0,
M,White,3,0,23,1,0,1,8,0,80016
M,White,3,2,0,0,2,0,0,1,
F,White,3,0,0,1,0,0,0,0,
M,Black,3,0,5,1,0,6,0,0,
F,Hispanic,3,0,5,2,0,3,0,0,103932
M,White,3,1,0,2,1,0,0,0,
M,White,3,1,2,2,1,0,0,0,
M,White,3,0,0,3,0,4,0,0,
M,White,3,0,34,0,0,9,6,0,94122
M,White,3,1,3,1,1,0,0,0,76476
M,White,3,0,5,2,0,2,0,0,
F,White,3,3,4,0,3,4,0,0,
M,White,3,2,0,1,1,0,0,0,
M,White,3,0,0,1,0,0,0,0,
F,Hispanic,3,0,0,0,0,1,0,0,103932
M,White,3,0,0,2,0,0,0,0,69264
M,White,3,1,2,1,0,2,0,0,
M,Black,3,2,4,1,2,4,0,0,
M,White,3,0,26,0,0,1,8,0,87006
F,White,3,0,17,1,0,1,1,0,87006
M,White,3,0,5,3,0,6,0,0,
M,Black,3,0,8,0,0,0,0,0,54702
M,Black,3,0,1,3,0,1,0,0,90024
F,Hispanic,3,0,12,0,0,3,1,0,84054
M,White,3,0,0,2,0,4,0,0,
M,Black,3,1,6,1,0,1,0,0,
M,White,3,0,21,0,0,3,0,0,64992
M,Hispanic,3,2,0,0,1,0,0,0,
M,White,3,0,1,3,0,3,0,0,111474
M,White,3,1,5,1,1,6,0,0,
M,White,3,0,29,2,0,5,12,0,94122
M,White,3,1,0,1,1,0,0,0,69264
F,Hispanic,3,0,12,1,0,7,0,0,87006
F,Black,3,1,1,2,1,0,0,0,90024
M,Hispanic,3,0,2,0,0,4,0,0,97440
M,White,3,0,0,1,0,0,0,0,
M,White,3,2,5,1,2,2,0,0,
M,Hispanic,3,1,5,2,1,6,0,0,
M,White,3,1,0,0,1,0,0,0,
M,White,3,0,4,1,0,0,0,0,
M,White,3,0,1,1,0,1,0,0,82422
M,White,3,1,5,2,1,6,0,0,
F,White,3,0,10,0,0,7,0,0,95106
M,White,3,1,13,0,1,0,0,0,76266
F,Hispanic,3,0,4,1,0,2,2,0,84054
M,Black,3,1,0,1,1,0,0,0,
M,White,3,0,0,1,0,0,0,0,
M,White,3,0,0,0,0,1,0,0,85644
F,White,3,0,1,2,0,1,0,0,90024
M,White,3,3,5,0,2,2,0,0,
M,White,3,0,29,3,0,11,0,0,101958
M,Hispanic,3,2,5,0,2,0,0,0,
M,Hispanic,3,0,14,1,0,2,7,0,84054
M,White,3,0,0,3,0,1,0,0,74946
M,Black,3,0,0,2,0,0,0,0,
M,White,3,0,4,1,0,0,0,0,
F,Black,3,1,8,2,1,0,0,0,73116
F,White,3,1,5,0,1,6,0,0,
M,White,3,0,2,2,0,1,0,0,
F,White,3,0,1,3,0,0,0,0,
M,White,3,2,1,1,0,0,0,0,
M,Hispanic,3,0,8,3,0,0,0,0,
M,White,3,0,36,0,0,1,9,0,87006
M,White,3,0,2,2,0,1,0,0,
F,White,3,0,12,0,0,0,0,0,76266
M,White,3,0,0,2,0,0,0,0,
M,Black,3,2,4,1,0,4,0,0,
M,Hispanic,3,0,25,0,0,4,11,0,87006
M,White,3,0,0,2,0,0,0,0,
M,White,3,0,5,2,0,2,0,0,
M,White,3,0,3,3,0,0,0,0,
F,Black,3,0,8,0,0,6,0,0,87006
M,White,3,0,4,2,0,0,0,0,
M,White,3,0,17,0,0,0,6,0,84054
M,White,3,0,36,0,0,2,7,1,75372
M,Hispanic,3,1,2,0,1,2,0,0,89142
M,White,3,0,0,1,0,0,0,0,82422
F,Black,3,0,10,0,0,4,7,0,87006
M,White,3,0,0,1,0,0,0,0,
M,White,3,0,0,2,0,1,0,0,67326
M,White,3,0,10,1,0,0,0,0,
M,White,3,2,4,1,0,4,0,0,
F,Black,3,1,10,0,1,0,3,0,90024
M,White,3,0,2,3,0,1,0,0,
M,White,3,0,2,2,0,2,0,0,141888
M,Hispanic,3,0,9,1,0,1,2,0,87006
M,Black,3,2,2,0,1,0,0,0,64992
M,White,3,0,0,1,0,1,0,0,87354
M,White,3,2,0,1,2,0,0,0,
