race,rank,allegation_count,civilian_compliment_count,current_badge,current_salary,honorable_mention_count,unsustained_count
Asian/Pacific,Police Officer,34,2,12684,93354,5,15
White,Police Officer Assigned Evidence Technician,3,2,7839,94524,143,2
White,Police Officer,1,0,9874,68616,3,0
White,Police Officer,44,2,19999,90024,56,14
White,Police Officer,12,1,16080,96060,2,7
White,Police Officer,4,2,5495,84054,18,1
White,Police Officer,0,0,16428,48078,2,0
Black,Police Officer as Detective,11,9,20545,97440,16,2
White,Police Officer,4,1,10337,84054,37,1
White,Police Officer,2,5,16508,87006,31,1
White,Sergeant of Police,22,3,1330,104628,113,11
Asian/Pacific,Police Officer,17,1,16418,93354,24,8
Black,Police Officer,32,1,3789,95106,14,18
White,Police Officer,3,0,15498,76266,1,0
Black,Police Officer as Detective,4,1,20520,97440,2,1
Hispanic,Police Officer Legal Office II,11,5,2323,121464,1,7
White,Police Officer,0,0,18265,48078,1,0
White,Police Officer,3,5,8841,73116,5,2
White,Sergeant of Police,10,5,1347,99960,19,3
White,Police Officer as Detective,3,2,20217,100980,2,0
Asian/Pacific,Police Officer,4,3,9554,84054,14,1
Black,Police Officer,4,1,19068,75726,3,0
Hispanic,Police Officer,2,1,11739,80016,11,0
White,Sergeant of Police,57,8,2600,111474,15,31
Hispanic,Police Officer,3,2,16329,87006,80,0
White,Police Officer,5,3,3460,87006,47,1
Black,Police Officer,23,1,18501,80724,8,11
Hispanic,"",0,0,8948,48078,0,0
White,Police Officer,7,2,7833,90024,5,2
Unknown,Police Officer,0,0,11107,48078,0,0
White,Police Officer as Detective,33,6,20058,100980,8,21
Black,Police Officer,19,4,18989,93354,16,12
Hispanic,Sergeant of Police,39,5,1870,111474,22,28
White,Police Officer,1,6,14424,87006,35,0
Hispanic,Police Officer,1,0,19506,68616,3,0
White,Police Officer,34,3,6743,93354,38,26
Black,Sergeant of Police,26,2,1139,106920,2,12
Black,Police Officer,6,1,10109,90024,33,1
Hispanic,Police Officer / Field Training Officer,8,2,17735,88296,15,0
Black,Sergeant of Police,11,0,2530,93276,0,5
White,Sergeant of Police,12,6,1057,104628,37,1
White,Police Officer,9,5,16605,90024,55,2
White,Police Officer,13,3,10384,96060,19,5
White,Police Officer,4,1,13519,84054,6,1
White,Police Officer,25,7,8699,96060,30,10
Hispanic,Police Officer as Detective,5,4,2090,100980,10,3
White,Police Officer,0,1,13661,76266,10,0
White,Sergeant of Police,14,1,1947,104628,23,2
White,Police Officer,12,2,13798,90024,12,2
White,Sergeant of Police,5,2,2572,75102,2,5
White,Police Officer,7,18,19810,90024,32,2
Black,Police Officer,40,4,6824,86130,11,22
Black,Police Officer,0,0,18470,48078,0,0
White,Police Officer,8,13,18987,93354,16,4
White,Police Officer,5,7,18765,93354,5,4
White,Police Officer,4,3,19081,90024,15,1
White,Sergeant of Police,15,7,2301,111474,25,5
Black,Police Officer,3,3,9727,90024,20,1
Hispanic,Police Officer,4,4,16554,87006,18,0
White,Police Officer,1,0,15785,48078,0,0
White,Lieutenant of Police,6,31,222,125190,4,2
White,"",0,0,11742,48078,0,0
Hispanic,Sergeant of Police,7,2,1484,104628,10,1
White,Police Officer,11,1,10079,90024,61,4
Black,Police Officer as Detective,9,1,20301,94122,28,3
White,Lieutenant of Police,11,8,738,84630,7,6
Black,Police Officer,60,1,8050,96060,3,30
White,Sergeant of Police,9,3,918,107988,3,5
Black,Sergeant of Police,28,0,1410,101958,0,10
Black,Police Officer,14,3,14646,90024,15,4
White,Police Officer / Field Training Officer,5,1,15872,94524,54,3
White,Sergeant of Police,28,7,1783,104628,27,9
White,Police Officer as Detective,11,3,21419,97440,20,2
Hispanic,Police Officer,13,1,13901,87006,58,0
Black,Lieutenant of Police,2,2,290,125190,2,0
Hispanic,Police Officer,3,2,19724,93354,16,2
White,Police Officer,0,1,17528,90024,8,0
White,Police Officer,6,10,17040,93354,58,4
Black,Police Officer as Detective,16,2,20297,97440,51,2
White,Sergeant of Police,12,1,1708,104628,48,5
White,Police Officer Assigned Traffic Specialist,8,2,17643,99978,6,5
Black,Police Officer,17,1,5391,90024,10,9
Black,Police Officer,1,7,14866,95106,7,0
White,Police Officer,9,3,13945,86130,7,4
White,Police Officer,3,2,12229,72510,10,0
Hispanic,Police Officer,15,3,16937,90024,38,2
White,Police Officer as Detective,25,4,20640,97440,54,6
Hispanic,Police Officer,0,0,16767,76266,16,0
White,Police Officer,10,1,18427,93354,7,5
White,Police Officer,22,1,6273,91404,21,12
Hispanic,Police Officer,21,2,10516,86142,92,4
Hispanic,Police Officer,6,4,13319,87006,69,1
White,Police Officer,0,0,10484,68616,2,0
Hispanic,Police Officer,8,2,13672,84054,75,2
White,Police Officer,3,1,13250,76266,11,0
Black,Police Officer,11,4,11850,90024,53,1
White,Sergeant of Police,5,0,1480,91446,0,4
White,"",0,0,10383,48078,0,0
Asian/Pacific,Police Officer,5,14,6855,87006,20,0
White,Lieutenant of Police,1,2,206,96270,0,0
White,Police Officer,28,6,11095,90024,32,10
White,Police Officer as Detective,26,2,21404,97440,136,4
Black,"",0,0,9353,48078,0,0
Hispanic,Police Officer,12,4,4159,90024,56,2
Black,Police Officer,13,5,16725,90618,9,1
Hispanic,Police Officer,0,0,9148,68616,2,0
Hispanic,Police Officer,5,6,5985,84054,6,2
White,Police Officer,0,2,5008,87006,4,0
Black,Police Officer,13,3,13160,96060,4,5
Hispanic,Police Officer,2,0,17353,68616,1,0
White,Sergeant of Police,16,1,4304,90348,6,6
White,Police Officer as Detective,11,6,21322,94122,58,3
Hispanic,Police Officer,0,0,13974,76266,4,0
White,Police Officer,14,4,8707,90024,20,5
Hispanic,Sergeant of Police,11,1,1710,111474,1,7
Asian/Pacific,"",1,5,16437,91338,2,0
Asian/Pacific,Police Officer,26,4,18009,87006,155,12
Hispanic,Police Officer,21,2,12569,86142,49,5
Hispanic,Police Officer,18,3,13529,78012,32,3
Black,Police Officer,1,3,12626,90024,2,0
Black,Police Officer,6,8,8433,90024,11,2
Black,Police Officer,2,3,9269,87006,12,1
White,Captain of Police,3,3,68,89856,3,2
Hispanic,Police Officer,20,2,13011,87006,95,5
White,Police Officer,0,0,2931,48078,1,0
White,Police Officer as Detective,6,2,20067,97440,2,4
White,Sergeant of Police,16,7,2450,107988,2,7
Hispanic,Police Officer,9,3,15578,96060,11,6
White,Police Officer,5,1,4142,84054,14,0
Hispanic,Police Officer,1,0,9702,68616,0,0
White,Police Officer,6,4,4314,87006,21,2
Hispanic,Police Officer,0,0,12291,68616,5,0
White,Police Officer,4,5,19858,90024,15,2
Asian/Pacific,Police Officer,21,5,16130,94524,42,0
White,Police Officer,17,2,7602,83706,15,13
Black,Police Officer,16,6,17195,85278,9,11
White,Lieutenant of Police,18,1,511,125190,13,8
White,Police Officer,8,5,15559,75372,37,2
White,Lieutenant of Police,8,1,302,121464,17,5
Hispanic,Police Officer / Field Training Officer,51,6,8385,100980,38,28
White,Police Officer,8,4,3990,96060,6,6
White,Sergeant of Police,7,6,1945,104628,53,2
Black,Police Officer,0,0,19166,80016,1,0
White,Police Officer as Detective,12,2,20526,97440,9,3
White,"",0,0,10828,48078,0,0
White,Police Officer as Detective,6,5,20518,97440,15,1
Black,Police Officer,5,7,18728,93354,8,2
Black,Police Officer,6,1,10343,78012,2,0
Hispanic,Police Officer,20,0,8403,76476,12,16
White,Police Officer,2,4,10150,84054,17,1
White,Police Officer,19,16,8093,96060,21,6
White,Sergeant of Police,26,6,1510,107988,22,12
White,Police Officer,16,4,7012,90024,57,6
White,Police Officer as Detective,13,4,20612,97440,21,7
White,Police Officer,24,2,4317,90024,109,7
White,Police Officer,1,0,6527,84054,10,0
Black,Police Officer,24,4,12220,93354,12,11
Black,Deputy Chief,16,6,638,170112,18,10
Hispanic,"",0,0,10282,48078,0,0
White,Sergeant of Police,8,5,2075,104628,18,1
White,Lieutenant of Police,8,3,494,108918,5,6
Black,Police Officer,6,2,18767,87006,10,2
White,Police Officer,5,5,12917,90024,27,1
Hispanic,Police Officer,4,0,12490,84054,28,1
Hispanic,Police Officer Assigned Traffic Specialist,1,2,12929,94524,15,0
Hispanic,Police Officer,7,4,11423,87006,59,0
White,Police Officer,15,4,12079,79926,11,6
White,Police Officer,4,3,17980,93354,4,1
Hispanic,Police Officer,3,0,19056,76266,17,0
Black,Police Officer,6,11,11709,90024,23,0
White,Police Officer,11,5,5272,87006,41,5
Hispanic,Police Officer,13,10,7430,83706,20,4
Hispanic,Police Officer,10,4,12846,87006,76,2
White,Police Officer,19,2,12802,90024,4,1
White,Police Officer as Detective,8,9,20401,100980,15,3
White,Lieutenant of Police,7,5,236,117894,84,0
White,Sergeant of Police,11,1,1341,107988,2,3
White,Lieutenant of Police,7,8,209,162684,4,4
Hispanic,Police Officer,54,5,18585,80724,43,34
White,Sergeant of Police,30,4,2630,111474,22,18
White,Sergeant of Police,15,6,2550,107988,20,9
Asian/Pacific,Police Officer,6,4,14917,93354,12,5
White,Police Officer,19,6,18635,89718,14,5
White,Police Officer,0,1,16368,72510,3,0
Hispanic,Police Officer,0,1,10478,87006,62,0
White,Police Officer,22,5,19974,93354,19,12
White,Police Officer,6,4,7243,84054,40,0
White,Police Officer as Detective,42,3,20149,97440,74,17
White,Police Officer,11,2,4499,90024,43,1
White,Police Officer,5,3,19461,90024,11,2
Hispanic,Police Officer,10,1,13866,90024,39,2
Black,Police Officer,4,1,7328,87006,17,0
Black,Police Officer,2,2,4748,87006,11,0
Black,Police Officer,1,1,14369,84054,10,0
White,Police Officer,5,2,16885,90024,4,1
White,Sergeant of Police,14,13,1526,111474,16,7
Hispanic,Police Officer,0,4,15280,80016,9,0
Hispanic,Police Officer,22,2,4715,90024,43,5
White,Police Officer,4,2,17929,90024,11,1
White,Police Officer,12,6,14637,84054,26,2
White,Police Officer as Detective,6,0,20556,91080,35,1
White,Sergeant of Police,15,5,2401,110370,9,8
Hispanic,Police Officer,13,2,19739,93354,18,9
White,Police Officer,17,8,3243,93354,47,2
Black,Police Officer,33,3,19970,90024,80,1
White,Police Officer / Field Training Officer,56,3,18793,84756,23,28
Black,Police Officer,4,1,19817,93354,5,1
White,Police Officer,4,2,15611,75372,11,1
White,Police Officer,10,9,8377,93354,18,3
White,Police Officer,0,0,19137,80016,9,0
White,Police Officer,17,6,15916,90024,23,7
White,Police Officer,4,0,13784,80016,34,0
Hispanic,Police Officer,5,3,13474,87006,30,0
White,Police Officer,0,0,10353,48078,0,0
White,Sergeant of Police,11,3,2326,101442,24,1
Black,Police Officer,3,1,3416,93354,1,1
White,Police Officer,1,1,11868,80016,27,0
White,Police Officer,2,2,19475,80016,10,1
Black,Police Officer,0,2,5959,79224,20,0
Asian/Pacific,Police Officer,5,4,19404,90024,11,1
White,Sergeant of Police,0,4,1739,101442,31,0
White,Sergeant of Police,0,1,1059,93276,4,0
Black,Sergeant of Police,36,2,1571,109278,10,26
Hispanic,Police Officer,7,1,7694,90024,2,2
White,Police Officer,24,5,6141,90024,65,10
White,Police Officer,5,2,19280,93354,12,3
White,Police Officer,7,1,8880,78012,26,3
White,Police Officer,9,2,11667,96060,2,6
White,Police Officer,7,2,3119,87006,61,0
Asian/Pacific,Police Officer as Detective,10,1,20098,94122,27,2
White,Lieutenant of Police,47,4,339,125190,8,28
White,Police Officer,2,0,13818,84054,13,0
White,Police Officer as Detective,5,15,20119,100980,24,1
Black,Police Officer,4,1,14404,90024,1,0
White,Police Officer,9,3,12201,90024,65,3
White,Sergeant of Police,45,0,893,93276,1,27
White,Police Officer / Field Training Officer,3,4,4279,88296,25,0
White,Police Officer,4,4,16640,96060,7,3
Hispanic,Police Officer,0,0,19274,80016,6,0
White,Police Officer,8,6,3075,90024,10,5
Hispanic,Police Officer,4,0,4614,80016,33,0
White,Police Officer,24,2,11463,96060,20,16
White,Police Officer as Detective,5,3,1862,100980,8,2
Black,Sergeant of Police,20,1,1839,107988,7,8
Hispanic,Police Officer,1,3,17255,88296,6,0
White,Police Officer,6,0,11509,81252,4,4
White,Police Officer,13,11,10592,90024,30,2
White,Police Officer,9,2,12102,92430,7,4
White,Police Officer,0,0,16388,53580,5,0
White,Police Officer,19,0,17404,85278,3,7
White,Police Officer,13,7,12445,87006,103,2
Hispanic,Police Officer,31,2,11451,96060,38,12
White,Police Officer,12,10,4088,90024,36,6
Black,Police Officer,3,3,11445,87006,19,0
White,Police Officer,18,3,17063,90024,8,6
Hispanic,Police Officer,16,13,15403,78012,139,2
White,Police Officer,7,2,12896,87006,24,1
White,Police Officer,5,9,5266,93354,18,2
Black,Police Officer,0,0,7844,80016,8,0
Hispanic,Police Officer as Detective,5,2,20017,94122,10,2
Asian/Pacific,Police Officer,1,1,18617,75372,3,0
Hispanic,Police Officer,1,0,9880,55728,5,0
White,Police Officer,26,5,3135,90024,152,9
White,Police Officer,14,3,3804,87006,75,3
White,Police Officer,7,2,5842,68262,6,1
White,Police Officer,6,1,11249,68262,16,1
White,Police Officer,1,1,8827,84054,13,0
White,Police Officer,1,0,16473,76266,3,0
White,Police Officer,5,1,11973,84054,46,0
Black,Police Officer,17,1,17288,90024,60,4
Hispanic,Police Officer,6,1,19966,80016,56,0
White,Police Officer,8,9,17715,81252,9,2
White,Police Officer,23,4,10213,87006,38,4
White,Police Officer,9,0,4229,75372,13,2
White,Police Officer,2,6,4783,87006,29,0
White,Police Officer,23,4,17722,90024,105,7
Hispanic,Police Officer,0,0,8011,72510,1,0
White,Sergeant of Police,4,11,1480,98184,78,1
White,"",0,0,9717,48078,0,0
Hispanic,Police Officer,2,1,17761,80016,5,0
White,Police Officer,24,6,12190,87006,145,10
White,Police Officer,6,5,8302,79224,36,3
Hispanic,Police Officer as Detective,25,2,20829,103932,7,18
Black,Police Officer,20,3,11177,87006,56,8
White,Police Officer,16,2,7760,90024,17,9
White,"",0,0,7370,48078,0,0
White,Police Officer,6,3,8230,84054,50,1
Hispanic,Police Officer,39,4,17492,93354,14,22
White,Police Officer,16,8,20673,100980,153,4
Hispanic,Police Officer,10,3,4622,96060,3,6
White,Police Officer,5,0,13815,80736,2,4
White,Police Officer as Detective,33,2,20772,103932,3,18
White,Sergeant of Police,4,6,972,101442,24,0
White,Police Officer,14,1,8087,93240,0,7
White,Police Officer,7,2,7193,87006,34,1
Hispanic,Police Officer,3,1,12988,87006,7,0
Hispanic,Police Officer,0,1,13294,90024,10,0
White,Police Officer as Detective,7,2,20363,103932,2,3
White,Police Officer,13,6,6850,84054,50,1
Hispanic,Police Officer Assigned Evidence Technician,1,5,12775,98052,48,0
Black,Police Officer,12,2,14075,83706,4,7
Black,Police Officer,5,0,6448,68262,2,1
White,"",0,0,7729,48078,0,0
White,Police Officer as Detective,12,5,20106,94122,87,3
Black,Police Officer,12,1,8194,90024,2,6
White,Police Officer,9,9,4624,87006,39,1
White,Police Officer Assigned Evidence Technician,2,4,11133,94524,51,0
White,Police Officer,4,4,5270,84054,10,1
Black,Police Officer,0,0,13405,72510,3,0
White,Police Officer,9,7,5080,90024,15,1
Black,Police Officer,28,5,11593,96060,31,12
White,Police Officer,2,3,17823,90024,41,0
Black,Police Officer,36,1,14986,93354,20,26
Hispanic,Sergeant of Police,10,5,931,104628,26,4
White,Police Officer,14,5,18911,70656,43,9
White,Police Officer,10,2,6365,90024,47,5
Hispanic,Police Officer,83,4,5214,96060,51,47
White,Police Officer / Explosives Detective Canine Handler,10,3,17989,91338,119,2
White,Police Officer,37,3,5549,96060,17,29
White,Police Officer,3,3,17550,87006,46,1
Hispanic,Police Officer,9,8,7125,87006,25,0
Hispanic,Police Officer,0,0,14294,76266,19,0
Black,Police Officer,11,0,17172,78360,3,2
White,Police Officer as Detective,6,7,20052,100980,12,2
Black,Police Officer,1,1,5856,90024,3,0
White,Police Officer,2,1,19873,93354,8,0
Hispanic,Police Officer,4,1,12658,64992,22,2
White,Police Officer,8,1,17865,80016,24,0
White,Lieutenant of Police,5,7,624,117894,31,1
Hispanic,Police Officer,1,0,14364,76266,5,0
White,Police Officer,21,2,15923,90024,126,4
White,Police Officer,18,4,7468,87006,159,5
White,Lieutenant of Police,13,1,586,121464,6,3
Hispanic,Police Officer,8,8,18979,90618,9,2
Hispanic,Police Officer,4,3,18275,93354,17,1
Hispanic,Police Officer,13,5,5565,90024,32,5
Black,Police Officer / Field Training Officer,16,2,10864,94524,18,5
Black,Police Officer,3,1,5401,90024,8,1
White,Police Officer,0,3,13933,88296,24,0
White,Police Officer,2,7,6070,87006,23,1
White,Police Officer,2,3,15589,84054,13,0
Hispanic,Police Officer,7,3,16820,87006,36,1
White,Police Officer,2,1,16075,76266,16,0
White,Police Officer,15,2,15581,87006,77,2
Hispanic,Police Officer,9,3,14322,87006,42,1
Black,"",0,0,9229,48078,0,0
White,"",0,0,11656,48078,0,0
Black,Police Officer,23,1,19424,86130,1,11
White,Police Officer,6,6,15289,90024,34,2
Black,Police Officer,9,1,8153,89130,14,1
White,Police Officer,17,0,8790,86130,0,10
Black,Police Officer / Field Training Officer,61,4,2939,100980,29,31
Hispanic,Police Officer,11,9,9368,87006,128,1
Black,Police Officer,0,0,13182,86142,11,0
Hispanic,Police Officer,0,0,13008,72510,4,0
Black,Police Officer,19,4,8235,90024,16,5
Black,Police Officer,7,2,4686,93354,2,5
Hispanic,Police Officer,4,2,17750,80016,19,1
White,Police Officer / Field Training Officer,2,2,7356,88296,10,1
Hispanic,"",0,0,9459,48078,0,0
Black,Police Officer,11,3,8964,87006,46,3
Hispanic,Lieutenant of Police,10,8,382,121464,12,4
White,Police Officer,36,0,14371,82878,6,14
White,Police Officer,8,4,9401,93354,10,2
White,Police Officer,4,21,19282,92430,61,3
White,Police Officer as Detective,40,11,21069,100980,41,19
White,Police Officer,5,7,7177,90024,12,0
White,Lieutenant of Police,15,5,324,125190,8,8
White,Police Officer,5,3,4740,87006,22,0
Black,Sergeant of Police,7,4,2636,106920,3,5
Black,Sergeant of Police,49,4,2506,101442,32,21
White,Police Officer,39,0,12335,66924,9,21
White,Police Officer,41,0,10180,83706,2,13
Hispanic,Police Officer,2,3,5795,84054,19,0
White,Police Officer as Detective,21,7,20886,100980,6,13
Black,Police Officer,62,6,11643,86130,23,48
White,Police Officer,8,4,19201,90024,10,3
Black,"",5,1,6229,96060,8,3
Black,Police Officer,5,1,19039,87006,32,1
Hispanic,Police Officer,20,3,9916,87006,80,3
Asian/Pacific,Police Officer,61,17,13387,87006,114,16
White,Police Officer,0,0,5051,80016,7,0
Hispanic,Police Officer,7,3,10314,90024,17,4
Black,Police Officer,17,1,19245,93354,24,8
White,Sergeant of Police,10,1,831,104628,51,6
Hispanic,Police Officer,0,3,12810,84054,12,0
Hispanic,Police Officer,23,2,14936,90024,119,10
Hispanic,Police Officer,2,1,7556,87006,6,0
White,Police Officer,11,2,9075,78012,18,5
White,Police Officer,0,0,17388,72510,5,0
Asian/Pacific,Police Officer,0,3,4943,90024,9,0
Hispanic,Police Officer,6,7,18811,93354,14,1
White,Police Officer,14,4,7176,93354,65,5
White,Captain of Police,8,6,84,87198,5,4
Black,Police Officer,5,3,2881,75372,11,1
Black,Police Officer,14,1,17394,90024,49,3
Hispanic,Police Officer,25,1,11807,80724,11,14
White,"",0,0,7828,48078,0,0
White,Police Officer,19,5,12155,90024,15,13
White,Police Officer,10,12,17707,93354,15,3
Black,Police Officer,45,1,5482,83706,6,19
Hispanic,Police Officer,2,0,2844,80016,32,1
Black,Police Officer,7,1,13337,90618,2,2
Hispanic,Police Officer as Detective,8,2,20816,93192,0,4
White,Police Officer,3,1,12013,90024,1,2
White,Police Officer,9,5,7837,87006,40,2
Black,Police Officer,16,4,16225,96060,38,8
White,Sergeant of Police,11,12,2576,111474,17,4
White,Police Officer,16,6,8848,87006,47,3
Black,Police Officer,8,1,12097,84054,13,0
Black,Sergeant of Police,23,2,916,102978,10,9
Hispanic,Police Officer,0,1,17171,87006,16,0
Black,Police Officer,0,1,12796,84054,6,0
Hispanic,Police Officer,0,6,16985,84054,61,0
White,Police Officer,3,2,19324,93354,9,1
White,Police Officer,1,0,11337,68616,3,0
Hispanic,Police Officer,1,0,13876,76266,3,0
Black,Police Officer,1,3,11897,93354,7,1
Hispanic,Sergeant of Police,32,8,1596,111474,7,12
White,Police Officer,2,0,3213,80016,40,0
White,Police Officer,1,0,17330,80016,8,0
Hispanic,Police Officer,2,0,5436,84054,4,0
Black,Police Officer,40,5,15283,80724,10,13
Black,Police Officer,8,3,4751,93354,5,0
Black,Lieutenant of Police,17,5,486,117894,41,9
Black,Police Officer,0,3,3731,84054,17,0
