,officer_id,avg_coaccusals,avg_years_on_force_at_incident,avg_age_at_incident,gender,avg_complaint_percentile,avg_disciplined_count,cohort_id,avg_allegation_severity,max_allegation_severity,compound,neg,neu,pos
2945,4251,2.9411764705882355,12.117647058823529,44.11764705882353,1,64.7351,0.0,2,10.325882352941177,17.67,-0.630675,0.36675,0.63325,0.0
2947,4253,2.25,9.375,38.375,1,38.1338,0.25,2,8.545,16.59,-0.7096,0.247,0.753,0.0
2948,4254,4.882352941176471,7.294117647058822,39.29411764705883,1,71.5983,0.05882352941176471,3,11.624117647058824,20.52,-0.31755,0.258,0.6365000000000001,0.10575
2952,4263,3.433333333333333,6.566666666666666,32.56666666666667,1,91.4753,0.1333333333333333,1,11.163666666666666,16.59,-0.5089333333333333,0.26133333333333336,0.6863333333333334,0.052333333333333336
2953,4264,5.4,7.36,30.36,1,80.4134,0.0,1,10.8128,16.59,-0.5525875,0.240625,0.720375,0.039
2957,4269,3.458333333333333,8.333333333333334,36.333333333333336,1,95.3307,0.0,2,10.78645833333333,16.59,-0.47051250000000006,0.236875,0.734,0.029125
2958,4270,3.583333333333333,7.583333333333332,38.583333333333336,1,54.347,0.08333333333333333,2,9.713333333333331,20.52,-0.49065999999999993,0.3238,0.6352,0.040999999999999995
2959,4271,2.0,9.285714285714286,35.285714285714285,1,34.8095,0.14285714285714285,3,11.468571428571428,16.59,-0.5118,0.157,0.787,0.056
2962,4279,1.6666666666666667,10.222222222222221,46.22222222222222,0,44.015,0.11111111111111112,2,7.152222222222222,15.51,-0.6705,0.684,0.316,0.0
2965,4285,2.833333333333333,19.666666666666668,42.66666666666666,1,45.5614,0.16666666666666666,2,12.125,16.59,-0.6124,0.185,0.815,0.0
2966,4286,2.3043478260869565,3.1304347826086962,29.130434782608692,1,98.5566,0.04347826086956521,2,12.770869565217392,16.59,-0.33248000000000005,0.18646666666666667,0.7608,0.05266666666666666
2967,4287,2.4,9.8,36.8,0,28.3481,0.2,3,8.8,17.67,-0.666675,0.31175,0.6465000000000001,0.04175
2969,4289,2.111111111111111,15.222222222222221,41.22222222222222,1,69.0033,0.11111111111111112,2,5.099444444444445,16.59,-0.4063666666666667,0.2833333333333333,0.7166666666666667,0.0
2973,4294,3.340909090909091,14.613636363636365,36.61363636363637,1,91.8077,0.09090909090909091,2,11.029772727272729,17.67,-0.6077199999999999,0.21939999999999998,0.7424000000000001,0.038
2977,4298,3.5384615384615383,12.230769230769232,51.230769230769226,1,65.2054,0.0,2,11.396923076923077,17.67,-0.6971666666666666,0.22366666666666668,0.7723333333333334,0.004
2980,4303,2.363636363636364,8.454545454545455,33.45454545454545,1,83.6384,0.0,2,11.409545454545455,16.59,-0.8519,0.485,0.515,0.0
2981,4305,1.375,14.375,41.375,1,41.6032,0.125,3,6.07,13.42,-0.46295,0.155,0.778,0.067
2984,4310,2.0,19.0,45.0,1,18.614,0.0,3,8.22,8.22,-0.8481,0.362,0.638,0.0
2985,4311,3.0,5.25,35.25,1,29.8649,0.0,2,5.7925,16.59,-0.5719,0.269,0.583,0.149
2989,4317,5.333333333333333,20.666666666666668,41.66666666666666,1,25.0371,0.0,3,14.0,17.67,-0.7351,0.396,0.604,0.0
2991,4323,2.5897435897435894,11.666666666666664,40.66666666666666,1,90.0577,0.05128205128205127,1,10.446666666666665,16.59,-0.6191833333333333,0.225,0.7348333333333333,0.04
2992,4324,3.4680851063829787,10.680851063829786,47.680851063829785,1,93.8455,0.042553191489361694,1,8.621063829787232,16.59,-0.5126785714285714,0.27342857142857147,0.701,0.02557142857142857
2993,4325,2.6,12.6,42.6,0,29.4151,0.4,3,10.315999999999999,15.51,0.2263,0.0,0.826,0.174
2998,4332,4.0,10.261904761904765,35.26190476190476,1,94.7232,0.023809523809523808,1,10.517142857142856,16.59,-0.3658142857142857,0.16199999999999998,0.8354285714285714,0.0025714285714285713
3004,4340,5.076923076923077,6.153846153846153,35.153846153846146,1,64.5218,0.0,2,8.900769230769232,16.59,-0.64795,0.251,0.749,0.0
3006,4343,1.5714285714285714,16.571428571428573,45.57142857142857,1,47.038999999999994,0.0,3,12.86,16.59,-0.045999999999999985,0.118,0.728,0.154
3008,4347,3.5,9.323529411764708,35.3235294117647,1,90.3596,0.05882352941176471,2,8.71764705882353,17.67,-0.5503777777777779,0.19044444444444444,0.8058888888888888,0.003666666666666667
3011,4351,5.8,10.6,32.6,1,41.9013,0.0,2,6.928999999999999,9.6,-0.1366,0.0455,0.9545,0.0
3013,4354,2.8571428571428568,21.857142857142854,44.85714285714285,1,47.7377,0.14285714285714285,2,6.341428571428572,11.17,-0.6705,0.379,0.621,0.0
3014,4355,5.0,7.2,30.2,1,29.4181,0.0,2,7.936,9.6,-0.8934,0.178,0.822,0.0
3015,4357,3.5384615384615383,8.076923076923077,40.07692307692308,1,79.4926,0.0,1,13.402307692307692,16.59,-0.46657000000000004,0.24339999999999998,0.7220000000000001,0.0345
3016,4361,2.833333333333333,28.66666666666667,49.66666666666666,1,47.1683,0.0,3,11.795,16.59,-0.401,0.19,0.81,0.0
3017,4362,4.0,4.666666666666667,28.66666666666667,1,34.0912,0.0,3,10.751666666666665,16.59,-0.84905,0.35,0.6425000000000001,0.0075
3019,4364,3.8571428571428568,2.7142857142857144,30.714285714285715,0,84.4862,0.0,2,11.661428571428573,16.59,-0.2987166666666667,0.23866666666666667,0.7151666666666666,0.04616666666666667
3026,4374,3.8,30.6,50.6,1,35.3241,0.0,2,6.337999999999999,8.22,-0.5574,0.187,0.813,0.0
3027,4376,3.25,6.916666666666668,31.91666666666667,1,55.3361,0.0,2,9.05,16.59,-0.7717,0.356,0.495,0.149
3028,4380,2.25,5.875,54.875,0,59.4291,0.125,3,8.82375,17.67,-0.43065,0.1595,0.8405,0.0
3037,4390,1.7818181818181817,22.345454545454544,49.34545454545454,1,98.0023,0.10909090909090909,2,8.193999999999999,42.38,-0.5711,0.20341666666666666,0.7590833333333334,0.03741666666666666
3038,4391,1.3333333333333333,2.0,39.0,1,31.2864,0.3333333333333333,3,6.94,8.22,-0.6705,0.256,0.744,0.0
3039,4393,2.25,9.5,46.5,0,57.4338,0.3333333333333333,2,6.6225,15.51,-0.6124,0.161,0.839,0.0
3040,4394,1.0,23.0,45.0,1,18.6703,0.0,3,6.3,6.3,0.0772,0.0,0.966,0.034
3041,4396,3.0,6.2857142857142865,51.28571428571429,0,46.7676,0.0,3,6.185714285714286,9.6,-0.5423,0.259,0.741,0.0
3044,4400,1.5,2.0,37.0,0,40.552,0.0,3,12.405,16.59,0.4404,0.0,0.0,1.0
3048,4405,2.0,6.25,33.25,1,40.6977,0.0,3,9.5125,16.59,-0.6391,0.3005,0.6995,0.0
3050,4408,4.541666666666666,4.541666666666667,27.54166666666667,1,86.5997,0.0,2,11.524166666666666,16.59,-0.04209999999999999,0.142,0.8283333333333333,0.029666666666666664
3053,4411,1.8,6.5,31.5,1,57.001999999999995,0.1,3,9.682,16.59,0.01705,0.0415,0.9145,0.044
3054,4412,1.6363636363636365,14.090909090909092,37.09090909090909,1,66.7562,0.09090909090909091,3,6.956363636363637,16.59,-0.3075,0.08033333333333333,0.9196666666666666,0.0
3056,4415,3.8148148148148153,6.814814814814816,31.81481481481481,1,83.7415,0.07407407407407406,2,8.330769230769231,16.59,-0.30843333333333334,0.13016666666666665,0.6516666666666667,0.051666666666666666
3059,4420,2.0,7.470588235294117,45.470588235294116,0,80.3788,0.05882352941176471,3,10.01705882352941,16.59,-0.8490000000000001,0.432,0.5680000000000001,0.0
3063,4426,3.5,2.0,39.0,0,29.3416,0.0,3,7.025,16.59,-0.2997,0.154,0.846,0.0
3064,4427,3.541666666666667,8.833333333333334,46.83333333333334,1,80.7673,0.041666666666666664,2,10.4075,17.67,-0.54782,0.2807,0.7079,0.011399999999999999
3065,4429,2.739130434782609,9.782608695652174,37.78260869565217,1,82.4195,0.0,2,5.618636363636364,13.42,-0.55416,0.2352,0.7436,0.0212
3066,4431,2.2,18.2,48.2,1,47.3436,0.2,3,6.797999999999999,16.59,-0.3612,0.191,0.702,0.107
3069,4435,2.0769230769230766,6.615384615384616,52.615384615384606,1,67.8014,0.07692307692307693,2,5.9338461538461535,16.59,-0.674975,0.30175,0.69825,0.0
3070,4437,4.538461538461538,28.0,51.0,1,61.0535,0.07692307692307693,2,9.641538461538461,17.67,-0.5719,0.281,0.719,0.0
3075,4443,2.4814814814814814,9.518518518518519,33.51851851851852,1,82.0259,0.22222222222222224,2,9.415555555555555,42.38,0.0,0.0,1.0,0.0
3079,4450,2.6363636363636362,7.909090909090909,32.90909090909091,1,52.1646,0.0,2,4.508181818181818,6.3,-0.24695,0.1155,0.8845000000000001,0.0
3080,4451,3.230769230769231,14.076923076923075,49.07692307692307,1,63.07,0.0,2,11.75,16.59,-0.7783,0.385,0.449,0.167
3094,4471,1.6,7.4,38.4,1,29.6712,0.2,3,6.59,15.51,-0.2732,0.231,0.769,0.0
3097,4475,2.421052631578948,9.263157894736842,37.26315789473684,1,68.0754,0.0,2,9.772777777777776,16.59,-0.6337666666666667,0.24749999999999997,0.7361666666666666,0.016333333333333335
3098,4476,1.1428571428571428,28.57142857142857,50.57142857142857,1,51.8395,0.0,3,7.638571428571427,13.42,-0.6474,0.164,0.772,0.064
3099,4477,1.0,29.0,63.0,1,40.9292,0.0,3,10.54,13.42,-0.5574,0.34,0.66,0.0
3104,4483,2.5,24.75,47.75,1,57.4206,0.0,3,9.415,16.59,-0.7242500000000001,0.2015,0.7895000000000001,0.009
3108,4488,1.9166666666666667,7.333333333333332,41.333333333333336,1,79.5256,0.125,2,9.442083333333331,17.67,-0.86415,0.488,0.486,0.026
3109,4490,3.0,2.571428571428572,30.57142857142857,1,77.3815,0.0,2,8.61142857142857,13.42,-0.3404,0.1795,0.8205,0.0
3110,4491,3.2857142857142856,4.142857142857143,31.142857142857146,1,37.0219,0.2857142857142857,2,9.482857142857144,16.59,-0.4939,0.1185,0.8815,0.0
3113,4494,2.333333333333333,18.75,44.75,1,55.452,0.08333333333333333,3,7.625833333333333,16.59,-0.7906,0.32,0.68,0.0
3114,4495,1.5925925925925926,4.833333333333333,29.83333333333333,1,99.4942,0.16666666666666666,1,10.617592592592592,17.67,-0.518936842105263,0.2087894736842105,0.7554736842105264,0.03573684210526316
3117,4501,1.6666666666666667,3.333333333333333,34.333333333333336,1,51.6732,0.22222222222222224,2,11.85,16.59,-0.74065,0.305,0.6535,0.0415
3118,4504,5.166666666666666,5.833333333333332,33.833333333333336,1,53.5631,0.08333333333333333,2,8.695833333333333,16.59,-0.7579,0.252,0.748,0.0
3124,4510,1.0,25.66666666666667,49.66666666666666,1,28.2385,0.0,3,6.3,6.3,-0.3612,0.217,0.783,0.0
3125,4511,4.333333333333333,25.33333333333333,47.33333333333334,1,24.3924,0.0,3,11.453333333333331,17.67,-0.7184,0.462,0.538,0.0
3126,4512,4.0,13.0,43.0,0,14.482000000000001,0.0,3,1.14,1.14,-0.7003,0.234,0.766,0.0
3127,4514,1.3333333333333333,5.875,38.875,0,47.2011,0.0,3,10.207777777777777,17.67,-0.97365,0.297,0.7030000000000001,0.0
3128,4517,1.5,11.0,41.0,1,40.6159,0.0,3,9.22,17.67,-0.6908,0.186,0.814,0.0
3130,4523,1.7727272727272727,9.454545454545457,47.45454545454545,0,82.0832,0.1818181818181818,2,7.311818181818182,16.59,-0.9001,0.387,0.613,0.0
3131,4524,2.0,12.923076923076925,42.92307692307692,0,81.3381,0.07692307692307693,2,8.5012,16.59,-0.33525,0.342,0.658,0.0
3132,4527,2.5,5.125,42.125,1,79.7723,0.08333333333333333,1,9.145416666666666,20.52,-0.7079285714285714,0.27885714285714286,0.7128571428571429,0.008285714285714287
3134,4530,2.3939393939393936,6.2727272727272725,35.27272727272727,1,99.3963,0.045454545454545456,2,10.938484848484848,16.59,-0.42295,0.1485,0.7945,0.057
3137,4537,4.0,22.0,42.0,1,26.3764,0.0,3,9.58,9.6,-0.5423,0.22,0.78,0.0
3140,4540,2.4,3.8,32.8,0,34.3204,0.0,3,12.112,16.59,-0.6705,0.684,0.316,0.0
3151,4554,4.545454545454546,8.454545454545455,35.45454545454545,1,64.3218,0.0,3,7.864545454545454,16.59,-0.2294,0.0835,0.9165,0.0
3154,4558,2.0,3.6666666666666665,35.666666666666664,1,24.5615,0.0,3,3.4466666666666668,8.22,-0.1002,0.087,0.839,0.074
3155,4559,2.8,6.2666666666666675,42.266666666666666,1,70.8188,0.06666666666666667,2,6.477333333333333,13.42,-0.8957,0.43,0.57,0.0
3156,4560,9.0,21.0,44.0,1,24.0209,0.0,3,7.95,9.6,0.128,0.116,0.744,0.14
3158,4563,2.8,29.0,52.0,1,39.4327,0.2,3,10.084,16.59,-0.2732,1.0,0.0,0.0
3166,4575,2.5,25.5,46.5,1,76.0773,0.0,2,10.5625,16.59,-0.5423,0.137,0.863,0.0
3171,4588,3.058823529411765,6.705882352941178,29.705882352941174,0,76.195,0.0,3,8.227058823529411,16.59,0.0474,0.072,0.704,0.224
3175,4599,1.7647058823529411,9.676470588235292,34.676470588235304,1,90.9633,0.3529411764705882,3,7.662941176470588,20.52,-0.568275,0.271,0.729,0.0
3176,4600,3.428571428571429,5.571428571428571,29.57142857142857,0,62.4546,0.0,1,11.971428571428573,17.67,-0.618575,0.30975,0.657,0.03275
3177,4601,4.125,24.875,53.875,1,54.8825,0.25,2,8.135,17.67,-0.3723,0.121,0.8155,0.0635
3178,4602,1.0,25.4,48.4,1,41.7517,0.0,3,4.6080000000000005,7.66,-0.4678,0.183,0.742,0.075
3180,4605,1.777777777777778,8.0,31.0,1,69.6267,0.0,2,10.19235294117647,16.59,-0.7859999999999999,0.33725000000000005,0.66275,0.0
3181,4607,6.0,23.5,45.5,1,37.3545,0.0,3,17.67,17.67,-0.4939,0.132,0.868,0.0
3186,4613,2.0,20.0,49.0,1,27.6182,0.0,3,9.1425,17.67,-0.2732,0.051,0.949,0.0
3190,4617,2.4,27.2,52.2,1,32.9282,0.4,3,12.136,16.59,-0.61,0.268,0.732,0.0
3191,4620,4.333333333333333,10.555555555555557,33.55555555555556,1,50.1891,0.11111111111111112,3,7.766666666666666,20.52,-0.6705,0.684,0.316,0.0
3192,4622,1.5714285714285714,8.857142857142858,56.85714285714285,1,50.8642,0.0,3,8.982857142857144,16.59,-0.6284500000000001,0.1935,0.7965,0.0095
3195,4629,2.75,7.5,33.5,1,24.6005,0.0,3,6.5675,9.6,-0.3454,0.194,0.806,0.0
3198,4634,2.3125,8.5,33.5,1,68.809,0.0625,2,10.26,16.59,-0.35250000000000004,0.231,0.7005,0.0685
3199,4635,1.6666666666666667,24.0,46.0,1,41.9963,0.0,3,6.94,8.22,-0.6973333333333334,0.29666666666666663,0.6526666666666666,0.050666666666666665
3200,4636,2.433333333333333,10.466666666666667,37.46666666666667,1,86.9206,0.03333333333333333,2,9.57333333333333,17.67,-0.501275,0.21,0.7899999999999999,0.0
3202,4638,3.272727272727273,6.6818181818181825,36.68181818181818,1,96.3738,0.045454545454545456,2,9.652954545454543,16.59,-0.2588125,0.22875,0.7035,0.06787499999999999
3203,4640,2.8571428571428568,8.571428571428571,44.57142857142857,1,58.4948,0.0,2,9.5,17.67,-0.49577499999999997,0.27775,0.72225,0.0
3205,4642,2.9411764705882355,9.352941176470589,35.352941176470594,1,69.4815,0.05882352941176471,2,9.277647058823527,16.59,-0.47085,0.17175,0.82825,0.0
3208,4646,2.666666666666667,11.888888888888891,50.88888888888889,1,54.38399999999999,0.22222222222222224,2,6.841111111111111,16.59,-0.8176,0.224,0.776,0.0
3213,4656,2.375,19.0,46.0,1,47.2857,0.0,2,8.86,17.67,-0.6301,0.2415,0.6775,0.081
3216,4660,3.0,4.0,31.0,1,66.0502,0.0625,2,10.376875,16.59,-0.5641499999999999,0.2835,0.65675,0.059500000000000004
3221,4670,5.9,7.9,31.9,1,51.4768,0.0,2,11.029000000000002,16.59,-0.6019,0.285,0.701,0.014
3225,4677,3.5714285714285716,5.7142857142857135,39.714285714285715,1,36.4335,0.0,3,10.031428571428572,20.52,0.0,0.0,1.0,0.0
3234,4690,3.1052631578947367,8.0,32.0,1,74.2692,0.0,2,9.904210526315788,16.59,-0.4587666666666666,0.23166666666666666,0.7319999999999999,0.036333333333333336
3238,4695,4.0,10.666666666666666,45.66666666666666,1,43.3606,0.0,2,8.88111111111111,17.67,-0.72805,0.2905,0.7095,0.0
3241,4699,10.15,3.1,27.1,1,75.89699999999999,0.0,2,10.770999999999999,16.59,-0.5545666666666668,0.335,0.61525,0.04975000000000001
3245,4706,2.0,5.909090909090909,37.90909090909091,1,59.3443,0.1818181818181818,2,8.746363636363634,16.59,-0.7430500000000001,0.46525,0.53475,0.0
3246,4707,4.189189189189189,11.405405405405405,37.405405405405396,1,93.8214,0.05405405405405405,2,11.341944444444445,17.67,-0.24695,0.0345,0.9530000000000001,0.013
3248,4709,1.0,6.0,32.0,0,19.0096,0.0,3,5.67,6.3,-0.4623,0.0965,0.882,0.0215
3251,4714,1.75,18.0,48.0,1,41.4566,0.0,3,5.02625,13.42,-0.13795,0.0695,0.8895,0.041
3252,4715,2.5217391304347823,12.869565217391305,38.869565217391305,1,75.4689,0.04347826086956521,2,5.065217391304348,16.59,-0.3818,0.167,0.833,0.0
3255,4719,2.666666666666667,24.33333333333333,44.33333333333334,1,49.1793,0.16666666666666666,2,9.546666666666665,13.42,-0.7845,0.385,0.615,0.0
3256,4720,3.178571428571429,9.107142857142858,34.107142857142854,1,88.3497,0.03571428571428572,2,9.011785714285713,17.67,-0.7123333333333334,0.16033333333333333,0.8224999999999999,0.017333333333333336
3262,4731,2.0,12.333333333333336,34.333333333333336,0,31.7445,0.0,3,4.456666666666666,6.3,-0.7113499999999999,0.3005,0.6635,0.036
3264,4733,2.65,7.85,34.85,0,72.7752,0.2,2,7.6955,20.52,-0.64225,0.2425,0.7575,0.0
3267,4741,1.375,19.125,49.125,1,42.2292,0.0,3,6.16,16.59,0.0,0.0,1.0,0.0
3268,4742,2.25,2.9166666666666665,25.91666666666667,1,62.6036,0.16666666666666666,2,9.904166666666665,16.59,-0.6115999999999999,0.19019999999999998,0.7904000000000001,0.0196
3270,4744,3.333333333333333,11.916666666666664,40.91666666666666,1,54.5746,0.08333333333333333,2,13.134166666666665,16.59,-0.6089333333333332,0.24966666666666668,0.7503333333333333,0.0
3272,4747,2.6,7.2,36.2,0,31.0535,0.6,3,8.91,15.51,-0.7717,0.391,0.609,0.0
3273,4748,1.8,26.0,48.0,1,38.0183,0.0,2,9.006,16.59,-0.9231,0.474,0.526,0.0
3278,4754,1.5,3.5,30.5,0,20.3852,0.0,3,8.89,9.56,-0.3818,1.0,0.0,0.0
3280,4756,2.142857142857143,8.071428571428571,37.07142857142857,1,66.5699,0.07142857142857144,2,7.320714285714285,16.59,-0.836,0.527,0.473,0.0
3282,4758,2.95,9.2,32.2,1,98.1927,0.0,2,10.374745762711864,16.59,-0.4527812500000001,0.20274999999999999,0.781125,0.016125
3287,4765,2.7142857142857144,8.071428571428571,44.07142857142857,0,60.7217,0.2857142857142857,2,8.729285714285714,42.38,-0.2263,0.094,0.851,0.055
3290,4770,1.5,27.75,52.75,1,42.3246,0.0,3,9.3475,13.42,-0.743,0.249,0.751,0.0
3291,4771,6.578947368421053,10.578947368421053,37.578947368421055,1,93.68,0.02631578947368421,2,11.216052631578947,16.59,-0.5515333333333333,0.19000000000000003,0.7886666666666667,0.021333333333333333
3292,4773,3.333333333333333,25.66666666666667,47.66666666666666,1,23.1452,0.0,3,8.5,9.6,-0.9169,0.465,0.535,0.0
3293,4776,6.0,13.25,45.25,0,34.6267,0.0,1,12.7925,14.73,-0.4158,0.1035,0.878,0.0185
3296,4779,1.0,1.5,30.5,0,66.3297,0.5,3,7.145,7.21,0.0,0.0,1.0,0.0
3297,4782,1.875,4.625,42.625,1,47.4903,0.125,2,13.60375,42.38,-0.6244,0.24266666666666667,0.742,0.015333333333333332
3301,4787,3.1052631578947367,4.421052631578949,31.421052631578952,1,77.0204,0.05263157894736842,2,10.312631578947368,16.59,-0.40165000000000006,0.22970000000000002,0.7501999999999999,0.0201
3307,4794,2.5405405405405403,8.324324324324325,36.32432432432432,1,90.8945,0.05405405405405405,2,7.690540540540541,16.59,-0.6609100000000001,0.3121,0.6749,0.0129
3308,4795,1.9166666666666667,3.5,31.5,1,65.7522,0.08333333333333333,3,11.253333333333332,16.59,-0.7717,0.222,0.778,0.0
3311,4798,1.25,17.375,51.375,1,69.5984,0.4375,3,10.521875,16.59,-0.43195,0.29000000000000004,0.5965,0.114
3316,4805,2.25,1.0,36.0,0,94.9459,0.5,3,16.2225,42.38,-0.5519666666666666,0.26833333333333337,0.7316666666666666,0.0
3318,4807,1.3486238532110093,24.348623853211013,54.34862385321101,1,99.861,0.09174311926605505,2,7.959357798165137,19.9,-0.5757666666666666,0.24786666666666665,0.7335999999999999,0.018600000000000002
3320,4810,1.7142857142857144,18.571428571428573,43.57142857142857,1,34.9624,0.0,3,11.175714285714285,16.59,-0.39139999999999997,0.247,0.6465000000000001,0.1065
3321,4812,1.4615384615384617,10.846153846153848,48.846153846153854,1,59.4589,0.07692307692307693,2,7.846923076923077,16.59,-0.34,0.375,0.625,0.0
3327,4822,2.4,8.6,35.6,1,75.2398,0.05,2,7.6615,16.59,-0.29821250000000005,0.15200000000000002,0.812375,0.035625000000000004
3332,4831,2.411764705882353,13.0,40.0,0,64.1168,0.11764705882352942,2,11.25529411764706,42.38,-0.6683,0.179,0.8103999999999999,0.010400000000000001
3335,4835,2.625,6.375,39.375,0,48.5079,0.25,2,7.76125,16.59,-0.5548333333333333,0.215,0.759,0.026
3336,4836,1.8214285714285716,14.892857142857142,42.892857142857146,1,83.4182,0.07142857142857144,2,9.082857142857144,16.59,0.12075000000000002,0.065,0.8895,0.0455
3338,4840,2.4615384615384612,7.3076923076923075,31.30769230769231,1,65.4465,0.07692307692307693,2,8.392307692307693,16.59,-0.71235,0.2885,0.7115,0.0
3341,4844,4.220779220779221,15.753246753246751,42.753246753246756,1,98.3837,0.05194805194805195,2,8.068441558441558,16.59,-0.5921,0.24016666666666667,0.7425,0.017333333333333333
3342,4845,5.370370370370369,11.888888888888891,42.888888888888886,1,80.2453,0.0,2,11.03148148148148,20.52,-0.35331666666666667,0.13983333333333334,0.8450000000000001,0.015166666666666667
3346,4850,3.5294117647058822,12.235294117647056,52.235294117647065,0,69.7333,0.1764705882352941,3,5.235,16.59,-0.6469999999999999,0.39733333333333337,0.5786666666666667,0.023999999999999997
3352,4858,4.4,5.0,27.0,1,49.9178,0.0,1,11.179,16.59,-0.4678,0.21733333333333338,0.7599999999999999,0.022500000000000003
3355,4861,3.5,25.0,47.0,1,45.3603,0.0,2,9.125,16.59,-0.47825,0.21,0.7575000000000001,0.0325
3356,4862,3.333333333333333,25.33333333333333,52.33333333333334,1,26.2663,0.0,3,21.8,42.38,0.2263,0.0,0.936,0.064
3358,4864,2.5,6.666666666666668,32.666666666666664,1,57.001999999999995,0.0,2,9.31,16.59,-0.6798500000000001,0.17400000000000002,0.8085,0.0175
3359,4866,2.12,10.28,46.28,0,85.5947,0.0,2,10.8092,16.59,-0.663575,0.2645,0.6905,0.045
3362,4873,2.9,6.8,48.8,1,79.9151,0.0,2,10.978,42.38,-0.7085833333333333,0.28650000000000003,0.7031666666666666,0.010333333333333333
3363,4874,1.85,19.1,55.1,1,85.6318,0.2,3,9.2615,16.59,-0.258475,0.098,0.63325,0.01875
3365,4876,5.333333333333333,26.66666666666667,50.66666666666666,1,49.6532,0.5,3,10.456666666666665,17.67,-0.44615,0.155,0.804,0.0405
3368,4879,3.8571428571428568,7.571428571428571,35.57142857142857,1,45.8255,0.14285714285714285,3,8.662857142857144,16.59,-0.6358,0.376,0.515,0.109
3369,4880,10.83333333333333,10.388888888888891,33.388888888888886,1,66.1075,0.2777777777777778,2,9.857647058823527,16.59,-0.7507666666666667,0.31266666666666665,0.6556666666666667,0.032
3370,4881,2.978723404255319,17.361702127659573,44.361702127659576,1,94.4316,0.1276595744680851,2,8.818723404255318,16.59,-0.48617499999999997,0.20325,0.780875,0.015875
3373,4884,2.0714285714285716,4.535714285714286,29.535714285714285,0,92.2042,0.10714285714285714,1,8.304285714285713,16.59,-0.4284666666666667,0.26849999999999996,0.6625,0.06899999999999999
3375,4887,5.45,7.25,35.25,1,78.9347,0.15,2,9.394,17.67,-0.7564,0.34750000000000003,0.6525,0.0
3376,4888,6.176470588235294,11.058823529411764,39.058823529411775,1,63.8952,0.0,2,9.381176470588237,16.59,-0.2772,0.1932,0.7602,0.0462
3377,4889,3.0,24.4,47.4,1,43.7518,0.0,3,7.352,13.42,0.0,0.0,1.0,0.0
3378,4893,2.0,17.75,42.75,1,53.6025,0.375,3,8.68625,16.59,-0.7096,0.164,0.836,0.0
3384,4899,1.0,29.0,55.0,1,31.8851,1.0,3,8.22,8.22,0.0,0.0,1.0,0.0
3386,4901,2.166666666666667,10.166666666666666,42.16666666666666,1,60.7772,0.0,2,9.876666666666665,16.59,-0.8555,0.444,0.556,0.0
3387,4902,2.25,24.0,47.0,1,45.4979,0.0,3,19.1975,42.38,-0.296,0.052,0.948,0.0
3388,4903,1.5,15.0,43.0,1,34.2666,0.5,3,7.08,7.08,-0.27115,0.0855,0.9145,0.0
3392,4914,1.6666666666666667,26.33333333333333,52.33333333333334,1,80.0642,0.0,2,7.8616666666666655,16.59,-0.6808,0.444,0.556,0.0
3393,4915,2.0,26.5,48.5,1,49.0013,0.0,3,9.73,13.42,-0.27385,0.2855,0.594,0.121
3394,4916,1.6363636363636365,8.181818181818182,48.18181818181818,0,56.4985,0.0,2,6.16,16.59,-0.5261,0.19433333333333333,0.8056666666666666,0.0
3398,4925,3.7692307692307687,16.46153846153846,44.46153846153846,1,58.4971,0.0,3,6.723076923076923,15.0,-0.6919,0.382,0.618,0.0
3399,4926,2.931034482758621,24.58620689655172,46.58620689655172,1,90.5353,0.10344827586206896,2,9.406896551724138,16.59,-0.50324,0.22999999999999998,0.7445999999999999,0.0254
3400,4927,2.6923076923076925,10.096153846153848,35.096153846153854,1,97.5507,0.0,2,10.143461538461537,16.59,-0.623475,0.22075,0.743,0.03625
3407,4937,2.0,8.142857142857142,33.142857142857146,0,42.2223,0.14285714285714285,2,7.48,13.42,-0.8216333333333333,0.2773333333333334,0.7083333333333334,0.014
3408,4938,2.333333333333333,4.166666666666667,34.166666666666664,0,79.092,0.16666666666666666,3,9.911666666666665,16.59,-0.72464,0.21719999999999998,0.7698,0.0132
3412,4946,2.238095238095238,11.238095238095235,40.23809523809524,1,72.0225,0.2380952380952381,2,6.526190476190476,16.59,-0.43015,0.1555,0.8445,0.0
3413,4947,2.2,6.6,47.6,0,39.7791,0.2,3,6.843999999999999,7.66,0.0,0.0,1.0,0.0
3415,4950,2.0,8.0,37.0,0,20.3852,0.0,3,12.40333333333333,16.59,-0.296,0.423,0.577,0.0
3417,4952,4.0,25.42857142857143,54.42857142857143,1,50.8569,0.2857142857142857,3,4.035714285714286,6.3,-0.5994,0.308,0.692,0.0
3418,4953,4.0,17.666666666666668,47.66666666666666,1,45.6745,0.3333333333333333,3,9.64,14.73,-0.44035,0.233,0.767,0.0
3420,4955,2.473684210526316,24.684210526315788,45.68421052631579,1,78.7792,0.0,2,7.268947368421053,16.59,-0.7140666666666666,0.23833333333333337,0.7146666666666667,0.04700000000000001
3421,4956,2.375,6.041666666666668,28.04166666666667,1,86.5392,0.041666666666666664,2,10.479166666666666,17.67,-0.53905,0.28718750000000004,0.6824999999999999,0.0303125
3424,4960,3.125,4.5,25.5,1,57.8173,0.0,3,7.09625,16.59,-0.6210333333333334,0.22666666666666668,0.7543333333333333,0.019
