,officer_id,avg_coaccusals,avg_years_on_force_at_incident,avg_age_at_incident,gender,avg_complaint_percentile,avg_disciplined_count,cohort_id,avg_allegation_severity,max_allegation_severity,compound,neg,neu,pos
0,1,2.166666666666667,5.5,39.5,1,61.2357,0.0,3,4.198333333333332,9.6,,,,
1,2,4.25,4.75,29.75,0,72.0378,0.0,2,11.8675,16.59,,,,
3,5,11.0,37.5,61.5,1,74.7611,0.25,2,7.12,8.22,,,,
5,7,2.875,9.375,32.375,1,48.5079,0.0,2,9.5825,20.52,,,,
6,8,6.0,13.5,58.5,1,20.7756,0.0,3,7.95,9.6,,,,
7,9,1.3333333333333333,13.333333333333336,37.333333333333336,1,85.1604,0.3333333333333333,3,9.37,14.73,,,,
12,15,5.0,2.0,31.0,1,37.8663,0.0,3,9.6,9.6,,,,
13,16,3.631578947368421,2.1578947368421053,26.157894736842106,1,97.5202,0.05263157894736842,2,10.99388888888889,16.59,,,,
14,17,1.56,13.52,44.52,1,80.0619,0.04,2,7.2312,16.59,,,,
15,18,2.0,4.2,27.2,1,40.201,0.2,2,6.504,16.59,,,,
16,19,1.6,5.2,55.2,1,46.1367,0.0,3,3.322,6.3,,,,
17,20,2.666666666666667,24.66666666666667,45.66666666666666,1,21.5909,0.0,3,7.93,13.42,,,,
19,25,2.0,0.0,28.0,0,54.2662,0.0,3,9.6,9.6,,,,
23,34,2.6,7.133333333333334,32.13333333333333,1,73.6158,0.06666666666666667,2,9.437999999999999,17.67,,,,
25,38,2.230769230769231,3.692307692307693,30.69230769230769,1,71.0214,0.07692307692307693,3,8.023076923076923,16.59,,,,
27,41,2.6,4.4,29.4,0,52.0003,0.0,3,9.632,16.59,,,,
28,42,2.833333333333333,6.583333333333332,40.583333333333336,1,74.2425,0.0,2,8.874166666666666,16.59,,,,
29,43,1.0,23.0,50.0,1,35.8526,1.0,3,5.04,5.04,,,,
32,47,1.7142857142857144,6.428571428571429,33.42857142857143,1,49.2033,0.14285714285714285,3,6.525714285714286,14.73,,,,
34,49,3.8571428571428568,4.571428571428571,37.57142857142857,1,67.1277,0.0,2,8.93142857142857,16.59,,,,
35,50,1.0,6.0,43.0,0,23.3999,1.0,3,0.64,0.64,,,,
36,51,1.875,6.75,34.75,1,60.9568,0.0,2,8.05,16.59,,,,
37,52,6.375,6.25,33.25,1,79.4735,0.0,2,9.896875,16.59,,,,
38,53,2.0,3.0,43.0,0,0.0,0.0,3,0.77,0.77,,,,
40,56,2.8,4.3,31.3,1,90.0959,0.1,2,12.472000000000001,16.59,,,,
43,60,4.52,6.52,30.52,1,94.0316,0.0,2,10.2344,16.59,,,,
44,61,1.875,3.625,29.625,1,54.7973,0.0,2,10.14,16.59,,,,
45,62,11.666666666666666,2.0,31.0,0,54.1898,0.0,1,6.656666666666666,9.6,,,,
46,64,2.0,4.6,27.6,1,49.1231,0.0,3,9.936,16.59,,,,
52,71,1.0,6.0,45.0,0,16.2837,1.0,3,6.3,6.3,,,,
53,75,1.851851851851852,5.925925925925926,33.925925925925924,1,93.061,0.03703703703703704,2,9.031111111111112,16.59,,,,
55,77,6.2,6.4,30.4,0,38.7261,0.0,2,9.584,9.6,,,,
58,80,1.6666666666666667,3.7777777777777777,34.77777777777778,1,82.6411,0.3333333333333333,2,10.69,20.52,,,,
59,81,5.444444444444445,2.6666666666666665,26.66666666666667,1,65.8209,0.0,2,12.202222222222222,16.59,,,,
60,82,168.0,5.0,30.0,0,54.2843,0.0,3,7.66,7.66,,,,
62,87,5.25,13.75,40.75,0,24.8475,0.0,2,9.5725,16.59,,,,
63,88,4.2,21.4,45.4,1,54.3739,0.0,2,12.454,16.59,,,,
69,94,4.866666666666666,4.933333333333334,31.93333333333333,1,75.4614,0.0,2,10.5,20.52,,,,
70,95,2.083333333333333,46.91666666666666,71.91666666666667,1,0.0,0.08333333333333333,2,7.7425,16.59,,,,
72,97,1.0,32.5,59.5,1,51.347,0.5,3,6.3,6.3,,,,
75,107,3.333333333333333,1.3333333333333333,25.33333333333333,1,93.0725,0.0,3,6.643333333333333,9.6,,,,
76,108,2.0,4.0,34.0,0,45.7682,0.3333333333333333,3,6.33,9.6,,,,
77,109,2.5,7.0,39.0,1,93.0269,0.0,3,7.935,14.73,,,,
80,112,1.6666666666666667,2.0,35.0,1,54.941,0.0,3,9.11,14.73,,,,
81,113,21.0,12.1,43.1,0,49.8461,0.0,3,7.063,16.59,,,,
83,115,2.4615384615384612,4.6923076923076925,40.692307692307686,1,87.8644,0.0,2,9.077692307692308,16.59,,,,
84,116,2.75,1.75,31.75,1,69.1452,0.25,3,4.8025,11.37,,,,
86,118,2.8571428571428568,6.642857142857142,52.64285714285714,1,73.0236,0.07142857142857144,2,8.883571428571427,16.59,,,,
87,119,2.666666666666667,8.6,50.6,1,75.3146,0.0,2,8.868,17.67,,,,
93,129,7.0,6.2857142857142865,30.285714285714285,1,59.2551,0.0,1,6.808571428571429,14.73,,,,
95,132,1.5,-3.0,22.0,1,60.5021,0.0,3,7.26,8.22,,,,
98,135,3.363636363636364,8.363636363636363,39.36363636363637,1,74.6437,0.09090909090909091,2,10.282727272727271,16.59,,,,
99,137,5.0,9.5,36.5,1,31.0297,0.0,2,9.44833333333333,16.59,,,,
103,141,3.5,27.0,49.0,1,30.119,0.0,3,7.665,8.22,,,,
104,142,3.0,3.571428571428572,28.57142857142857,1,82.6411,0.0,2,9.994285714285713,14.73,,,,
106,144,2.333333333333333,7.333333333333332,31.33333333333333,0,32.1845,0.3333333333333333,3,10.363333333333332,13.42,,,,
107,145,1.5,19.5,42.5,1,45.202,0.5,3,14.37,20.52,,,,
110,148,3.75,16.5,43.5,1,27.250999999999998,0.0,3,21.4525,42.38,,,,
111,149,2.8571428571428568,3.7142857142857135,28.714285714285715,0,74.5252,0.2857142857142857,2,7.651428571428571,13.42,,,,
114,154,1.0,26.0,53.0,1,0.0,0.0,3,6.3,6.3,,,,
119,161,2.0,6.25,37.25,1,35.9711,0.0,2,15.5875,42.38,,,,
121,167,2.5,22.5,53.5,1,54.0872,0.5,3,13.615,17.67,,,,
123,169,5.6,6.8,30.8,1,46.4598,0.2,2,12.25,16.59,,,,
125,171,2.666666666666667,10.0,40.0,1,26.2772,0.0,3,4.183333333333333,5.89,,,,
126,172,2.0,4.0,43.0,1,0.0,0.0,3,0.77,0.77,,,,
128,176,2.0,1.5,26.5,1,67.059,0.0,3,0.77,0.77,,,,
130,181,2.6,6.2,37.2,1,58.9928,0.0,2,9.49,16.59,,,,
131,182,2.333333333333333,8.0,46.0,1,62.0458,0.0,2,14.097777777777775,42.38,,,,
132,183,2.631578947368421,5.105263157894737,31.105263157894736,0,85.78200000000001,0.05263157894736842,1,8.366842105263158,16.59,,,,
135,187,2.0,2.4,34.4,1,87.788,0.0,2,4.72,20.52,,,,
136,188,1.75,4.0,29.0,0,36.8614,0.0,3,7.2025,17.67,,,,
139,192,1.9411764705882355,3.8235294117647056,27.823529411764714,0,84.1606,0.11764705882352942,2,9.706666666666665,17.67,,,,
140,193,2.333333333333333,3.0,31.0,0,73.1573,0.0,3,8.536666666666665,13.42,,,,
147,201,2.0,12.5,42.5,1,49.1458,0.25,3,6.6975,13.42,,,,
148,202,2.0,2.5,25.5,0,49.9561,0.0,3,7.41,13.42,,,,
152,208,2.0769230769230766,4.384615384615385,37.384615384615394,1,74.2157,0.0,2,7.793846153846154,16.59,,,,
153,209,3.272727272727273,4.363636363636363,27.363636363636363,1,87.8453,0.0,2,8.299090909090909,16.59,,,,
154,210,2.166666666666667,6.833333333333332,32.833333333333336,1,62.1069,0.0,2,11.613333333333332,16.59,,,,
155,211,2.833333333333333,5.0,40.0,1,72.9319,0.0,2,10.545,16.59,,,,
157,214,5.0,12.5,43.5,1,26.3155,0.5,3,11.985,17.67,,,,
158,215,2.0,22.0,58.0,1,24.9206,1.0,3,13.42,13.42,,,,
162,222,2.8,4.2,29.2,1,57.2886,0.0,2,7.916,14.73,,,,
166,230,5.666666666666666,3.6666666666666665,31.66666666666667,1,47.2584,0.16666666666666666,2,11.005,16.59,,,,
168,233,3.25,4.833333333333333,28.83333333333333,1,69.5808,0.0,2,7.8808333333333325,16.59,,,,
174,242,3.2,3.933333333333333,29.93333333333333,1,93.6533,0.06666666666666667,2,7.7606666666666655,16.59,,,,
176,244,2.111111111111111,5.222222222222221,36.22222222222222,0,79.164,0.0,3,6.35,15.51,,,,
177,245,1.6296296296296295,2.851851851851852,33.85185185185185,1,97.3278,0.1481481481481481,2,7.988518518518519,16.59,,,,
178,246,1.3333333333333333,9.0,33.0,0,49.8109,0.0,3,6.591666666666667,15.0,,,,
179,247,2.0,3.75,30.75,0,50.9839,0.0,3,5.9075,9.6,,,,
181,249,1.4166666666666667,7.416666666666668,33.416666666666664,1,74.8504,0.3333333333333333,2,7.38,16.59,,,,
183,251,2.5,0.5,27.5,0,43.9188,0.0,3,6.545,9.6,,,,
185,254,3.6,3.2,31.2,1,83.795,0.0,2,8.59,13.42,,,,
186,255,4.2,3.6,30.6,1,72.8174,0.0,2,6.832000000000001,13.42,,,,
191,260,5.071428571428571,4.928571428571429,32.92857142857143,1,80.5128,0.0,2,7.739285714285714,13.42,,,,
192,261,1.0,3.0,27.0,1,92.7357,0.5,3,3.605,6.07,,,,
193,262,2.7826086956521734,8.217391304347826,35.21739130434783,1,94.0201,0.04347826086956521,2,10.65608695652174,17.67,,,,
194,263,2.8181818181818183,6.409090909090909,38.40909090909091,0,90.0462,0.1818181818181818,2,8.888181818181817,16.59,,,,
195,265,2.0,2.0,33.0,1,21.5544,0.0,3,0.77,0.77,,,,
196,266,2.0,2.0,29.0,1,0.0,0.0,3,14.73,14.73,,,,
197,267,2.0,-1.5,20.5,1,35.6839,0.5,3,7.26,8.22,,,,
198,268,3.333333333333333,10.0,38.0,1,22.3704,0.0,2,4.38,6.3,,,,
201,273,3.5,2.0,35.0,0,64.6135,0.0,3,5.185,9.6,,,,
204,277,2.0,24.0,44.0,1,21.660999999999998,0.0,3,7.66,7.66,,,,
206,280,2.5,3.25,35.25,0,49.7268,0.0,2,15.7175,42.38,,,,
207,283,2.7272727272727275,5.2727272727272725,38.27272727272727,1,77.1923,0.0,1,9.863636363636365,16.59,,,,
209,286,3.166666666666667,9.333333333333334,58.33333333333334,1,46.9506,0.0,3,3.535,6.3,,,,
210,287,1.8823529411764703,8.235294117647058,35.23529411764706,1,78.6405,0.05882352941176471,2,9.490588235294116,16.59,,,,
211,288,1.5,5.2,31.2,1,79.4047,0.1,3,11.924000000000001,20.52,,,,
212,289,1.5714285714285714,5.857142857142858,45.85714285714285,0,63.4634,0.0,3,5.3271428571428565,9.56,,,,
213,291,2.444444444444444,5.333333333333333,33.333333333333336,1,73.719,0.22222222222222224,2,11.376666666666665,16.59,,,,
214,292,3.0,6.142857142857142,28.142857142857146,1,52.9823,0.0,3,7.332857142857144,14.73,,,,
217,295,3.6666666666666665,6.666666666666668,31.66666666666667,1,70.6698,0.0,2,8.025,16.59,,,,
221,302,2.5,9.833333333333334,47.83333333333334,1,40.0329,0.0,3,7.578333333333333,14.73,,,,
222,303,2.0,1.0,38.0,1,41.0263,0.0,3,0.77,0.77,,,,
223,304,1.5,2.0,29.0,1,0.0,0.0,3,8.53,11.17,,,,
224,305,1.0,2.0,33.0,1,0.0,0.0,3,6.3,6.3,,,,
226,309,2.0,5.1,34.1,1,71.6824,0.3,2,9.394,20.52,,,,
227,310,1.5,8.75,39.75,0,39.2954,0.0,3,14.0475,16.59,,,,
230,315,3.8333333333333326,5.0,47.0,1,38.7987,0.0,2,4.246666666666666,6.3,,,,
233,320,2.0,7.0,30.0,0,16.1133,0.0,3,0.77,0.77,,,,
234,321,6.333333333333333,27.0,51.0,1,41.4672,0.3333333333333333,3,11.236666666666666,14.1,,,,
235,322,1.0,36.0,60.0,1,39.7611,0.0,3,5.89,5.89,,,,
237,325,1.7142857142857144,13.428571428571427,44.42857142857143,0,45.8255,0.0,3,5.241428571428571,8.22,,,,
238,326,7.0,4.8,27.8,1,58.0834,0.2,2,11.165,13.42,,,,
239,327,2.4,9.4,34.4,1,30.5644,0.2,2,7.542000000000001,18.81,,,,
240,328,2.0,18.0,53.0,1,0.0,1.0,3,13.42,13.42,,,,
244,332,1.8333333333333333,7.333333333333332,54.33333333333334,1,69.9637,0.3333333333333333,2,9.081666666666665,20.52,,,,
245,335,2.0,4.0,26.0,1,44.8062,1.0,3,7.08,7.08,,,,
246,336,2.2857142857142856,9.142857142857142,48.14285714285714,1,43.3075,0.14285714285714285,3,16.062857142857144,42.38,,,,
249,339,3.25,8.5,34.5,1,70.6698,0.0,2,10.918333333333331,16.59,,,,
250,340,2.8,5.2,32.2,1,80.0925,0.0,2,7.481,13.42,,,,
253,344,4.333333333333333,8.666666666666666,38.66666666666666,1,26.0938,0.3333333333333333,3,9.65333333333333,16.59,,,,
254,345,1.8333333333333333,6.333333333333332,31.33333333333333,0,46.3146,0.0,2,4.806666666666667,9.6,,,,
258,352,3.5,6.3,31.3,1,95.6555,0.05,2,10.0275,20.52,,,,
259,353,4.285714285714286,7.5,30.5,1,85.7361,0.0,2,8.658461538461538,13.42,,,,
260,354,1.1666666666666667,8.333333333333334,36.333333333333336,1,35.7457,0.16666666666666666,3,6.711666666666666,16.59,,,,
261,357,2.5,7.5,31.5,1,42.2452,0.0,2,6.29,9.6,,,,
262,359,2.0,11.0,38.0,1,18.6274,0.0,3,3.18,3.18,,,,
269,368,26.375,10.25,40.25,0,42.4426,0.25,3,7.6,13.42,,,,
271,373,18.769230769230766,22.23076923076923,44.230769230769226,1,88.2249,0.0,2,11.919230769230769,20.52,,,,
273,375,11.5,17.0,40.0,1,26.423000000000002,0.0,3,4.68,8.22,,,,
278,381,192.0,5.0,34.0,0,20.2231,1.0,3,7.66,7.66,,,,
282,388,2.25,6.75,39.75,1,65.5955,0.0,2,8.958571428571426,16.59,,,,
285,393,3.6428571428571432,7.2142857142857135,35.214285714285715,1,73.9827,0.0,2,8.297857142857143,14.73,,,,
286,394,6.375,16.875,42.875,1,36.7009,0.0,2,6.6275,13.42,,,,
290,398,1.2,7.6,36.6,1,44.2474,0.2,3,7.524,13.42,,,,
291,399,1.0,1.0,29.0,0,70.368,0.0,3,4.42,4.42,,,,
293,402,1.0,22.5,51.5,1,26.423000000000002,0.5,3,9.86,13.42,,,,
294,403,2.36,8.2,41.2,1,95.3192,0.0,1,10.165416666666665,16.59,,,,
295,404,12.0,10.0,43.0,1,54.235,1.0,3,7.66,7.66,,,,
297,406,2.0,6.5,43.5,0,75.3468,0.3333333333333333,3,7.2875,13.42,,,,
299,408,9.0,33.0,55.0,1,31.6782,0.0,3,9.6,9.6,,,,
301,413,1.6666666666666667,19.0,43.0,1,28.55,0.0,3,17.31,17.67,,,,
302,416,1.0,26.0,47.0,1,26.226999999999997,1.0,3,20.52,20.52,,,,
304,418,2.0,31.0,55.0,1,92.0859,0.0,3,17.67,17.67,,,,
305,419,1.5,2.5,35.5,1,60.1085,0.0,3,7.75,14.73,,,,
308,422,2.307692307692308,2.8461538461538463,25.84615384615385,1,99.7655,0.07692307692307693,2,11.075384615384616,17.67,,,,
311,426,2.555555555555556,4.666666666666667,44.66666666666666,0,55.6188,0.22222222222222224,3,7.537777777777779,17.67,,,,
312,428,5.0,6.571428571428571,37.57142857142857,1,51.0871,0.0,2,10.674285714285714,16.59,,,,
314,430,4.5,3.0,36.0,1,83.795,0.0,3,14.7375,20.52,,,,
315,431,3.0,1.0,32.0,1,23.9272,0.0,3,7.95,9.6,,,,
316,432,4.0,3.0,30.0,1,31.6037,0.0,3,9.6,9.6,,,,
317,435,4.461538461538462,6.230769230769232,33.230769230769226,1,78.8697,0.0,2,12.497692307692308,18.81,,,,
319,437,2.7142857142857144,18.571428571428573,44.57142857142857,1,67.5203,0.0,2,14.277142857142856,42.38,,,,
320,438,3.75,5.666666666666668,32.666666666666664,1,64.262,0.0,2,11.516666666666666,16.59,,,,
323,442,7.7142857142857135,7.0,32.0,1,67.4984,0.0,2,11.23,16.59,,,,
324,444,2.0,15.0,43.0,1,24.0935,0.0,3,8.865,16.59,,,,
326,446,2.0,14.714285714285715,44.714285714285715,1,82.787,0.2857142857142857,3,6.21,16.59,,,,
328,448,7.357142857142858,6.0,30.0,1,96.7368,0.0,2,11.415,16.59,,,,
329,449,1.5,1.0,33.0,1,71.8658,0.0,3,15.0,15.0,,,,
330,450,1.75,5.25,30.25,0,71.5678,0.0,1,7.26125,16.59,,,,
331,451,4.9375,6.3125,29.3125,1,92.4802,0.0,1,9.07,16.59,,,,
335,460,3.0,11.5,36.5,0,18.0658,0.0,3,9.58,9.6,,,,
338,464,2.5714285714285716,4.5,29.5,1,52.3977,0.14285714285714285,2,6.647142857142857,13.42,,,,
339,465,3.275862068965517,5.724137931034483,29.724137931034484,1,93.9246,0.0,2,9.43551724137931,16.59,,,,
340,466,2.333333333333333,20.0,45.0,1,22.3704,0.0,3,4.32,6.3,,,,
341,469,6.142857142857143,5.142857142857143,28.142857142857146,1,71.3576,0.0,2,8.657142857142858,16.59,,,,
342,470,2.0,5.333333333333333,39.333333333333336,0,38.2867,0.0,3,7.886666666666666,16.59,,,,
343,472,2.0,7.0,32.0,1,21.1494,0.0,3,6.705,7.11,,,,
345,474,3.2857142857142856,4.571428571428571,28.57142857142857,1,67.3379,0.14285714285714285,3,9.704285714285714,16.59,,,,
346,475,2.6,4.8,30.8,1,62.3476,0.0,2,8.536,17.67,,,,
347,476,2.375,7.75,31.75,1,59.2832,0.0,2,6.1625,13.42,,,,
350,484,2.8,4.2,37.2,1,69.1452,0.0,3,8.144,9.6,,,,
351,485,2.333333333333333,6.0,43.0,1,31.8406,0.3333333333333333,3,5.683333333333333,15.51,,,,
352,486,1.6666666666666667,8.0,41.0,1,30.4994,0.0,3,10.123333333333331,15.0,,,,
353,487,3.533333333333333,4.466666666666667,39.46666666666667,1,92.2128,0.06666666666666667,2,9.588571428571427,16.59,,,,
354,488,2.666666666666667,6.7333333333333325,32.73333333333333,1,75.8779,0.0,2,6.2653333333333325,16.59,,,,
355,489,2.533333333333333,5.666666666666668,35.666666666666664,1,75.9123,0.1333333333333333,2,8.541333333333332,16.59,,,,
356,490,2.0,8.5,34.5,1,63.3602,0.0,2,5.667000000000001,16.59,,,,
357,491,2.0,2.0,33.0,1,27.3394,0.0,3,7.11,7.11,,,,
358,492,1.0,1.0,27.0,1,47.4686,0.0,3,14.73,14.73,,,,
359,494,2.0,1.0,36.0,1,37.2473,0.0,3,14.73,14.73,,,,
360,495,5.0,3.5,29.5,1,61.2739,0.0,2,4.7025,7.11,,,,
361,497,3.5,4.75,34.75,1,52.3977,0.0,2,8.2825,13.42,,,,
363,499,1.0,2.0,36.0,1,60.1085,0.0,3,11.37,11.37,,,,
364,500,2.5,9.0,32.0,0,18.0658,0.0,3,9.6,9.6,,,,
365,501,2.0,15.571428571428573,43.57142857142857,1,39.1308,0.0,2,8.391428571428571,16.59,,,,
369,507,2.5,1.5,30.5,1,0.0,0.0,3,12.165,14.73,,,,
371,509,1.0,28.0,54.0,1,44.8198,0.0,3,7.66,7.66,,,,
372,510,3.25,16.5,43.5,1,24.4889,0.25,2,9.4,17.67,,,,
373,513,2.0,19.666666666666668,41.66666666666666,1,22.4703,0.0,2,10.183333333333332,16.59,,,,
374,515,2.75,4.625,28.625,1,50.8273,0.0,1,7.44125,16.59,,,,
378,520,3.7291666666666665,4.104166666666667,29.10416666666667,1,98.6588,0.0,1,9.628541666666665,17.67,,,,
379,521,2.333333333333333,4.333333333333333,30.33333333333333,1,73.5853,0.0,2,10.738888888888889,16.59,,,,
380,525,2.0,2.5,26.5,1,58.1043,0.0,3,6.095,6.3,,,,
383,530,3.8333333333333326,3.5,26.5,1,61.2357,0.0,2,13.633333333333331,16.59,,,,
384,531,2.0,5.375,29.375,1,53.2383,0.125,2,10.875,16.59,,,,
386,533,6.333333333333333,5.9444444444444455,28.944444444444446,1,88.8426,0.05555555555555556,2,8.46111111111111,16.59,,,,
387,535,3.333333333333333,1.6666666666666667,41.66666666666666,0,27.9661,0.0,3,6.54,8.22,,,,
390,539,11.5,28.0,52.0,1,18.5168,0.0,3,12.405,16.59,,,,
392,541,1.5454545454545456,6.363636363636362,57.36363636363637,1,75.6818,0.09090909090909091,3,9.514545454545454,16.59,,,,
393,542,3.533333333333333,7.0,33.0,1,80.3256,0.0,2,10.836666666666666,16.59,,,,
396,546,2.75,1.75,33.75,1,87.5014,0.0,2,11.3375,16.59,,,,
397,549,2.833333333333333,27.83333333333333,50.83333333333334,1,72.7983,0.16666666666666666,3,6.556666666666667,9.6,,,,
399,553,2.0,3.0,37.0,1,43.9188,0.0,3,0.77,0.77,,,,
400,554,1.0,2.0,33.0,1,41.843999999999994,0.0,3,14.73,14.73,,,,
402,558,2.0,2.0,38.0,1,37.2473,0.0,3,6.3,6.3,,,,
403,560,7.181818181818182,5.0,32.0,1,79.7868,0.09090909090909091,2,12.52181818181818,20.52,,,,
406,567,3.333333333333333,8.333333333333334,32.333333333333336,1,33.9498,0.0,3,8.94,9.6,,,,
407,568,3.5,11.0,36.0,0,18.1269,0.0,3,12.165,14.73,,,,
414,577,1.5,24.0,55.0,1,46.2274,0.0,3,11.985,17.67,,,,
416,580,3.0,23.0,51.0,0,24.8148,0.5,3,6.98,7.66,,,,
419,583,3.2222222222222223,3.4444444444444446,30.444444444444446,1,82.24799999999999,0.0,2,9.662222222222223,16.59,,,,
420,584,1.0,32.0,57.0,1,23.1654,0.0,3,9.56,9.56,,,,
421,585,1.0,14.0,46.0,1,0.0,0.0,3,16.59,16.59,,,,
430,597,15.166666666666666,4.916666666666667,32.916666666666664,1,96.5602,0.25,3,8.1425,16.59,,,,
433,605,4.0,25.5,46.5,1,40.9352,0.0,3,15.005,16.59,,,,
434,607,39.8,4.2,33.2,1,87.3337,0.4,3,6.175,9.6,,,,
435,608,2.5,27.0,50.0,1,21.4753,0.0,3,13.635,17.67,,,,
436,609,1.4,6.6,54.6,0,40.9613,0.6,3,5.104,7.11,,,,
443,618,8.0,3.75,27.75,1,60.0168,0.0,2,9.1975,16.59,,,,
446,623,2.0,3.0,28.0,1,36.7812,0.0,3,0.77,0.77,,,,
450,627,5.25,5.375,29.375,1,56.0162,0.0,2,9.78125,16.59,,,,
451,628,2.0714285714285716,2.642857142857143,30.642857142857146,1,98.5052,0.42857142857142855,3,8.643571428571427,16.59,,,,
452,630,11.0,1.0,38.0,1,52.6811,0.0,3,9.6,9.6,,,,
456,635,4.571428571428571,7.642857142857142,33.642857142857146,1,80.2147,0.0,2,7.374615384615384,18.81,,,,
458,639,4.458333333333333,2.833333333333333,29.83333333333333,0,91.3416,0.041666666666666664,2,9.64875,17.67,,,,
460,642,3.0,4.75,32.75,1,93.2712,0.0625,2,9.411875,42.38,,,,
461,643,3.2857142857142856,2.4285714285714284,36.42857142857143,1,86.5385,0.0,3,6.902857142857143,9.6,,,,
465,647,1.25,25.25,56.25,1,48.8463,0.0,3,3.3575,6.3,,,,
466,648,3.3125,10.4375,57.4375,1,83.2907,0.0,2,3.445625,9.6,,,,
467,649,2.0,2.0,29.0,1,41.843999999999994,0.0,3,5.89,5.89,,,,
468,650,1.9777777777777776,8.155555555555555,40.155555555555566,1,99.8548,0.05555555555555556,2,9.418444444444445,16.59,,,,
469,652,1.5454545454545456,7.454545454545454,35.45454545454545,1,68.0295,0.0,3,7.610909090909091,16.59,,,,
470,653,2.9,7.0,32.0,1,70.8418,0.0,2,9.806000000000001,16.59,,,,
471,654,3.4,9.9,41.9,1,58.966,0.0,2,10.575,16.59,,,,
473,659,5.0,27.0,55.0,1,54.5307,0.0,3,8.89,9.56,,,,
476,662,1.0,14.0,37.0,1,91.8055,0.5,3,7.08,7.08,,,,
479,665,3.5,5.5,35.5,1,46.1236,0.16666666666666666,2,8.83,16.59,,,,
480,666,6.0,21.0,45.0,1,21.4362,0.0,3,8.22,8.22,,,,
481,667,2.666666666666667,8.0,39.0,1,28.2718,0.0,3,5.556666666666667,9.6,,,,
483,670,2.2857142857142856,2.8571428571428568,31.857142857142854,1,66.994,0.0,2,9.707142857142856,16.59,,,,
489,677,3.0,13.0,40.0,1,14.4617,0.0,3,1.06,1.06,,,,
491,680,9.25,7.75,32.75,1,34.8053,0.0,3,9.89,16.59,,,,
494,683,1.0,2.0,32.0,1,37.2473,0.0,3,19.9,19.9,,,,
495,684,2.142857142857143,2.7142857142857144,34.714285714285715,1,94.8062,0.14285714285714285,2,7.642857142857144,16.59,,,,
496,686,2.0,2.0,29.0,1,58.7559,0.0,3,15.12,15.51,,,,
497,687,5.0,0.0,27.0,1,44.4003,0.0,3,14.075,14.73,,,,
499,690,2.833333333333333,4.833333333333333,28.83333333333333,1,65.9241,0.0,3,7.665,13.42,,,,
500,691,5.333333333333333,23.33333333333333,44.33333333333334,1,23.5594,0.0,3,7.283333333333333,13.42,,,,
501,694,2.75,5.75,34.75,1,69.0688,0.0,2,11.7375,42.38,,,,
504,697,10.6,4.6,30.6,0,49.6771,0.0,1,7.336,9.6,,,,
506,700,2.25,7.0,41.0,1,63.4061,0.0,2,10.39125,16.59,,,,
507,701,2.0,5.0,29.0,0,17.0609,0.0,3,14.73,14.73,,,,
509,703,2.833333333333333,24.16666666666667,46.16666666666666,1,39.106,0.3333333333333333,3,9.38,16.59,,,,
510,704,1.0,23.0,46.0,1,57.6372,0.0,3,7.26,8.22,,,,
511,707,1.0,2.0,32.0,1,0.0,0.0,3,9.6,9.6,,,,
512,709,2.25,5.75,28.75,1,50.9839,0.0,3,7.85,14.73,,,,
513,711,3.4,12.0,38.0,1,24.68,0.0,2,11.54,20.52,,,,
517,720,2.0,7.0,30.0,0,15.6195,0.0,3,16.59,16.59,,,,
525,734,2.7272727272727275,3.8181818181818175,27.818181818181817,1,76.533,0.0,2,10.112727272727271,16.59,,,,
527,736,3.7,7.7,46.7,1,86.9474,0.05,2,13.64842105263158,42.38,,,,
531,742,3.333333333333333,28.33333333333333,48.33333333333334,1,27.4212,0.0,2,5.26,6.3,,,,
532,743,3.333333333333333,4.0,32.0,1,58.2248,0.0,3,6.63,9.56,,,,
536,752,1.4,6.8,45.8,1,50.7508,0.2,3,7.654,13.42,,,,
537,753,3.5,13.0,48.0,1,27.1354,0.0,2,6.71,16.59,,,,
540,757,2.25,4.25,29.25,0,25.2026,0.0,3,11.445,16.59,,,,
541,758,3.083333333333333,4.5,30.5,1,91.3225,0.08333333333333333,2,10.1025,16.59,,,,
543,761,8.566666666666666,5.7,34.7,1,96.9355,0.0,2,9.77103448275862,16.59,,,,
549,770,3.0,6.333333333333332,45.33333333333334,1,39.6584,0.0,2,2.6133333333333333,6.3,,,,
550,772,1.5,1.5,28.5,1,61.2739,0.0,3,12.3,15.0,,,,
551,775,3.0,25.0,47.0,1,54.052,0.0,3,13.42,13.42,,,,
553,779,2.0,3.0,30.0,1,31.6037,0.0,3,5.165,9.56,,,,
555,781,2.0,3.0,30.0,0,40.3003,0.0,3,0.77,0.77,,,,
556,783,1.0,1.0,26.0,1,69.8348,1.0,3,6.3,6.3,,,,
558,786,1.0,25.0,49.0,1,24.8464,0.0,3,8.22,8.22,,,,
560,789,5.0,1.0,31.0,0,35.398,0.0,3,13.42,13.42,,,,
562,791,3.333333333333333,3.6666666666666665,30.66666666666667,1,88.6134,0.0,2,8.0725,14.73,,,,
563,792,4.4,4.5,37.5,1,77.75399999999999,0.0,2,9.557,16.59,,,,
564,793,1.6666666666666667,19.666666666666668,46.66666666666666,1,28.3717,0.0,3,2.6133333333333333,6.3,,,,
565,794,2.333333333333333,2.5,36.5,0,92.9387,0.0,3,10.304,16.59,,,,
566,797,1.4,3.0,34.0,1,98.7085,0.1333333333333333,2,7.8839999999999995,16.59,,,,
