gender,race,appointed_date,rank,birth_year,resignation_date,complaint_percentile,civilian_allegation_percentile,honorable_mention_percentile,internal_allegation_percentile,trr_percentile,allegation_count,sustained_count,civilian_compliment_count,current_badge,current_salary,discipline_count,honorable_mention_count,last_unit_id,major_award_count,trr_count,unsustained_count,has_unique_name
M,Black,5/30/1966,Captain of Police,1944,5/15/2003,24.9537,0,0,0,,2,0,4,,,0,4,8,0,0,2,FALSE
M,White,1/3/1977,Captain of Police,1952,2/15/2006,27.4776,38.7874,0,86.1431,0,3,0,2,107,,0,2,26,0,0,1,FALSE
M,White,2/16/1958,Captain of Police,1933,3/1/1992,54.3618,,0,,,3,0,4,,,0,4,8,0,0,0,FALSE
M,White,6/16/1954,Captain of Police,1927,10/1/1989,0,,0,,,0,0,2,,,0,5,17,0,0,0,FALSE
M,White,3/2/1953,Captain of Police,1928,3/3/1989,0,,0,,,0,0,2,,,0,5,17,0,0,0,FALSE
M,White,4/24/1948,Captain of Police,1923,3/1/1986,,,0,,,0,0,3,,,0,9,10,0,0,0,FALSE
M,White,2/25/1946,Captain of Police,1921,3/27/1988,,,0,,,0,0,1,,,0,1,14,0,0,0,FALSE
M,White,9/29/1952,Captain of Police,1926,8/2/1989,0,,0,,,0,0,2,,,0,2,26,0,0,0,FALSE
M,White,3/4/1946,Captain of Police,1923,12/8/1981,,,0,,,0,0,1,,,0,1,14,0,0,0,FALSE
M,White,4/24/1948,Captain of Police,1918,12/10/1981,,,0,,,0,0,0,,,0,8,6,0,0,0,FALSE
M,White,4/24/1948,Captain of Police,1923,3/27/1988,,,0,,,0,0,1,,,0,2,23,0,0,0,FALSE
M,White,2/16/1958,Captain of Police,1934,8/16/1991,0,,0,,,0,0,1,,,0,2,18,0,0,0,FALSE
M,White,8/22/1955,Captain of Police,1927,4/1/1990,0,,0,,,0,0,6,,,0,5,19,0,0,0,FALSE
M,White,9/18/1961,Captain of Police,1929,9/27/1992,0,,0,,,0,0,1,,,0,1,14,0,0,0,FALSE
M,White,3/11/1968,Captain of Police,1947,7/6/2004,28.8949,42.8509,0,0,,3,0,0,92,,0,4,12,0,0,1,FALSE
M,White,6/8/1964,Captain of Police,1939,10/15/2002,54.4173,51.2833,0,0,,8,0,0,,,0,10,9,0,0,4,FALSE
M,White,3/1/1959,Captain of Police,1932,7/15/1991,0,,0,,,0,0,0,,,0,2,13,0,0,0,FALSE
M,White,3/1/1957,Captain of Police,1934,6/29/1985,,,0,,,0,0,0,,,0,5,15,0,0,0,FALSE
M,White,2/14/1948,Captain of Police,1922,6/1/1986,,,0,,,0,0,0,,,0,10,9,0,0,0,FALSE
M,White,3/16/1949,Captain of Police,1925,3/27/1988,,,0,,,0,0,0,,,0,8,6,0,0,0,FALSE
M,White,1/30/1961,Captain of Police,1938,4/2/1994,68.1685,,0,,,4,0,0,,,0,0,22,0,0,2,FALSE
M,White,9/21/1953,Captain of Police,1924,9/1/1987,,,0,,,0,0,0,,,0,0,194,0,0,0,FALSE
M,White,7/16/1957,Captain of Police,1930,2/16/1993,0,,0,,,0,0,0,,,0,0,22,0,0,0,FALSE
M,White,11/16/1955,Captain of Police,1927,7/1/1981,,,0,,,0,0,0,,,0,0,111,0,0,0,FALSE
M,Black,12/11/1947,Captain of Police,1924,10/2/1981,,,0,,,0,0,0,,,0,0,114,0,0,0,FALSE
M,White,3/27/1991,Police Officer Assigned Canine Handler,1957,7/15/2016,63.6659,35.6089,76.7805,0,63.0035,15,0,3,16112,99978,0,30,178,0,4,7,FALSE
M,Hispanic,8/11/1986,Police Officer Assigned Canine Handler,1964,,89.9736,77.646,76.217,61.1521,67.911,39,1,2,19985,100980,1,36,178,1,5,28,FALSE
M,White,6/5/1995,Police Officer Assigned Canine Handler,1972,,90.1303,85.1455,77.6434,0,63.0035,29,1,3,18898,98052,1,30,178,0,4,17,FALSE
M,Hispanic,11/17/1986,Police Officer Assigned Canine Handler,1959,4/15/2012,64.1263,64.0324,77.0863,87.4108,68.7283,16,1,2,7952,90540,1,18,178,0,3,12,FALSE
M,White,6/4/1973,Police Officer Assigned Canine Handler,1945,7/22/2008,41.1904,49.5696,67.4533,0,74.7552,7,2,2,15405,84876,2,5,119,0,2,1,FALSE
M,White,7/19/1982,Police Officer Assigned Canine Handler,1959,7/23/2010,34.7847,0,62.8972,0,67.6152,7,0,0,7812,87888,0,6,119,0,2,4,FALSE
M,White,5/5/1997,Police Officer Assigned Canine Handler,1973,,79.9473,79.7738,76.9641,0,63.0035,18,0,4,18766,98052,0,25,178,0,4,11,FALSE
M,White,1/3/1977,Police Officer Assigned Canine Handler,1952,11/15/2010,49.0048,36.6075,71.7342,88.3979,0,11,4,1,,87888,4,12,119,0,0,3,FALSE
M,Black,1/30/1991,Commander,1964,,96.9012,92.8393,78.9177,79.9133,38.9028,55,4,9,231,162684,2,38,12,1,1,33,FALSE
M,White,1/3/1977,Commander,1951,11/15/2007,46.4722,44.8051,0,92.2942,0,8,2,5,,141888,2,2,23,0,0,4,FALSE
M,White,5/9/1966,Commander,1944,6/16/2000,42.2841,,0,,,4,1,2,,,1,5,17,0,0,1,FALSE
M,Black,3/1/1982,Commander,1953,1/16/2013,80.7331,34.1552,32.985,98.9968,0,27,1,7,261,154932,1,1,16,0,0,13,FALSE
M,Black,10/13/1986,Commander,1964,,88.0631,88.5838,70.9189,61.1521,38.9028,36,4,8,331,162684,3,23,2,0,1,21,FALSE
M,White,8/11/1986,Commander,1955,,18.0658,0,47.0712,0,0,2,1,7,14,162684,1,5,17,1,0,1,FALSE
M,White,2/19/1962,Commander,1935,9/16/1996,40.6219,,0,,,2,1,1,,,1,2,18,0,0,1,FALSE
M,Hispanic,1/3/1977,Commander,1954,7/15/2012,25.2042,0,0,0,0,4,1,3,183,154932,1,2,152,0,0,2,FALSE
M,White,7/14/1986,Commander,1964,12/15/2013,97.109,90.4805,70.8841,95.3696,0,63,3,6,556,154932,2,16,12,2,0,33,FALSE
M,White,8/11/1986,Commander,1962,11/30/2013,89.3743,86.9852,78.117,72.3812,66.5399,37,1,9,555,154932,0,31,10,1,3,14,FALSE
M,White,7/19/1982,Commander,1957,3/15/2008,20.141,0,56.5256,0,0,4,0,5,,141888,0,1,152,0,0,4,FALSE
M,White,12/1/2006,Commander,1948,,41.5689,0,39.6319,0,0,6,0,2,445,,0,1,,0,0,1,FALSE
M,White,4/13/1987,Commander,1964,,48.1411,24.118,44.1052,0,38.9028,11,0,16,115,162684,0,4,35,1,1,9,FALSE
M,White,9/18/1967,Commander,1944,3/7/2000,0,,0,,,1,0,2,,,0,0,200,0,0,0,FALSE
M,White,11/7/1988,Commander,1958,7/16/2014,43.8713,33.3846,0,0,48.3183,9,1,6,114,125790,1,0,90,0,1,4,FALSE
M,White,11/17/1986,Commander,1961,,34.8095,0,40.2465,61.1521,38.9028,7,0,12,162,154932,0,3,23,0,1,3,FALSE
M,Black,3/19/1973,Commander,1947,3/8/1999,0,,0,,,1,0,1,,,0,0,212,0,0,1,FALSE
M,White,7/18/1966,Commander,1943,2/15/2005,75.7081,41.4175,0,95.689,0,18,1,2,,121728,1,2,25,0,0,13,FALSE
M,Black,2/28/1966,Commander,1940,7/30/1998,68.4059,,0,,,8,3,2,,,2,2,4,0,0,1,FALSE
M,White,7/26/1971,Commander,1950,11/15/2008,0,0,60.6631,0,0,1,0,2,70,141888,0,3,112,0,0,0,FALSE
M,White,8/30/1982,Commander,1957,,24.68,29.7987,57.8678,0,0,4,0,19,5,162684,0,11,2,0,0,0,FALSE
M,White,7/26/1971,Commander,1949,10/1/2003,19.4712,0,0,0,,1,0,6,,121728,0,5,19,0,0,0,FALSE
M,Black,2/28/1966,Commander,1942,4/16/2000,0,,0,,,0,0,2,,,0,3,4,0,0,0,FALSE
M,White,5/27/1968,Commander,1945,9/15/2002,25.8913,0,0,0,,3,0,0,,,0,0,215,0,0,1,FALSE
M,White,1/6/1969,Commander,1945,6/15/2000,36.2877,,0,,,3,1,0,,,1,1,142,0,0,2,FALSE
M,Black,6/15/1970,Commander,1947,7/31/2002,36.9333,0,0,98.5697,,5,1,0,,,1,0,140,0,0,2,FALSE
M,White,1/24/1966,Commander,1942,9/16/1995,0,,0,,,0,0,0,,,0,0,22,0,0,0,FALSE
M,White,1/3/1977,Commander,1953,11/15/2010,0,0,0,0,0,0,0,0,,151896,0,0,193,0,0,0,FALSE
M,White,7/10/1995,Police Officer,1969,,96.5496,97.8772,85.2153,79.9133,75.2071,44,1,2,5991,93354,0,50,3,0,7,17,FALSE
M,Black,12/27/2018,Police Officer,1988,,,,,,,,,,4723,,,,,,,,FALSE
M,Black,4/16/2019,Police Officer,1979,,,,,,,,,,4439,,,,,,,,FALSE
M,White,4/16/2018,Police Officer,1993,,,,,,,,,,5869,,,,,,,,FALSE
M,White Hispanic,3/16/2018,Police Officer,1985,,,,,,,,,,11757,,,,,,,,FALSE
M,White Hispanic,12/17/2018,Police Officer,1994,,,,,,,,,,6553,,,,,,,,FALSE
M,White,7/27/2018,Police Officer,1980,,,,,,,,,,18001,,,,,,,,FALSE
M,White Hispanic,4/16/2019,Police Officer,1997,,,,,,,,,,18112,,,,,,,,FALSE
M,Unknown,11/27/2018,Police Officer,1996,,,,,,,,,,9548,,,,,,,,FALSE
M,White Hispanic,11/27/2018,Police Officer,1981,,,,,,,,,,11135,,,,,,,,FALSE
M,White Hispanic,10/29/2018,Police Officer,1992,,,,,,,,,,6653,,,,,,,,FALSE
M,White Hispanic,11/27/2018,Police Officer,1990,,,,,,,,,,4350,,,,,,,,FALSE
M,White,8/27/2018,Police Officer,1996,,,,,,,,,,8462,,,,,,,,FALSE
M,White,3/16/2018,Police Officer,1992,,,,,,,,,,8450,,,,,,,,FALSE
M,White Hispanic,5/16/2018,Police Officer,1987,,,,,,,,,,11494,,,,,,,,FALSE
M,White Hispanic,4/16/2019,Police Officer,1992,,,,,,,,,,18569,,,,,,,,FALSE
M,White Hispanic,4/16/2018,Police Officer,1994,,,,,,,,,,6661,,,,,,,,FALSE
M,White Hispanic,9/27/2018,Police Officer,1994,,,,,,,,,,19735,,,,,,,,FALSE
M,White Hispanic,3/16/2018,Police Officer,1982,,,,,,,,,,15368,,,,,,,,FALSE
M,White,12/17/2018,Police Officer,1985,,,,,,,,,,4086,,,,,,,,FALSE
M,White,6/25/2018,Police Officer,1997,,,,,,,,,,10504,,,,,,,,FALSE
M,White Hispanic,2/19/2019,Police Officer,1990,,,,,,,,,,18054,,,,,,,,FALSE
M,White Hispanic,6/25/2018,Police Officer,1990,,,,,,,,,,5019,,,,,,,,FALSE
M,White Hispanic,10/29/2018,Police Officer,1987,,,,,,,,,,5384,,,,,,,,FALSE
M,White Hispanic,4/16/2019,Police Officer,1983,,,,,,,,,,18133,,,,,,,,FALSE
M,White Hispanic,7/27/2018,Police Officer,1987,,,,,,,,,,18350,,,,,,,,FALSE
M,White,7/27/2018,Police Officer,1995,,,,,,,,,,11628,,,,,,,,FALSE
M,Black,12/17/2018,Police Officer,1992,,,,,,,,,,4726,,,,,,,,FALSE
M,White Hispanic,5/16/2019,Police Officer,1987,,,,,,,,,,18653,,,,,,,,FALSE
M,White Hispanic,11/27/2018,Police Officer,1994,,,,,,,,,,3276,,,,,,,,FALSE
M,White Hispanic,7/27/2018,Police Officer,1996,,,,,,,,,,16575,,,,,,,,FALSE
M,Black,4/16/2018,Police Officer,1991,,,,,,,,,,5758,,,,,,,,FALSE
M,White,6/25/2018,Police Officer,1995,,,,,,,,,,4851,,,,,,,,FALSE
M,White Hispanic,10/29/2018,Police Officer,1996,,,,,,,,,,7765,,,,,,,,FALSE
M,Black,9/27/2018,Police Officer,1992,,,,,,,,,,4799,,,,,,,,FALSE
M,Asian/Pacific Islander,5/16/2018,Police Officer,1991,,,,,,,,,,14926,,,,,,,,FALSE
M,White Hispanic,10/29/2018,Police Officer,1993,,,,,,,,,,7554,,,,,,,,FALSE
M,White,9/27/2018,Police Officer,1996,,,,,,,,,,19530,,,,,,,,FALSE
M,White Hispanic,11/27/2018,Police Officer,1980,,,,,,,,,,18341,,,,,,,,FALSE
M,White Hispanic,5/16/2019,Police Officer,1983,,,,,,,,,,18631,,,,,,,,FALSE
M,White,10/29/2018,Police Officer,1991,,,,,,,,,,8143,,,,,,,,FALSE
M,Unknown,11/27/2018,Police Officer,1996,,,,,,,,,,4376,,,,,,,,FALSE
M,White,12/17/2018,Police Officer,1983,,,,,,,,,,4770,,,,,,,,FALSE
M,White,10/29/2018,Police Officer,1991,,,,,,,,,,6247,,,,,,,,FALSE
M,Unknown,12/17/2018,Police Officer,1996,,,,,,,,,,4113,,,,,,,,FALSE
M,Black,8/27/2018,Police Officer,1995,,,,,,,,,,11791,,,,,,,,FALSE
M,White Hispanic,6/25/2018,Police Officer,1987,,,,,,,,,,5579,,,,,,,,FALSE
M,Unknown,9/27/2018,Police Officer,1987,,,,,,,,,,5327,,,,,,,,FALSE
M,White,6/25/2018,Police Officer,1994,3/29/2019,,,,,,,,,5073,,,,,,,,FALSE
M,White,8/16/2019,Police Officer,1984,9/19/2018,,,,,,,,,7800,,,,,,,,FALSE
M,White,6/25/2018,Police Officer,1995,1/14/2019,,,,,,,,,5107,,,,,,,,FALSE
M,White Hispanic,3/16/2018,Police Officer,1993,7/24/2019,,,,,,,,,15088,,,,,,,,FALSE
M,Black,9/8/1986,Police Officer,1948,11/15/2010,69.4177,36.6075,64.7569,76.8944,56.9882,18,2,0,5826,81252,2,4,152,0,1,14,TRUE
M,Black,5/16/1975,Police Officer,1946,12/13/2009,61.4509,0,0,78.5726,0,15,5,0,,80736,5,0,136,0,0,8,TRUE
F,Hispanic,9/18/2017,,1982,,,,,,,0,0,0,,,0,0,,0,0,0,TRUE
M,White,11/16/1955,,1926,4/18/1980,,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
M,White,4/5/1965,Police Officer as Detective,1942,6/1/1993,45.1679,,0,,,1,0,0,,,0,0,211,0,0,1,TRUE
M,White,5/2/1994,Police Officer,1964,,53.4255,35.6089,65.6694,79.9133,63.0035,10,2,2,5470,93354,2,12,12,0,4,5,TRUE
M,White,4/1/2013,Police Officer,1979,,0,0,98.5283,0,96.3293,2,1,0,2873,80016,0,39,7,0,6,0,TRUE
M,Black,5/2/1988,Police Officer,1964,5/15/2014,86.3017,86.7682,40.9997,72.429,0,32,0,3,,86130,0,3,112,0,0,23,TRUE
M,White,3/9/1987,Police Officer as Detective,1965,,56.5779,41.5139,0,0,0,14,0,0,21310,103932,0,0,192,0,0,10,TRUE
M,White,2/27/1978,Police Officer,1948,1/15/2011,14.9322,0,39.6443,0,0,1,0,6,,85278,0,6,19,0,0,0,TRUE
M,White,2/19/1973,Police Officer,1950,4/29/2011,22.0887,0,38.7413,0,0,4,1,0,,,1,1,19,0,0,1,TRUE
M,White,8/30/1982,Commander,1956,12/15/2011,64.2255,0,41.0267,0,0,16,0,5,54,154932,0,3,23,0,0,8,TRUE
M,White,2/3/1969,Police Officer,1948,4/6/1999,39.6292,,0,,,3,2,0,,,1,0,225,1,0,1,TRUE
M,White,3/4/1985,Police Officer as Detective,1956,6/15/2016,73.4019,32.2454,28.0492,69.8276,0,22,2,1,,100884,2,1,208,0,0,17,TRUE
F,White,10/23/1995,Police Officer,1967,,82.2208,87.5224,82.8735,0,88.0064,22,0,4,14791,93354,0,43,9,0,13,4,TRUE
M,White,8/28/2006,Police Officer,1980,,70.5208,74.5764,99.6377,0,55.8436,7,0,9,20641,94122,0,139,10,0,2,0,TRUE
F,Black,12/22/1986,Police Officer,1946,1/26/1987,,,,,,0,0,0,,,0,2,30,0,0,0,TRUE
M,White,7/7/1969,Police Officer,1947,5/16/1998,0,,0,,,0,0,0,,,0,1,7,0,0,0,TRUE
F,White,5/6/1985,Police Officer,1948,10/15/2005,57.4625,61.2008,0,0,0,10,1,2,,71682,0,2,21,0,0,5,TRUE
M,Hispanic,1/3/1995,Police Officer,1964,,84.9222,79.7738,75.7059,0,49.1036,24,2,1,18888,93354,2,25,11,0,2,13,TRUE
M,White,7/17/2017,,,,,,,,,0,0,0,14113,48078,0,0,,0,0,0,TRUE
M,White,5/1/2006,Police Officer,1980,,74.0667,73.8987,79.694,77.9898,80.6309,8,2,5,19925,87006,1,17,5,1,7,2,TRUE
M,White,6/5/1961,Police Officer,1937,6/21/1988,,,0,,,0,0,4,,,0,0,,0,0,0,TRUE
F,White,8/30/1982,Police Officer,1956,1/7/1988,,,0,,,0,0,0,,,0,3,16,0,0,0,TRUE
M,Hispanic,5/31/1994,Police Officer / Field Training Officer,1967,7/8/2013,98.9618,98.5903,91.8519,97.1436,99.6014,62,4,2,17679,84756,4,72,11,1,39,29,TRUE
M,Hispanic,8/16/2017,,,,,,,,,0,0,0,7428,48078,0,0,,0,0,0,TRUE
M,White,1/2/1992,Police Officer,1968,6/1/2002,29.0909,0,0,0,,2,0,1,,,0,2,21,0,0,1,TRUE
M,White,2/19/1973,Captain of Police,1951,4/15/2012,61.8421,53.8811,0,96.0757,0,15,2,4,97,,2,0,27,0,0,4,TRUE
M,Black,7/7/1997,Police Officer,1961,,31.4508,35.6089,67.982,0,0,7,1,4,14949,93354,1,12,2,0,0,2,TRUE
F,Hispanic,9/13/1999,Police Officer,1957,1/30/2004,92.344,89.5995,0,90.7482,,9,0,0,,55764,0,5,15,0,0,4,TRUE
M,White,12/2/1996,Police Officer,1970,,30.7592,35.6089,76.7798,0,38.9028,4,0,12,19159,93354,0,25,19,0,1,3,TRUE
M,White,5/9/1946,,1920,6/5/1980,,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
M,White,5/16/1956,Sergeant of Police,1931,8/16/1990,0,,0,,,0,0,0,,,0,0,115,0,0,0,TRUE
M,White,3/15/2013,Police Officer,1985,,64.6135,70.1764,99.3175,0,91.2232,4,1,0,17077,80016,1,47,7,0,4,1,TRUE
F,White,,,1964,,,,,,,1,1,0,,,0,0,,0,0,0,TRUE
M,White,12/14/1998,Police Officer,1957,12/5/2008,53.4052,62.2758,72.0564,0,0,5,0,3,,70656,0,4,20,0,0,0,TRUE
M,Black,6/23/1980,Police Officer,1952,6/27/2013,46.9872,33.9124,31.9844,0,0,10,1,1,,86130,1,1,36,0,0,5,TRUE
M,Black,5/16/1975,Sergeant of Police,1948,11/15/2011,47.9369,35.4239,0,0,0,10,0,0,,105018,0,0,212,0,0,8,TRUE
M,Asian/Pacific,1/26/2004,Police Officer,1965,,61.7936,61.9394,77.8342,74.995,70.4017,7,1,8,15779,87006,1,18,21,0,5,1,TRUE
M,Black,3/17/1997,Police Officer as Detective,1970,,16.7284,0,45.5186,0,0,1,0,6,20609,100980,0,3,212,0,0,1,TRUE
M,White,8/29/2016,Police Officer,1990,,,,,,,0,0,0,8352,68616,0,4,30,0,0,0,TRUE
F,Black,9/11/2000,Police Officer,1970,5/29/2004,67.7377,44.1062,0,97.2006,,3,0,4,,55764,0,4,8,0,0,2,TRUE
M,White,6/21/1999,Police Officer as Detective,1974,,45.3899,53.0197,81.2918,0,56.6663,6,0,5,20980,97440,0,31,215,1,3,2,TRUE
M,Hispanic,6/3/2013,Police Officer,1979,,0,0,89.336,0,87.8815,0,0,2,10418,80016,0,13,8,0,3,0,TRUE
M,White,6/4/1973,Police Officer,1947,2/9/1999,46.1494,,0,,,4,0,2,,,0,2,,0,0,4,TRUE
F,White,,,1949,,,,,,,2,0,0,,,0,0,,0,0,1,TRUE
M,Black,12/13/1999,Police Officer,1968,,84.1886,83.7403,67.1508,79.9133,84.903,19,2,3,18709,89130,1,10,225,1,11,4,TRUE
M,Black,11/29/1982,Police Officer,1954,5/24/1993,68.1136,,0,,,4,2,0,,,2,0,7,0,0,2,TRUE
M,Black,10/18/1976,Police Forensic Investigator I,1950,1/15/2011,41.9698,28.1711,39.2345,76.4744,0,8,1,0,,101958,1,1,142,0,0,5,TRUE
M,White,3/17/1969,Police Officer,1947,4/16/1998,54.8442,,0,,,6,0,0,,,0,2,149,0,0,5,TRUE
M,Hispanic,2/2/2015,Police Officer,1983,,0,0,61.4743,0,84.0349,1,0,0,14454,76266,0,1,18,0,1,0,TRUE
M,White,10/1/1957,,1933,8/7/1980,,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
F,White,11/22/1993,Police Officer,1958,7/23/2007,31.1641,35.4083,0,0,0,3,1,0,,70656,1,1,24,0,0,0,TRUE
F,White,2/19/1974,Police Officer as Detective,1949,2/26/1981,,,0,,,0,0,0,,,0,0,50,0,0,0,TRUE
M,White,10/1/1957,Police Officer,1930,5/19/1993,45.1884,,0,,,1,0,6,,,0,5,,0,0,1,TRUE
M,White,12/14/1970,Police Forensic Investigator I,1949,8/15/2011,18.0033,0,38.5989,0,0,2,1,1,,105018,1,1,142,0,0,1,TRUE
M,Black,2/2/2015,Police Officer,1992,,0,0,76.3366,0,0,1,0,0,14795,76266,0,3,6,0,0,0,TRUE
M,Asian/Pacific,11/16/2017,,,,,,,,,0,0,0,,,0,0,,0,0,0,TRUE
F,White,1/19/1981,Police Officer as Detective,1951,4/15/2004,23.9346,55.3603,0,0,,2,0,0,,70260,0,0,218,0,0,2,TRUE
M,White,7/9/2007,Police Officer,1981,,81.9533,84.7518,93.6475,0,99.3759,9,0,2,6704,87006,0,45,11,0,31,0,TRUE
F,Hispanic,3/27/1991,Police Officer,1959,10/30/1991,,,,,,0,0,0,,,0,2,30,0,0,0,TRUE
M,White,10/30/2006,Police Officer,1980,,82.813,85.7036,87.5311,0,89.8389,10,0,5,7804,87006,0,29,10,1,11,5,TRUE
M,White,12/17/2001,Sergeant of Police,1976,3/6/2012,70.5442,74.0432,81.7807,0,78.2878,9,0,1,1043,104628,0,12,208,1,5,2,TRUE
F,Hispanic,5/19/2008,Police Officer,1984,,77.177,76.3006,96.6006,84.2037,48.1448,7,0,2,12194,84054,0,58,3,0,1,1,TRUE
F,Hispanic,1/3/1995,Police Officer,1962,3/15/2017,58.0452,53.0197,65.1325,88.3297,0,11,2,4,5154,92430,2,11,17,0,0,1,TRUE
M,Hispanic,7/31/2006,Sergeant of Police,1975,,82.0679,84.8067,98.4895,0,98.9845,10,0,3,2101,101442,0,96,11,2,30,2,TRUE
M,White,5/16/1956,Police Officer,1926,9/5/1986,,,0,,,0,0,4,,,0,4,8,0,0,0,TRUE
M,White,2/17/1998,Police Officer,1969,6/5/2003,85.1315,89.5049,0,0,,8,3,0,,57426,3,1,26,0,0,4,TRUE
F,White,9/13/1999,Sergeant of Police,1976,,50.7164,57.7487,74.493,0,63.0035,7,0,1,1524,104628,0,18,12,1,4,2,TRUE
M,White,12/5/1988,Police Officer,1959,3/21/2007,91.0141,77.1038,0,92.924,0,32,8,1,,60600,8,1,14,0,0,18,TRUE
M,Black,9/9/1985,Police Officer,1956,9/15/2012,32.8171,47.4703,50.4108,73.6216,51.7432,6,1,1,12078,86130,1,6,7,0,1,1,TRUE
M,White,2/28/2000,Police Officer,1977,,34.6987,43.9207,89.2228,0,49.1036,4,0,5,5431,90024,0,54,9,0,2,0,TRUE
M,Hispanic,1/23/1961,Sergeant of Police,1933,3/1/1991,0,,0,,,1,0,0,,,0,5,,0,0,1,TRUE
F,Hispanic,6/8/1981,Police Officer,1946,6/15/2006,31.864,38.5156,0,0,0,4,0,2,,74328,0,5,17,0,0,4,TRUE
M,Unknown,10/31/2016,Police Officer,1993,,,,,,,0,0,0,17055,48078,0,0,,0,0,0,TRUE
M,Hispanic,6/27/2016,Police Officer,1988,,,,0,,,0,0,0,9301,68616,0,0,30,0,0,0,TRUE
M,White,12/11/1967,Police Officer,1942,4/15/2004,83.0497,0,0,0,,22,0,0,,69264,0,0,149,0,0,17,TRUE
M,Black,9/18/1967,Sergeant of Police,1939,10/14/1988,,,0,,,0,0,1,,,0,2,23,0,0,0,TRUE
M,White,6/4/1973,Police Officer,1940,1/29/1982,,,0,,,1,1,2,,,1,2,25,0,0,0,TRUE
F,Hispanic,2/19/1974,Police Officer as Detective,1946,4/2/1996,49.134,,0,,,3,1,1,,,1,0,218,0,0,1,TRUE
M,White,6/29/1992,Police Officer,1969,12/10/1992,,,,,,1,1,3,,,1,9,30,0,0,0,TRUE
M,White,5/13/1968,Police Officer,1942,12/17/1987,,,0,,,0,0,0,,,0,0,229,0,0,0,TRUE
M,White,7/7/1997,Captain of Police,1971,,94.9792,95.7794,85.5969,0,63.0035,36,0,2,27,132876,0,48,27,1,4,18,TRUE
F,Asian/Pacific,10/4/1999,Police Officer,1971,,40.0329,47.638,69.5378,0,49.1036,6,0,2,14929,90024,0,12,21,0,2,0,TRUE
M,White,11/1/1977,Police Officer,1953,1/11/2006,57.2961,0,0,0,0,10,0,0,,76476,0,0,9,0,0,6,TRUE
F,White,11/29/1982,,1957,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,TRUE
M,White,5/17/1993,Sergeant of Police,1969,,69.535,65.6966,60.6398,61.1521,38.9028,16,0,1,1867,107988,0,9,15,0,1,8,TRUE
M,Black,6/8/1981,Police Officer,1946,7/28/1998,83.622,,0,,,14,2,0,,,1,0,22,0,0,11,TRUE
M,White,3/25/2002,Police Officer,1978,,89.282,88.3097,99.3725,85.9926,94.8712,19,1,3,4871,90024,1,171,174,3,21,2,TRUE
M,White,3/26/2001,Police Officer,1969,,63.4519,65.0439,85.1894,71.6962,72.1094,9,0,9,8734,90024,0,37,13,0,6,1,TRUE
M,Black,12/7/1992,Police Officer,1963,,60.8995,53.0197,50.8329,93.0935,49.1036,13,4,1,10897,93354,4,5,225,1,2,5,TRUE
F,Black,1/3/2005,Police Officer,1979,,58.8476,52.4716,53.3655,88.0855,71.3151,6,1,1,12637,87006,1,3,8,0,5,2,TRUE
F,White,4/24/1991,Police Officer,1958,12/15/2014,19.0089,0,49.3919,0,0,2,0,2,,88830,0,3,21,0,0,0,TRUE
M,White,2/27/1978,Sergeant of Police,1950,4/15/2008,88.7516,93.1193,0,0,75.056,31,1,1,2114,93276,0,6,7,0,2,10,TRUE
M,Black,12/12/1947,Sergeant of Police,1925,6/16/1981,,,0,,,0,0,2,,,0,3,4,0,0,0,TRUE
F,White,8/11/1986,Sergeant of Police,1947,11/15/2008,73.6168,79.8689,58.0917,80.7075,0,19,1,1,2495,90348,1,10,9,0,0,8,TRUE
M,White,9/13/1999,Police Officer as Detective,1974,,99.6867,99.5864,96.2642,79.9133,78.2707,67,0,4,21203,97440,0,106,16,0,8,27,TRUE
M,Hispanic,11/17/1986,Police Officer / Explosives Detective Canine Handler,1957,1/11/2017,27.817,24.118,35.1134,0,0,5,1,2,3370,99978,1,2,35,0,0,3,TRUE
M,White,7/26/1971,Police Officer as Detective,1950,1/16/2001,21.661,0,0,0,,1,0,1,,,0,0,218,0,0,1,TRUE
M,White,9/1/1956,,1926,8/1/1980,,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
M,White,7/10/1995,Police Officer,1957,7/20/2016,62.489,69.1001,75.1619,0,49.1036,12,0,1,18816,89718,0,22,9,1,2,6,TRUE
M,White,1/2/1992,Police Officer as Detective,1970,,38.8483,29.7987,63.0462,0,38.9028,7,0,3,20855,103932,0,11,215,0,1,1,TRUE
M,White,9/29/1980,Police Officer,1954,4/15/2010,30.9804,0,52.7668,0,0,5,0,0,,83604,0,2,35,0,0,4,TRUE
M,White,6/16/1986,Lieutenant of Police,1962,6/19/2012,33.0651,0,66.855,0,0,6,0,0,670,,0,8,15,0,0,4,TRUE
M,Black,3/1/1982,Police Officer,1952,4/15/2012,56.7167,53.8811,39.3752,74.3243,0,13,2,1,,86130,2,1,36,0,0,5,TRUE
M,White,8/27/2001,Police Officer,1968,,60.0168,65.4425,95.9472,0,78.2707,8,0,7,12374,90024,0,91,183,0,8,2,TRUE
