gender,race,appointed_date,rank,birth_year,resignation_date,complaint_percentile,civilian_allegation_percentile,honorable_mention_percentile,internal_allegation_percentile,trr_percentile,allegation_count,sustained_count,civilian_compliment_count,current_badge,current_salary,discipline_count,honorable_mention_count,last_unit_id,major_award_count,trr_count,unsustained_count,has_unique_name
M,White,10/23/1967,Police Officer,1946,1/2/1997,63.7811,,0,,,6,3,0,,,3,0,149,0,0,2,TRUE
M,White,10/22/1973,Police Officer,1951,1/8/2002,31.8728,0,0,0,,3,1,4,,,1,0,2,0,0,1,TRUE
M,White,10/22/1973,Police Officer,1947,6/30/2005,0,0,0,0,0,0,0,0,,74976,0,0,148,0,0,0,TRUE
M,White,11/4/1996,Police Officer,1971,,35.6196,47.638,45.234,0,49.1036,5,0,1,9091,80724,0,3,225,2,2,3,TRUE
M,Black,9/26/2005,Police Officer,1967,,72.0378,71.8208,72.3324,76.9384,46.6754,9,1,2,14271,87006,1,10,7,0,1,2,TRUE
M,White,7/18/1966,Police Forensic Investigator I,1946,11/15/2007,0,0,0,0,0,1,0,0,,96072,0,1,142,0,0,1,TRUE
M,White,2/1/1982,Police Officer,1953,2/1/1982,,,,,,0,0,0,,,0,2,30,0,0,0,TRUE
M,White,7/10/1995,Deputy Superintendent,1971,1/27/2009,43.2326,30.7209,0,90.2818,0,5,0,0,,172056,0,0,127,0,0,4,TRUE
F,White,8/29/2016,Police Officer,1978,,,,,,,0,0,0,14298,68616,0,2,30,0,0,0,TRUE
M,White,8/1/1994,Police Officer,1962,2/7/2003,85.3445,0,0,0,,13,2,0,,58572,2,1,26,0,0,8,TRUE
M,White,10/22/1973,,1947,9/17/1979,,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
F,White,2/19/1974,Police Officer as Detective,1951,2/16/2002,42.2739,0,0,0,,5,0,0,,,0,0,55,0,0,2,TRUE
M,Black,5/31/1994,Police Officer,1946,6/21/1994,,,,,,0,0,0,,,0,2,30,0,0,0,TRUE
M,Hispanic,6/29/1992,Sergeant of Police,1970,,23.3044,0,58.036,0,0,4,0,3,1274,111474,0,8,206,0,0,4,TRUE
M,White,10/29/2007,Police Officer,1980,,22.1963,29.5844,90.4389,0,66.9295,1,0,6,5757,84054,0,33,8,0,3,0,TRUE
M,Hispanic,4/17/2017,,,,,,,,,0,0,0,11559,48078,0,0,,0,0,0,TRUE
M,Black,10/23/1972,Police Officer,1946,7/16/2000,42.198,,0,,,4,0,0,,,0,0,236,0,0,4,TRUE
F,Black,11/18/1991,Police Officer,1968,,16.1133,0,0,0,0,1,0,4,9103,96060,0,0,107,0,0,1,TRUE
M,Hispanic,8/1/1994,Sergeant of Police,1965,,93.3285,86.3763,61.4452,61.1521,0,37,1,6,2626,107988,1,9,82,0,0,17,TRUE
F,White,4/28/2003,Police Officer,1980,,0,0,55.9563,0,0,0,0,2,2853,87006,0,4,26,0,0,0,TRUE
M,White,11/20/1972,Captain of Police,1949,5/15/2004,38.929,0,0,90.2649,,5,1,0,,,1,0,22,0,0,2,TRUE
M,White,11/13/1967,Police Officer as Detective,1944,1/1/1995,46.5709,,0,,,2,0,0,,,0,0,214,0,0,2,TRUE
M,White,1/3/2005,Police Officer,1969,,64.7969,59.9761,86.3279,88.0855,66.9295,7,1,9,9310,87006,1,31,38,0,4,2,TRUE
F,Black,9/30/2002,Police Officer,1965,,46.3146,52.9799,44.3639,0,63.0035,5,0,2,5193,87006,0,2,4,0,4,0,TRUE
M,Black,7/19/1982,Police Officer,1950,4/15/1997,71.7017,,0,,,8,1,0,,,1,0,2,0,0,7,TRUE
M,White,1/3/1995,Police Officer Assigned Canine Handler,1969,,86.978,83.7403,48.5687,0,38.9028,26,0,2,13953,98052,0,5,178,0,1,19,TRUE
M,White,11/20/1962,Police Officer,1941,3/1/1991,0,,0,,,0,0,0,,,0,0,225,1,0,0,TRUE
M,White,2/8/1955,Police Officer,1918,11/5/1981,,,0,,,0,0,0,,,0,0,117,0,0,0,TRUE
M,White,6/25/2001,Police Officer,1976,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,TRUE
M,White,11/27/2006,Police Officer,1975,,21.115,29.1808,89.323,0,47.2824,1,0,2,15398,87006,0,33,11,1,1,0,TRUE
M,Black,5/5/1997,Police Officer,1968,,83.0538,79.7738,75.4375,0,63.0035,21,0,9,16867,93354,0,22,19,0,4,11,TRUE
M,Black,9/29/2003,Police Officer,1970,,26.0938,34.2486,83.5398,0,75.2071,2,0,4,12459,87006,0,28,6,1,7,0,TRUE
M,Black,3/1/1982,Police Officer,1941,5/16/1986,,,0,,,0,0,4,,,0,4,8,0,0,0,TRUE
M,White,12/18/1967,Police Officer,1947,8/16/2001,33.4783,0,0,0,,3,1,0,,,1,0,7,0,0,2,TRUE
M,Black,10/27/2014,Police Officer,1989,,0,0,84.3064,0,0,1,0,0,15450,76266,0,6,6,0,0,1,TRUE
M,Black,6/4/1973,Police Officer,1940,11/1/1994,39.2833,,0,,,1,1,0,,,1,0,3,0,0,0,TRUE
M,White,5/16/1956,Sergeant of Police,1928,5/9/1984,,,0,,,0,0,2,,,0,2,25,0,0,0,TRUE
F,White,6/19/1991,Sergeant of Police,1964,,77.8419,69.1001,61.0764,79.9133,75.2071,23,2,5,1344,111474,2,10,10,0,7,11,TRUE
F,Black,1/30/1991,Police Officer as Detective,1956,6/15/2012,40.6495,41.2649,58.6243,73.8757,0,7,1,1,,90540,1,3,215,0,0,2,TRUE
F,White,3/26/1990,Police Officer,1961,2/16/2000,53.0615,,0,,,5,2,0,,,1,0,22,0,0,2,TRUE
M,White,9/21/1953,Police Officer,1918,3/21/1981,,,0,,,0,0,0,,,0,1,118,0,0,0,TRUE
M,Hispanic,10/3/1994,Police Officer,1969,,42.5433,24.118,68.2764,0,49.1036,7,0,3,18486,93354,0,14,35,0,2,4,TRUE
F,Hispanic,7/19/1982,Police Officer Assigned Traffic Specialist,1956,9/15/2011,14.8304,0,0,0,0,1,0,0,,89646,0,0,206,0,0,0,TRUE
F,White,9/9/1985,Police Officer,1955,1/30/2011,34.2715,0,42.6383,0,0,6,2,0,,75816,1,1,10,0,0,4,TRUE
M,White,5/3/1954,Sergeant of Police,1922,7/1/1984,,,0,,,0,0,0,,,0,2,35,0,0,0,TRUE
M,White,10/1/1957,Police Officer,1922,3/3/1983,,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
M,White,11/25/2013,Police Officer,1987,,48.0685,55.9199,96.8755,0,90.8204,1,0,0,17995,80016,0,27,6,0,3,0,TRUE
M,Asian/Pacific,10/4/1999,Police Officer,1961,,40.0329,47.638,65.375,0,49.1036,6,0,3,15729,90024,0,9,18,0,2,3,TRUE
F,Hispanic,9/5/1995,Police Officer,1964,10/21/1995,,,,,,0,0,0,,,0,2,30,0,0,0,TRUE
M,White,6/8/1998,Police Officer,1969,,73.4936,77.646,79.7296,61.1521,56.6663,14,0,1,6869,90024,0,29,3,0,3,6,TRUE
M,Hispanic,8/19/2016,,,,,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
M,White,4/26/1976,Police Officer,1946,8/26/1996,31.6073,,0,,,1,0,0,,,0,0,18,0,0,1,TRUE
M,White,2/1/1955,Police Officer,1928,4/1/1982,,,0,,,0,0,3,,,0,9,10,0,0,0,TRUE
M,White,11/29/1982,Sergeant of Police,1959,6/16/2014,71.1312,72.0855,74.2939,0,86.6344,20,1,3,2502,109278,1,28,5,1,10,8,TRUE
M,Black,4/25/2016,Police Officer,1985,,,,0,,,1,1,0,10201,68616,1,0,30,0,0,0,TRUE
M,White,6/16/1954,Police Officer as Detective,1919,5/8/1982,,,0,,,0,0,1,,,0,0,212,0,0,0,TRUE
M,White,5/27/2014,Police Officer,1983,,55.5004,61.7301,88.0098,0,0,1,0,0,16688,76266,0,9,6,0,0,0,TRUE
F,Hispanic,5/6/1996,Police Officer,1969,,25.3678,24.118,71.1389,0,0,3,0,2,19724,93354,0,16,165,0,0,2,TRUE
M,White,9/1/1958,Police Officer,1925,7/1/1990,0,,0,,,0,0,1,,,0,1,24,0,0,0,TRUE
F,White Hispanic,2/19/2019,Police Officer,1989,,,,,,,,,,18023,,,,,,,,TRUE
M,Black,6/16/1986,Police Officer,1959,5/14/2017,95.5753,47.638,60.0252,98.3805,38.9028,56,10,1,4299,95106,10,11,3,0,1,37,TRUE
M,White,11/29/1965,Police Officer,1937,6/1/1988,,,0,,,0,0,4,,,0,0,2,0,0,0,TRUE
M,Black,6/16/1986,Police Officer,1961,8/8/2016,86.6379,61.9992,60.2806,0,56.6663,34,0,13,8274,95106,0,10,19,0,3,21,TRUE
M,White,7/1/1957,Captain of Police,1930,10/4/1993,0,,0,,,0,0,1,,,0,2,18,0,0,0,TRUE
M,Hispanic,8/25/2003,Sergeant of Police,1970,,65.5955,70.8342,86.6028,0,91.2913,8,0,3,2007,101442,0,35,11,0,16,0,TRUE
M,Hispanic,8/29/2005,Police Officer,1981,,82.2055,84.8964,95.5623,0,75.0936,11,0,3,18928,87006,0,66,12,0,6,2,TRUE
M,White,10/14/1968,Police Officer,1946,7/1/1983,,,0,,,1,0,0,,,0,2,13,0,0,1,TRUE
M,White,7/31/2006,Police Officer,1982,,98.036,97.8623,97.7003,78.3386,96.6583,25,1,5,11106,87006,1,83,8,0,20,6,TRUE
F,Black,6/4/2007,Police Officer,1977,,77.8877,81.3135,80.2083,0,56.2805,8,0,4,4410,87006,0,16,8,0,2,0,TRUE
M,White,2/16/2017,Police Officer,1984,,,,,,,0,0,0,,48078,0,0,,0,0,0,TRUE
M,White,7/30/1951,,1924,3/31/1980,,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
M,White,8/22/1955,Captain of Police,1932,6/16/1991,64.1921,,0,,,1,0,0,,,0,8,6,0,0,1,TRUE
M,White,3/26/1990,Sergeant of Police,1964,,36.7009,57.7487,79.5129,0,63.0035,8,0,4,1851,111474,0,42,16,0,4,1,TRUE
M,White,4/6/2015,Police Officer,1988,,0,0,91.9074,0,0,2,0,0,12379,72510,0,9,10,0,0,0,TRUE
M,Hispanic,10/4/1999,Police Officer,1971,,59.9251,61.9992,88.3786,61.1521,78.2707,9,0,16,17968,90024,0,51,19,0,8,6,TRUE
M,White,6/12/1961,Police Officer as Detective,1938,7/15/1999,60.8422,,0,,,8,0,0,,,0,0,50,0,0,6,TRUE
M,White,8/27/2007,Sergeant of Police,1983,,85.3043,87.2533,99.8836,0,93.4642,10,0,4,2213,101442,0,156,7,1,13,3,TRUE
M,White,12/11/1978,Police Officer,1954,9/23/1991,85.1152,,0,,,3,2,0,,,2,0,236,0,0,1,TRUE
F,Black,1/3/1995,Police Officer,1966,,47.0979,29.7987,66.1254,0,49.1036,8,2,4,18869,93354,3,12,5,1,2,2,TRUE
M,Unknown,9/18/2017,,1995,,,,,,,0,0,0,,,0,0,,0,0,0,TRUE
F,Hispanic,12/18/2000,Police Officer,1973,,17.6875,0,62.7034,71.2129,0,1,1,1,17340,90024,1,7,3,0,0,0,TRUE
M,White,10/1/1957,,1924,2/1/1982,,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
M,Black,7/30/1990,Police Officer Assigned Traffic Specialist,1960,6/15/2015,22.254,26.0867,71.2206,0,0,3,0,1,,94236,0,16,206,0,0,1,TRUE
M,White,6/15/1970,Sergeant of Police,1943,1/15/2003,66.5725,0,0,0,,12,2,1,,82422,2,0,212,0,0,8,TRUE
M,Black,6/5/1995,Police Officer,1964,,51.7137,47.638,44.4448,79.9133,38.9028,9,1,2,19745,93354,1,3,19,0,1,7,TRUE
F,White,5/2/1994,Police Officer,1969,,19.9534,24.118,43.73,0,49.1036,2,1,1,3288,93354,1,3,6,0,2,0,TRUE
M,Black,6/1/1956,Police Officer as Detective,1928,5/13/1991,0,,0,,,0,0,0,,,0,2,,0,0,0,TRUE
M,Black,10/27/2014,Police Officer,1991,,0,0,95.8922,0,80.2791,0,0,0,14874,76266,0,16,5,0,1,0,TRUE
M,White,11/24/2003,Police Officer,1981,,70.6507,71.3424,84.2481,74.8405,49.1036,9,0,1,9181,87006,0,29,12,0,2,0,TRUE
M,Black,12/14/1998,Police Officer,1970,,79.0073,79.7738,83.2681,61.1521,67.911,17,1,3,13938,90024,1,38,16,0,5,7,TRUE
F,White,12/13/1993,Police Officer,1952,6/23/2002,50.3489,51.5305,0,0,,4,0,0,,,0,10,9,0,0,2,TRUE
F,White,3/9/1987,Police Officer,1949,3/25/2006,41.4966,0,0,0,0,6,2,8,,71682,2,5,19,0,0,4,TRUE
M,Hispanic,3/26/2001,Police Officer,1975,4/24/2001,,,,,,0,0,0,,,0,2,30,0,0,0,TRUE
M,White Hispanic,2/19/2019,Police Officer,1998,,,,,,,,,,19675,,,,,,,,TRUE
F,White,11/27/2018,Police Officer,1991,,,,,,,,,,16114,,,,,,,,TRUE
M,White,6/4/1973,Sergeant of Police,1948,2/15/2004,47.892,0,0,0,,7,3,1,,82422,3,2,21,0,0,3,TRUE
M,White,6/8/1981,Sergeant of Police,1953,1/15/2014,79.2612,72.7571,48.8593,72.9006,0,25,1,13,2601,109278,1,6,17,0,0,18,TRUE
M,White,12/14/2012,Police Officer,1982,,0,0,88.9769,0,62.1638,0,0,2,13659,84054,0,14,5,0,1,0,TRUE
F,White,1/2/1992,Police Officer,1953,1/15/2012,42.2957,34.6162,0,74.7081,0,7,2,0,,80724,2,0,13,0,0,3,TRUE
M,White,4/16/2019,Police Officer,1995,,,,,,,,,,18392,,,,,,,,TRUE
F,White,2/16/2017,Police Officer,1977,,,,,,,0,0,0,14286,48078,0,0,,0,0,0,TRUE
F,White,9/30/2002,Police Officer,1976,,71.2544,71.8906,91.571,73.4652,78.2707,10,1,1,18520,87006,1,56,20,0,8,2,TRUE
M,White,5/1/1958,Police Officer as Detective,1932,3/3/1993,0,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
M,Black,4/13/1987,Police Officer,1948,12/3/1987,,,,,,0,0,0,,,0,2,30,0,0,0,TRUE
M,White,7/8/1968,Police Officer,1946,9/16/1998,71.5819,,0,,,11,0,2,,,0,2,26,0,0,8,TRUE
M,White,8/6/1962,Lieutenant of Police,1940,3/5/1998,26.3819,,0,,,2,0,0,,,0,0,208,0,0,0,TRUE
M,White,3/31/1969,Police Officer,1948,4/15/2006,0,0,73.1937,0,85.3125,0,0,3,14141,79152,0,7,17,0,2,0,TRUE
M,White,2/19/1968,Police Officer Assigned Evidence Technician,1945,7/15/2002,20.2041,0,0,94.593,,1,1,0,,,1,0,191,0,0,0,TRUE
M,Black,5/31/1965,Police Officer,1938,12/29/1994,67.286,,0,,,4,2,0,,,1,0,,0,0,2,TRUE
M,White,5/1/1958,Police Officer,1934,5/28/1987,,,0,,,0,0,0,,,0,0,22,0,0,0,TRUE
M,Black,12/7/1987,Police Officer,1963,8/1/2013,43.633,0,35.8775,0,0,9,0,1,,86130,0,1,225,1,0,4,TRUE
F,White,4/16/2010,Police Officer,1984,,85.2165,87.1886,99.7315,0,95.5747,8,0,6,17579,84054,0,101,8,0,11,0,TRUE
M,Hispanic,11/4/2013,Police Officer,1977,9/21/2008,,,,,,2,0,0,5626,80016,0,16,6,0,1,0,TRUE
M,Black,3/18/1996,Police Officer,1968,,96.1599,97.2095,90.4357,88.3297,75.2071,42,3,3,19652,93354,2,73,4,0,7,18,TRUE
M,Hispanic,11/29/1982,Police Officer,1955,10/27/1983,,,,,,0,0,1,,,0,1,30,0,0,0,TRUE
M,White,12/2/2002,Police Officer,1980,,77.9565,76.186,80.7161,86.3963,67.911,12,1,1,8893,87006,1,24,6,0,5,2,TRUE
M,White,11/16/1970,Police Officer,1948,1/16/2000,69.8455,,0,,,11,0,4,,,0,0,,0,0,8,TRUE
M,White,7/7/1997,Police Officer,1970,10/20/2014,95.2556,94.3658,84.0631,85.548,86.4533,34,3,6,14235,80724,3,35,17,0,10,15,TRUE
M,White,10/16/1967,Police Officer,1947,8/17/1994,0,,0,,,0,0,0,,,0,0,117,0,0,0,TRUE
M,White,6/4/1973,Lieutenant of Police,1948,1/15/2009,60.3532,39.2532,69.0665,90.3149,0,13,2,1,720,,0,7,18,0,0,5,TRUE
F,White,9/27/2018,Police Officer,1988,,,,,,,,,,7225,,,,,,,,TRUE
M,White,2/15/1965,Police Officer,1942,12/10/1984,,,0,,,0,0,0,,,0,10,9,0,0,0,TRUE
M,White,2/11/1980,Sergeant of Police,1952,10/1/2010,49.1484,62.3193,77.509,77.1627,67.4893,10,2,5,1347,99960,2,19,2,0,2,3,TRUE
M,White,10/25/1971,Police Officer,1947,1/15/2004,43.8893,0,0,0,,7,0,0,,69264,0,1,149,0,0,6,TRUE
M,Black,12/16/1991,Police Officer,1968,6/17/1997,96.422,,0,,,15,9,0,,,5,0,25,0,0,5,TRUE
M,Hispanic,12/16/2009,Police Officer,1978,,54.1898,60.9577,94.9284,0,77.8112,3,0,2,11023,84054,0,39,21,0,4,0,TRUE
F,White,9/28/1992,Police Officer,1959,10/31/2012,37.8125,40.9838,63.0898,0,51.6935,6,0,3,2983,83706,0,4,23,0,1,4,TRUE
F,Black,10/25/2004,Police Officer,1977,7/22/2005,,,,,,1,1,1,,40830,1,6,30,0,0,0,TRUE
F,Black,10/3/1994,Police Officer,1963,,24.4049,24.118,30.8018,61.1521,0,3,0,1,,80724,0,1,6,0,0,2,TRUE
M,White,4/29/1968,Police Officer Assigned Latent Fingerprint Examiner,1946,7/15/2002,20.2041,0,0,0,,1,0,0,,,0,1,131,0,0,1,TRUE
M,Hispanic,12/22/1986,Police Officer Assigned Evidence Technician,1958,,73.2796,29.7987,77.6369,0,0,22,0,5,15723,100980,0,41,171,0,0,16,TRUE
M,Black,10/23/1972,Police Officer as Detective,1948,,0,0,0,0,0,0,0,0,,87354,0,0,82,0,0,0,TRUE
M,Black,9/21/1953,Police Officer,1921,9/30/1987,,,0,,,0,0,0,,,0,12,11,1,0,0,TRUE
M,White,10/16/2017,,,,,,,,,0,0,0,,,0,0,,0,0,0,TRUE
M,White,10/16/1967,Police Officer,1941,1/16/1999,57.1081,,0,,,6,0,4,,,0,0,,0,0,4,TRUE
M,White,5/26/1998,Police Officer,1972,,67.7888,69.1001,77.569,79.9133,63.0035,12,0,6,17375,90024,0,25,5,1,4,6,TRUE
M,White,5/1/1958,Police Officer,1934,10/1/1994,0,,0,,,0,0,0,,,0,2,35,0,0,0,TRUE
M,White,8/22/1955,,1920,4/30/1980,,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
F,Black,12/18/2000,Police Officer,1955,,35.8947,44.8774,48.8534,0,0,4,0,1,18012,90024,0,3,8,0,0,2,TRUE
M,Hispanic,8/25/2003,Police Officer,1979,,93.8978,93.3626,89.061,86.9245,95.6655,22,0,8,11862,87006,0,42,153,0,23,8,TRUE
M,White,12/26/1989,Police Officer Assigned Canine Handler,1965,7/13/2007,90.639,53.4132,79.9936,0,85.9411,30,2,2,10924,76764,2,9,119,0,3,24,TRUE
M,Hispanic,12/16/2009,Police Officer,1985,,90.0959,86.0873,96.827,96.0335,95.1152,14,2,4,9942,84054,2,49,8,0,11,5,TRUE
M,White,6/5/1995,Police Officer,1968,6/30/2005,53.0498,0,0,87.6697,0,5,0,1,,57426,0,2,18,0,0,3,TRUE
M,White,4/28/2014,Police Officer,1987,,0,0,84.2223,0,74.2029,1,0,0,16980,76266,0,7,11,1,1,0,TRUE
F,Unknown,1/17/2017,Police Officer,1980,,,,,,,0,0,0,13406,48078,0,0,,0,0,0,TRUE
M,White,10/25/1971,Lieutenant of Police,1950,9/29/2004,54.8854,42.581,0,0,,9,4,0,437,,3,2,13,0,0,5,TRUE
M,Black,1/30/1991,Police Officer,1959,,78.8201,79.7738,86.936,0,49.1036,23,0,4,13890,96060,0,68,174,0,2,13,TRUE
M,White,10/22/1973,Police Officer,1948,5/16/2001,69.4089,0,0,0,,12,1,2,,,1,5,17,0,0,5,TRUE
M,Hispanic,10/23/1995,Police Officer as Detective,1967,,56.0162,65.6966,96.2674,0,49.1036,10,0,5,20177,100980,0,129,208,0,2,3,TRUE
M,White,10/12/1956,Police Officer,1930,2/25/1993,0,,0,,,0,0,0,,,0,0,146,0,0,0,TRUE
M,White,4/21/1950,Captain of Police,1922,10/7/1986,,,0,,,1,0,2,,,0,2,25,0,0,1,TRUE
M,Black,10/23/1967,Police Officer,1943,3/15/1998,26.3653,,0,,,1,0,0,,,0,2,3,0,0,1,TRUE
M,White,7/11/1966,Police Officer as Detective,1944,9/11/1990,0,,0,,,0,0,0,,,0,0,199,0,0,0,TRUE
F,Black,6/25/2018,Police Officer,1991,,,,,,,,,,8539,,,,,,,,TRUE
M,White,5/16/1975,Sergeant of Police,1950,,41.9013,29.7987,26.5453,61.1521,0,9,1,2,1704,106068,0,1,208,0,0,0,TRUE
F,White,2/19/2013,Police Officer,1980,,0,0,89.4524,0,0,1,1,0,8309,84054,1,14,7,0,0,0,TRUE
M,Black,6/15/1970,Sergeant of Police,1948,12/13/1995,86.9831,,0,,,11,1,0,,,0,0,232,0,0,6,TRUE
M,White,1/19/1981,Police Officer,1951,2/15/2004,39.3147,0,0,0,,5,1,0,,64926,1,0,225,0,0,3,TRUE
M,Hispanic,10/23/1995,Police Officer,1970,9/3/2007,90.3524,93.6617,71.0434,92.453,69.632,21,2,0,16815,70656,2,4,11,0,1,9,TRUE
F,Asian/Pacific Islander,8/27/2018,Police Officer,1993,,,,,,,,,,18483,,,,,,,,TRUE
M,White,2/1/1982,Police Officer,1942,10/15/2002,46.2853,0,0,0,,6,2,0,,63654,2,2,149,0,0,3,TRUE
M,White,1/19/1981,Sergeant of Police,1953,6/26/2015,31.675,38.446,35.3499,70.9244,54.8804,6,1,1,1930,110370,1,3,149,0,2,1,TRUE
M,Black,6/1/1956,Police Officer as Detective,1929,6/9/1987,,,0,,,0,0,0,,,0,0,219,0,0,0,TRUE
M,Unknown,2/20/2018,,,,,,,,,0,0,0,,,0,0,,0,0,0,TRUE
M,Hispanic,8/25/2003,Police Officer,1970,,86.1794,88.0656,83.4104,0,67.911,15,0,4,12573,87006,1,28,9,0,5,2,TRUE
F,Hispanic,12/12/2016,Police Officer,1991,,,,,,,0,0,0,14289,48078,0,1,,0,0,0,TRUE
M,White,7/18/1977,Police Officer as Detective,1952,8/2/2006,75.8577,87.8509,0,85.3218,0,18,5,0,,82746,5,1,215,0,0,4,TRUE
F,White,8/7/1995,Police Officer,1954,8/12/1995,,,,,,0,0,0,,,0,2,30,0,0,0,TRUE
M,Hispanic,8/31/2012,Police Officer,1986,,36.1354,45.1066,94.8054,0,92.0799,1,0,1,13817,84054,0,25,4,0,5,0,TRUE
M,White,6/16/1954,,1927,3/1/1981,,,0,,,0,0,0,,,0,0,,0,0,0,TRUE
F,Black,1/25/1988,Police Officer,1958,9/17/1988,,,,,,0,0,1,,,0,2,30,0,0,0,TRUE
M,Hispanic,8/31/2012,Police Officer,1982,12/6/2013,71.8045,0,92.9925,99.4773,82.7899,1,1,0,12326,61530,1,5,30,0,1,0,TRUE
M,White,10/25/2004,Police Officer,1981,,69.0688,68.8559,97.1504,75.877,97.1065,8,1,5,14328,87006,1,87,175,0,25,2,TRUE
M,Black,2/1/1982,Police Officer,1948,9/15/2008,72.0199,0,0,90.6981,64.235,18,1,0,11820,78006,1,0,225,1,1,16,TRUE
F,Black,5/17/1993,Police Officer,1956,,44.6754,41.5139,58.6053,0,0,8,0,1,12386,93354,0,8,6,0,0,1,TRUE
M,Black,6/14/1971,Police Officer,1950,8/14/1986,,,0,,,1,1,0,,,1,5,15,0,0,0,TRUE
M,White,8/27/2001,Police Officer,1979,,43.9112,51.764,87.5829,0,67.911,5,0,4,3873,90024,0,43,20,0,5,0,TRUE
M,White,7/30/2007,Sergeant of Police,1983,,87.532,89.2216,98.5316,0,93.3734,11,0,5,1454,101442,0,88,15,0,13,5,TRUE
M,White,1/22/1968,Police Officer,1942,3/4/1993,68.2159,,0,,,3,0,0,,,0,10,9,0,0,1,TRUE
M,White,3/19/1973,Deputy Chief,1947,6/15/2008,33.1688,41.5783,52.3986,90.9535,0,7,1,2,,148356,1,1,107,0,0,3,TRUE
M,White,8/6/1962,Police Officer as Detective,1933,7/1/1990,0,,0,,,0,0,0,,,0,0,146,0,0,0,TRUE
M,White,1/28/1980,Police Officer as Detective,1953,11/15/2011,72.2211,72.4252,54.4476,0,64.3391,21,0,6,21295,92268,0,3,221,0,2,13,TRUE
M,White,9/27/1965,Captain of Police,1943,4/2/1996,0,,0,,,1,0,0,,,0,12,11,1,0,1,TRUE
M,Black,4/25/2016,Police Officer,1987,,,,89.0675,,,1,0,0,19990,68616,0,4,30,0,0,0,TRUE
M,White,10/25/2004,Police Officer,1971,,51.7749,59.6422,87.7931,0,74.4298,5,1,6,5348,87006,0,35,179,0,6,1,TRUE
M,White,4/13/1987,Police Officer as Detective,1964,,45.1645,24.118,34.9872,0,0,10,0,3,20638,103932,0,2,208,0,0,7,TRUE
M,Hispanic,6/8/1998,Police Officer,1966,,64.7434,57.7487,76.0747,61.1521,49.1036,12,0,1,11837,90024,0,22,3,0,2,5,TRUE
M,White,10/12/1971,Sergeant of Police,1948,1/1/2004,29.2988,65.0766,0,0,,3,0,4,,82422,0,0,2,0,0,0,TRUE
M,Hispanic,12/2/2002,Police Officer,1977,,80.6465,81.3683,95.2259,73.7393,90.1509,16,0,7,10649,87006,0,78,7,0,15,4,TRUE
M,Asian/Pacific,10/31/2005,Police Officer,1977,,38.2867,46.4321,92.0659,0,76.7219,3,0,5,8845,87006,0,45,183,0,6,0,TRUE
M,White,11/22/1993,Police Officer as Detective,1968,,41.2021,29.7987,65.443,79.9133,63.0035,7,1,2,21088,100980,1,12,208,0,4,5,TRUE
M,Black,6/15/1964,Police Officer,1941,6/15/2004,28.9267,42.876,0,0,,3,1,1,,69264,1,1,14,0,0,2,TRUE
M,Black,7/19/1966,Sergeant of Police,1943,9/14/1994,85.0365,,0,,,9,5,0,,,5,4,12,0,0,3,TRUE
M,White,12/11/1978,Police Officer as Detective,1949,4/15/2012,40.9259,53.8811,52.6818,0,0,8,1,2,,93192,1,3,215,0,0,3,TRUE
M,Black,10/22/1973,Police Officer,1943,7/5/1988,,,0,,,0,0,0,,,0,0,11,0,0,0,TRUE
M,White,10/1/1954,,1921,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,TRUE
M,White,12/2/2013,Police Officer,1987,,0,0,80.5867,0,70.7648,0,0,0,18982,80016,0,6,4,0,1,0,TRUE
M,White,12/26/1989,Police Officer,1950,1/15/2013,50.2376,34.1605,37.281,0,50.6341,10,0,2,2973,83706,0,2,112,0,1,6,TRUE
F,White,10/13/1986,Lieutenant of Police,1957,12/30/2012,39.6009,40.7243,70.9392,62.3135,68.3809,8,1,1,515,93438,0,13,12,0,3,4,TRUE
F,White,6/29/1992,Police Officer,1967,8/8/1992,,,,,,0,0,0,,,0,2,30,0,0,0,TRUE
M,Black,7/1/1985,Police Officer,1959,7/16/2009,39.9398,0,58.9696,0,0,7,0,2,,75816,0,5,4,0,0,5,TRUE
M,Hispanic,12/5/2005,Police Officer,1975,,47.6291,38.4742,85.4158,90.7614,67.6444,4,1,8,1315,87006,1,27,13,0,4,2,TRUE
M,White,4/15/1968,Police Officer,1946,4/20/1999,0,,0,,,0,0,0,,,0,0,107,0,0,0,TRUE
M,Black,1/3/1995,Police Officer,1966,,93.5998,87.5224,44.1957,88.3297,0,36,5,2,10206,93354,6,3,112,0,0,24,TRUE
F,White,8/30/1982,Police Officer,1958,1/15/2014,32.922,40.0851,64.5549,0,0,6,0,7,,86130,0,11,35,0,0,1,TRUE
M,White,6/27/2016,Police Officer,1988,,,,93.3596,,,0,0,0,9721,68616,0,5,30,0,0,0,TRUE
